rank	vhag_code	prop_3260	sac_streams	grts_ranking	grts_ranking_draw	segment_id	point_code	db_ref
39152	9501	100	intersecting or downstream	45169746	11615314	1_7_8842	11615314_1	NA
102597	9184	5	intersecting or downstream	11781878	11781878	NA	NA	NA
99524	8570	100	outside	59887734	11784310	1_4_670	11784310_1	NA
99525	8570	100	outside	11784310	11784310	NA	NA	NA
206668	8634	22	outside	36952950	11787126	1_7_34557	11787126_1	NA
203456	7621	100	intersecting or downstream	32382118	11803814	1_7_1592	11803814_1	NA
45942	8797	19	intersecting or downstream	11806582	11806582	NA	NA	NA
259153	8710	100	intersecting or downstream	32918774	11947254	1_4_1455	11947254_1	NA
113053	8589	100	outside	45510902	11956470	1_7_47413	11956470_1	NA
39326	9501	100	intersecting or downstream	7824722	12019026	1_4_220	12019026_1	NA
194189	7441	7	intersecting or downstream	12094902	12094902	1_7_171133	12094902_1	NA
72201	2335	53	outside	12203777	12203777	NA	NA	NA
38450	9064	72	outside	12332590	12332590	NA	NA	NA
143991	8991	100	outside	24924374	12341462	1_7_211249	12341462_1	NA
103402	8552	100	intersecting or downstream	12388150	12388150	NA	NA	NA
144059	8991	100	outside	12401110	12401110	1_4_1665	12401110_1	NA
260185	9890	86	intersecting or downstream	16650386	12456082	1_7_18807	12456082_1	NA
226472	9875	100	outside	46013714	12459282	1_4_890	12459282_1	NA
123503	8502	100	intersecting or downstream	64971734	12542934	1_4_455	12542934_1	NA
39266	9501	100	intersecting or downstream	60909906	12544338	1_4_160	12544338_1	NA
212385	9536	100	intersecting or downstream	12610226	12610226	NA	NA	NA
144056	8991	100	outside	12666070	12666070	1_4_1662	12666070_1	NA
175060	1179	37	intersecting or downstream	8493121	12687425	1_7_121103	12687425_1	NA
259130	8710	100	intersecting or downstream	12713206	12713206	1_4_842	12713206_1	NA
218831	9574	100	outside	12714882	12714882	NA	NA	NA
226446	9875	100	outside	29560082	12782866	1_4_1067	12782866_1	NA
238638	9512	100	intersecting or downstream	12815122	12815122	NA	NA	NA
39421	9501	100	intersecting or downstream	46377458	12823026	1_7_20142	12823026_1	NA
255370	9508	100	intersecting or downstream	12869138	12869138	1_4_718	12869138_1	NA
224935	8501	100	intersecting or downstream	21358454	12969846	1_4_1542	12969846_1	NA
241528	9505	18	intersecting or downstream	12990482	12990482	NA	NA	NA
123777	8504	100	intersecting or downstream	21413590	13024982	1_7_11716	13024982_1	NA
587	460	37	outside	51840118	13042806	1_7_226907	13042806_1	NA
123483	8502	100	intersecting or downstream	63394774	13063126	1_7_24977	13063126_1	NA
123586	8502	100	intersecting or downstream	50812662	13063926	1_4_447	13063926_1	NA
241020	10038	69	intersecting or downstream	28899730	13124754	1_7_17009	13124754_1	NA
231528	9630	100	intersecting or downstream	63481810	13150162	1_7_129324	13150162_1	NA
175057	1179	100	intersecting or downstream	46721089	13166657	1_7_121106	13166657_1	NA
72021	9118	60	intersecting or downstream	23697142	13211382	1_7_197943	13211382_1	NA
259172	8710	42	intersecting or downstream	13236342	13236342	NA	NA	NA
39425	9501	100	intersecting or downstream	42707442	13249010	1_7_20138	13249010_1	NA
206659	8634	100	outside	13294454	13294454	NA	NA	NA
5551	113	100	outside	17514429	13320125	1_4_1133	13320125_1	NA
255362	9508	97	intersecting or downstream	13327890	13327890	NA	NA	NA
98822	8576	100	outside	15467166	13370014	1_4_1127	13370014_1	NA
46490	9047	100	intersecting or downstream	23866166	13380406	1_7_26164	13380406_1	NA
209508	8038	100	outside	3960274	13397458	1_4_1502	13397458_1	NA
221117	9766	100	intersecting or downstream	13416434	13416434	NA	NA	NA
39103	9501	102	intersecting or downstream	29445202	13454418	1_4_988	13454418_1	NA
213701	10004	67	intersecting or downstream	13454418	13454418	NA	NA	NA
238631	9512	100	intersecting or downstream	57772818	13470482	1_4_935	13470482_1	NA
39396	9501	100	intersecting or downstream	13487602	13487602	1_4_290	13487602_1	NA
39402	9501	100	intersecting or downstream	790002	13503986	1_7_20161	13503986_1	NA
39299	9501	100	intersecting or downstream	33034578	13570386	1_4_193	13570386_1	NA
39368	9501	100	intersecting or downstream	58695154	13606386	1_4_262	13606386_1	NA
144633	9702	62	intersecting or downstream	13658322	13658322	NA	NA	NA
39432	9501	100	intersecting or downstream	19081714	13838834	1_4_1866	13838834_1	NA
144002	8991	100	outside	13931734	13931734	NA	NA	NA
33365	8569	100	outside	13937526	13937526	1_7_166719	13937526_1	NA
238613	9512	100	intersecting or downstream	23142674	13967634	1_4_917	13967634_1	NA
35602	9816	54	intersecting or downstream	62931218	13975826	1_7_74873	13975826_1	NA
39362	9501	52	intersecting or downstream	18238962	14044658	1_4_256	14044658_1	NA
39312	9501	100	intersecting or downstream	1877330	14067026	1_4_206	14067026_1	NA
255381	9508	100	intersecting or downstream	30858770	14081554	1_4_417	14081554_1	NA
209499	8038	100	outside	50785746	14085586	1_4_1493	14085586_1	NA
123482	8502	49	intersecting or downstream	64443350	14111702	1_7_24978	14111702_1	NA
39372	9501	100	intersecting or downstream	2579954	14114290	1_4_266	14114290_1	NA
144016	8991	100	outside	14210262	14210262	NA	NA	NA
260898	74	100	intersecting or downstream	14234889	14234889	1_7_79852	14234889_1	NA
144051	8991	100	outside	14238934	14238934	NA	NA	NA
99522	8570	100	outside	14274678	14274678	NA	NA	NA
238644	9512	100	intersecting or downstream	64641810	14310162	1_4_900	14310162_1	NA
206675	8634	100	outside	64646006	14314358	1_7_34550	14314358_1	NA
39160	9501	100	intersecting or downstream	14318674	14318674	1_7_7781	14318674_1	NA
144023	8991	100	outside	14374102	14374102	NA	NA	NA
39282	9501	100	intersecting or downstream	64743762	14412114	1_4_176	14412114_1	NA
252556	8506	100	outside	20728310	14436854	1_4_712	14436854_1	NA
83583	42787	100	intersecting or downstream	56433390	14490350	1_7_46207	14490350_1	NA
103414	8552	100	outside	10417974	14546742	1_4_1893	14546742_1	NA
203454	7621	44	intersecting or downstream	18750630	14556326	1_7_1594	14556326_1	NA
123502	8502	100	intersecting or downstream	35611606	14640086	1_4_454	14640086_1	NA
255387	9508	89	intersecting or downstream	35614226	14642706	1_4_1157	14642706_1	NA
219280	620	100	outside	40882369	14667969	1_4_1371	14667969_1	NA
252560	8506	100	outside	14703478	14703478	1_4_716	14703478_1	NA
39463	9501	100	intersecting or downstream	11581938	14727666	1_4_1835	14727666_1	NA
166944	8995	83	intersecting or downstream	47135030	14780726	1_7_105801	14780726_1	NA
166741	8836	103	outside	14791926	14791926	NA	NA	NA
39334	9501	100	intersecting or downstream	10608114	14802418	1_4_228	14802418_1	NA
39128	9501	100	intersecting or downstream	30007714	14803362	1_7_8866	14803362_1	NA
39209	9501	100	intersecting or downstream	14843986	14843986	1_7_7732	14843986_1	NA
39317	9501	100	intersecting or downstream	14853458	14853458	1_4_211	14853458_1	NA
5606	113	100	intersecting or downstream	65204190	14872542	1_7_28259	14872542_1	NA
38684	9125	75	outside	6760494	14952494	1_7_191290	14952494_1	NA
252552	8506	100	outside	16009718	14961142	1_4_708	14961142_1	NA
255422	9508	67	intersecting or downstream	61161490	15024146	1_4_1152	15024146_1	NA
39481	9501	100	intersecting or downstream	36014834	15043314	1_4_1817	15043314_1	NA
39117	9501	100	intersecting or downstream	48628130	15073698	1_7_8877	15073698_1	NA
5602	113	100	intersecting or downstream	52883422	15134686	1_7_28222	15134686_1	NA
39371	9501	100	intersecting or downstream	44522994	15162866	1_4_265	15162866_1	NA
238600	9512	100	intersecting or downstream	26632466	15163666	1_4_904	15163666_1	NA
91126	9332	38	intersecting or downstream	15168502	15168502	1_7_31953	15168502_1	NA
123682	8502	100	intersecting or downstream	31999222	15222006	1_7_29358	15222006_1	NA
255314	9508	100	intersecting or downstream	23642642	15254034	1_4_443	15254034_1	NA
39353	9501	100	intersecting or downstream	48836082	15281650	1_4_247	15281650_1	NA
5567	113	85	outside	15312862	15312862	1_4_1668	15312862_1	NA
226469	9875	100	outside	32120082	15342866	1_4_887	15342866_1	NA
143788	8911	34	outside	1734518	15366006	1_7_50907	15366006_1	NA
39415	9501	100	intersecting or downstream	15395314	15395314	1_7_20148	15395314_1	NA
103413	8552	100	outside	44758838	15398710	1_4_1892	15398710_1	NA
260216	9890	100	intersecting or downstream	28009618	15426706	1_4_415	15426706_1	NA
241375	9505	52	intersecting or downstream	31182994	15454354	1_4_544	15454354_1	NA
111618	9670	66	intersecting or downstream	53214510	15465774	1_7_221476	15465774_1	NA
212372	9536	100	intersecting or downstream	49165746	15611314	1_4_345	15611314_1	NA
218825	9574	100	outside	65962882	15631234	1_4_25	15631234_1	NA
144618	9702	100	intersecting or downstream	3098386	15681298	1_4_496	15681298_1	NA
144021	8991	100	outside	15684822	15684822	NA	NA	NA
166757	8836	100	outside	15721718	15721718	1_4_1317	15721718_1	NA
39462	9501	100	intersecting or downstream	42252786	15776242	1_4_1836	15776242_1	NA
84208	4171	66	outside	15781821	15781821	NA	NA	NA
144027	8991	100	outside	15803606	15803606	NA	NA	NA
5582	113	100	outside	15960030	15960030	1_4_1683	15960030_1	NA
39392	9501	100	intersecting or downstream	16111090	16111090	1_4_286	16111090_1	NA
209480	8038	89	outside	32905778	16128562	1_4_1474	16128562_1	NA
194180	7441	100	intersecting or downstream	43646390	16186806	1_7_59759	16186806_1	NA
255364	9508	95	intersecting or downstream	13065746	16211474	1_4_424	16211474_1	NA
212362	9536	100	intersecting or downstream	64379570	16217522	1_4_335	16217522_1	NA
38391	9064	100	outside	33010934	16233718	1_4_308	16233718_1	NA
5612	113	100	intersecting or downstream	49844190	16289758	1_7_28151	16289758_1	NA
212378	9536	100	intersecting or downstream	19441074	16295346	1_4_351	16295346_1	NA
249423	3800	63	outside	16376798	16376798	NA	NA	NA
80915	9102	46	outside	25833686	16396502	1_7_32383	16396502_1	NA
219277	620	100	outside	10145985	16437441	1_4_1368	16437441_1	NA
124415	9568	86	intersecting or downstream	16453506	16453506	1_7_3479	16453506_1	NA
144623	9702	100	intersecting or downstream	33237202	16459986	1_4_501	16459986_1	NA
255334	9508	100	intersecting or downstream	29045266	16462354	1_4_786	16462354_1	NA
39236	9501	100	intersecting or downstream	3930450	16513362	1_4_130	16513362_1	NA
123679	8502	100	intersecting or downstream	28067062	16532726	1_7_29361	16532726_1	NA
46045	8797	100	outside	25037430	16648822	1_7_55001	16648822_1	NA
209492	8038	100	outside	62795218	16657874	1_4_1486	16657874_1	NA
166861	8836	83	outside	58603246	16660206	1_7_190782	16660206_1	NA
83543	9297	97	outside	16680086	16680086	NA	NA	NA
39095	9501	100	intersecting or downstream	16682066	16682066	1_4_996	16682066_1	NA
19761	2628	100	outside	67103169	16771521	1_7_157562	16771521_1	NA
46493	9047	49	intersecting or downstream	16788278	16788278	NA	NA	NA
212382	9536	100	intersecting or downstream	49325490	16819634	1_4_355	16819634_1	NA
39067	9501	100	intersecting or downstream	32672226	16943586	1_7_8906	16943586_1	NA
5571	113	100	outside	42117086	16951262	1_4_1672	16951262_1	NA
39138	9501	100	intersecting or downstream	54714786	16966050	1_7_8856	16966050_1	NA
249718	9048	25	outside	16967286	16967286	1_7_31140	16967286_1	NA
175050	1179	100	intersecting or downstream	42788929	16967745	1_4_1008	16967745_1	BorBe_02
80911	9102	41	outside	52375766	16986326	1_4_1424	16986326_1	NA
255441	9508	25	outside	21225490	17031186	1_4_398	17031186_1	NA
40023	9617	100	outside	17061278	17061278	NA	NA	NA
206701	8634	100	outside	44637302	17112182	1_4_1186	17112182_1	NA
46036	8797	100	outside	50678390	17123958	1_7_55010	17123958_1	NA
166844	8836	89	outside	4577006	17159918	1_7_190756	17159918_1	NA
255374	9508	91	intersecting or downstream	17161746	17161746	1_4_722	17161746_1	NA
5594	113	100	outside	17172446	17172446	NA	NA	NA
255480	9508	100	outside	59225106	17282066	1_4_1233	17282066_1	NA
39473	9501	100	intersecting or downstream	48757234	17299954	1_4_1825	17299954_1	NA
90378	9502	100	intersecting or downstream	17350046	17350046	NA	NA	NA
224929	8501	100	intersecting or downstream	17360758	17360758	NA	NA	NA
39493	9501	100	intersecting or downstream	17421554	17421554	1_4_1805	17421554_1	NA
39124	9501	100	intersecting or downstream	27926946	17441186	1_7_8870	17441186_1	NA
260215	9890	100	intersecting or downstream	59466898	17523858	1_4_414	17523858_1	NA
123460	8502	100	intersecting or downstream	17548246	17548246	1_7_9422	17548246_1	NA
123577	8502	100	intersecting or downstream	21792502	17598198	1_7_18421	17598198_1	NA
206665	8634	100	outside	46979958	17619830	1_4_569	17619830_1	NA
233090	28214	102	intersecting or downstream	17649074	17649074	1_4_1020	17649074_1	NA
39112	9501	100	intersecting or downstream	5079458	17662370	1_7_8882	17662370_1	NA
213782	10004	100	intersecting or downstream	38672466	17700946	1_4_59	17700946_1	NA
39318	9501	100	intersecting or downstream	943442	17720658	1_4_212	17720658_1	NA
39497	9501	100	intersecting or downstream	32429298	17749234	1_4_1801	17749234_1	NA
39300	9501	100	intersecting or downstream	987474	17764690	1_4_194	17764690_1	NA
226474	9875	100	outside	64363794	17767698	1_4_892	17767698_1	NA
144019	8991	100	outside	17781974	17781974	NA	NA	NA
50548	9988	51	outside	45067638	17804662	1_7_83282	17804662_1	NA
213812	10004	100	intersecting or downstream	59778898	17835858	1_4_54	17835858_1	NA
212386	9536	100	intersecting or downstream	17853106	17853106	NA	NA	NA
123649	8502	73	intersecting or downstream	51443702	17889270	1_7_22200	17889270_1	NA
39356	9501	100	intersecting or downstream	30486002	17903090	1_4_250	17903090_1	NA
255425	9508	102	intersecting or downstream	9519122	17907730	1_7_17866	17907730_1	NA
238531	9512	100	intersecting or downstream	13732114	17926418	1_7_20568	17926418_1	NA
45966	8797	100	intersecting or downstream	17941366	17941366	NA	NA	NA
212357	9536	100	intersecting or downstream	3496626	17980082	1_4_330	17980082_1	NA
39186	9501	100	intersecting or downstream	18002002	18002002	1_7_7755	18002002_1	NA
206656	8634	81	outside	18013046	18013046	NA	NA	NA
227988	7151	29	outside	18075622	18075622	1_7_5667	18075622_1	NA
166756	8836	100	outside	18081014	18081014	NA	NA	NA
39280	9501	100	intersecting or downstream	18082130	18082130	1_4_174	18082130_1	NA
92834	3510	29	outside	60029590	18086550	1_7_197728	18086550_1	NA
123578	8502	100	intersecting or downstream	51152630	18122486	1_7_18099	18122486_1	NA
39145	9501	100	intersecting or downstream	53607506	18152530	1_7_8849	18152530_1	NA
123775	8504	100	intersecting or downstream	47513302	18153174	1_7_26643	18153174_1	NA
144614	9702	41	intersecting or downstream	34948882	18171666	1_4_492	18171666_1	NA
213779	10004	46	intersecting or downstream	1493074	18270290	1_4_56	18270290_1	NA
226459	9875	86	outside	18271506	18271506	1_4_1080	18271506_1	NA
224761	8501	51	intersecting or downstream	18302454	18302454	NA	NA	NA
39388	9501	100	intersecting or downstream	18404850	18404850	1_4_282	18404850_1	NA
39237	9501	100	intersecting or downstream	60356946	18413906	1_4_131	18413906_1	NA
103407	8552	100	intersecting or downstream	22611766	18417462	1_4_1347	18417462_1	NA
206699	8634	100	outside	56892534	18422902	1_4_1184	18422902_1	NA
39428	9501	100	intersecting or downstream	59845106	18426354	1_4_1870	18426354_1	NA
5546	113	56	outside	35209149	18431933	1_4_1128	18431933_1	NA
238517	9512	100	intersecting or downstream	60442898	18499858	1_4_1108	18499858_1	NA
39167	9501	100	intersecting or downstream	18509906	18509906	1_7_7774	18509906_1	NA
39457	9501	100	intersecting or downstream	44579314	18512370	1_4_1841	18512370_1	NA
216080	9522	100	intersecting or downstream	39507090	18535570	1_4_509	18535570_1	NA
39385	9501	100	intersecting or downstream	1779186	18556402	1_4_279	18556402_1	NA
113059	8589	100	outside	36090102	18591990	1_4_42	18591990_1	NA
113060	8589	82	outside	18591990	18591990	NA	NA	NA
206684	8634	100	outside	31779702	18672502	1_4_1169	18672502_1	NA
206685	8634	100	outside	18672502	18672502	NA	NA	NA
39156	9501	100	intersecting or downstream	38108242	18709586	1_7_25101	18709586_1	NA
166810	8836	31	outside	60665390	18722350	1_7_208654	18722350_1	NA
166811	8836	100	outside	18722350	18722350	NA	NA	NA
218837	9574	100	outside	43910018	18744194	1_4_37	18744194_1	NA
255386	9508	85	intersecting or downstream	35315218	18837010	1_4_1156	18837010_1	NA
212389	9536	100	intersecting or downstream	35678898	18901682	1_4_362	18901682_1	NA
39240	9501	100	intersecting or downstream	52492626	18938194	1_4_134	18938194_1	NA
39265	9501	100	intersecting or downstream	52521298	18966866	1_4_159	18966866_1	NA
39436	9501	100	intersecting or downstream	36383218	18991602	1_4_1862	18991602_1	NA
260187	9890	100	intersecting or downstream	40767634	19009682	1_7_18805	19009682_1	NA
216078	9522	100	intersecting or downstream	2282642	19059858	1_4_507	19059858_1	NA
39270	9501	100	intersecting or downstream	47409490	19097938	1_4_164	19097938_1	NA
99526	8570	100	outside	53727350	19124342	1_4_672	19124342_1	NA
99527	8570	100	outside	19124342	19124342	NA	NA	NA
39476	9501	100	intersecting or downstream	6552050	19134962	1_4_1822	19134962_1	NA
255343	9508	100	intersecting or downstream	35992082	19214866	1_4_441	19214866_1	NA
238755	9512	100	outside	56967378	19218642	1_4_81	19218642_1	NA
5560	113	100	outside	35022814	19294174	1_4_1142	19294174_1	NA
194181	7441	100	intersecting or downstream	19332534	19332534	NA	NA	NA
39325	9501	100	intersecting or downstream	36136274	19359058	1_4_219	19359058_1	NA
218814	9574	100	intersecting or downstream	37470898	19382962	1_4_952	19382962_1	NA
219271	620	100	outside	16314561	19460289	1_4_1362	19460289_1	NA
83579	42787	100	intersecting or downstream	28908270	19471086	1_7_46211	19471086_1	NA
40029	9617	100	outside	19535262	19535262	NA	NA	NA
5550	113	100	outside	26034109	19611581	1_4_1132	19611581_1	NA
144621	9702	100	intersecting or downstream	36390674	19613458	1_4_499	19613458_1	NA
206709	8634	100	outside	28007542	19618934	1_4_1194	19618934_1	NA
206710	8634	100	outside	19618934	19618934	NA	NA	NA
218791	9574	100	intersecting or downstream	36396466	19619250	1_4_1032	19619250_1	NA
123593	8502	100	intersecting or downstream	23831542	19637238	1_7_23083	19637238_1	NA
102598	9184	100	intersecting or downstream	19646198	19646198	1_7_50997	19646198_1	NA
79221	9068	100	outside	57398998	19650262	1_7_39636	19650262_1	NA
123687	8502	100	intersecting or downstream	3929334	19657974	1_7_29353	19657974_1	NA
153227	6714	62	intersecting or downstream	19692742	19692742	NA	NA	NA
5614	113	100	intersecting or downstream	31248350	19714014	1_7_28149	19714014_1	NA
103401	8552	100	intersecting or downstream	19728182	19728182	1_4_1341	19728182_1	NA
238526	9512	100	intersecting or downstream	19892498	19892498	NA	NA	NA
39136	9501	100	intersecting or downstream	49308066	19947938	1_7_8858	19947938_1	NA
206730	8634	100	outside	58784886	19987574	1_4_1215	19987574_1	NA
123592	8502	100	intersecting or downstream	32908278	20063222	1_7_23084	20063222_1	NA
203867	3103	33	intersecting or downstream	45239190	20073366	1_7_31360	20073366_1	NA
39212	9501	100	intersecting or downstream	20152402	20152402	1_7_7729	20152402_1	NA
123684	8502	100	intersecting or downstream	7599350	20182262	1_7_29356	20182262_1	NA
39442	9501	100	intersecting or downstream	2410994	20236786	1_4_1856	20236786_1	NA
255332	9508	51	intersecting or downstream	43319826	20251154	1_4_784	20251154_1	NA
255373	9508	100	intersecting or downstream	20307474	20307474	1_4_721	20307474_1	NA
113047	8589	100	outside	37744886	20312310	1_7_215275	20312310_1	NA
39404	9501	100	intersecting or downstream	14552562	20319730	1_7_20159	20319730_1	NA
144025	8991	100	outside	20337878	20337878	NA	NA	NA
220152	8820	45	intersecting or downstream	20372630	20372630	1_7_204128	20372630_1	NA
169156	39725	100	outside	20404998	20404998	NA	NA	NA
45994	8797	56	intersecting or downstream	46968438	20409974	1_7_35895	20409974_1	NA
113042	8589	100	outside	53997814	20443382	1_7_198658	20443382_1	NA
39273	9501	100	intersecting or downstream	19409234	20457810	1_4_167	20457810_1	NA
123681	8502	100	intersecting or downstream	16270582	20464886	1_7_29359	20464886_1	NA
201258	40512	99	outside	20491478	20491478	NA	NA	NA
90380	9502	100	intersecting or downstream	20495774	20495774	NA	NA	NA
39238	9501	100	intersecting or downstream	64551250	20511058	1_4_132	20511058_1	NA
40030	9617	100	outside	20583838	20583838	NA	NA	NA
39384	9501	100	intersecting or downstream	58402290	20653554	1_4_278	20653554_1	NA
206733	8634	100	outside	20675702	20675702	NA	NA	NA
102599	9184	100	intersecting or downstream	7063286	20694774	1_7_50995	20694774_1	NA
213712	10004	26	intersecting or downstream	27479122	20708434	1_7_13341	20708434_1	NA
219272	620	100	outside	23654593	20713665	1_4_1363	20713665_1	NA
38449	9064	102	outside	20721198	20721198	NA	NA	NA
209465	8038	76	outside	54295090	20740658	1_4_1506	20740658_1	NA
33415	8572	100	intersecting or downstream	20741590	20741590	1_4_1528	20741590_1	NA
166820	8836	100	outside	20758062	20758062	NA	NA	NA
589	460	100	outside	54330486	20776054	1_7_226905	20776054_1	NA
218763	9574	100	intersecting or downstream	20784562	20784562	1_4_11	20784562_1	NA
194185	7441	100	intersecting or downstream	20905398	20905398	NA	NA	NA
169158	39725	100	outside	4152070	20929286	1_7_25685	20929286_1	NA
83576	42787	100	intersecting or downstream	50338542	20978414	1_7_46214	20978414_1	NA
39151	9501	100	intersecting or downstream	21052498	21052498	1_7_8843	21052498_1	NA
238763	9512	100	outside	58817746	21069010	1_4_89	21069010_1	NA
39113	9501	100	intersecting or downstream	63799714	21070242	1_7_8881	21070242_1	NA
238749	9512	100	outside	19005650	21102802	1_4_75	21102802_1	NA
221120	9766	100	intersecting or downstream	21215218	21215218	1_7_114569	21215218_1	NA
144634	9702	29	intersecting or downstream	21227730	21227730	1_7_19328	21227730_1	NA
39454	9501	100	intersecting or downstream	49560050	21248498	1_4_1844	21248498_1	NA
123528	8502	100	intersecting or downstream	58886102	21333974	1_7_28855	21333974_1	NA
123529	8502	100	intersecting or downstream	21333974	21333974	NA	NA	NA
39406	9501	100	intersecting or downstream	33951218	21368306	1_7_20157	21368306_1	NA
218392	7921	100	intersecting or downstream	42358578	21387058	1_4_1521	21387058_1	NA
39170	9501	100	intersecting or downstream	21393490	21393490	1_7_7771	21393490_1	NA
37817	8516	100	outside	13090422	21479030	1_7_170696	21479030_1	NA
238620	9512	100	intersecting or downstream	42511122	21539602	1_4_924	21539602_1	NA
39303	9501	100	intersecting or downstream	21631314	21631314	1_4_197	21631314_1	NA
255391	9508	100	intersecting or downstream	43740690	21720594	1_7_17849	21720594_1	NA
206666	8634	100	outside	51174262	21814134	1_4_570	21814134_1	NA
238645	9512	100	intersecting or downstream	56253202	21846802	1_4_901	21846802_1	NA
218826	9574	100	outside	5079938	21857154	1_4_26	21857154_1	NA
238514	9512	100	intersecting or downstream	47139090	21973266	1_4_1106	21973266_1	NA
238515	9512	100	intersecting or downstream	21973266	21973266	NA	NA	NA
249685	9048	20	intersecting or downstream	21989238	21989238	NA	NA	NA
39135	9501	100	intersecting or downstream	55599522	22045090	1_7_8859	22045090_1	NA
105436	8881	26	intersecting or downstream	38823574	22046358	1_7_212760	22046358_1	NA
39044	9501	100	intersecting or downstream	223714	22047202	1_4_981	22047202_1	NA
252528	8506	100	outside	38832630	22055414	1_4_693	22055414_1	NA
40872	9225	85	intersecting or downstream	22065622	22065622	1_7_91684	22065622_1	NA
39395	9501	100	intersecting or downstream	38917618	22140402	1_4_289	22140402_1	NA
39187	9501	100	intersecting or downstream	22196306	22196306	1_7_7754	22196306_1	NA
255346	9508	100	intersecting or downstream	22262290	22262290	NA	NA	NA
260191	9890	94	intersecting or downstream	10735762	22270098	1_7_18801	22270098_1	NA
218799	9574	100	intersecting or downstream	5529010	22306226	1_4_1040	22306226_1	NA
255372	9508	100	intersecting or downstream	22306322	22306322	1_4_720	22306322_1	NA
123776	8504	100	intersecting or downstream	22347478	22347478	1_7_26642	22347478_1	NA
90096	8728	14	intersecting or downstream	22370862	22370862	NA	NA	NA
39059	9501	100	intersecting or downstream	22383074	22383074	1_4_967	22383074_1	NA
224938	8501	100	intersecting or downstream	22407030	22407030	NA	NA	NA
113048	8589	100	outside	49672438	22409462	1_7_215274	22409462_1	NA
154790	8726	7	outside	22432246	22432246	NA	NA	NA
252550	8506	63	outside	5655030	22432246	1_4_706	22432246_1	NA
212363	9536	100	intersecting or downstream	39286194	22508978	1_4_336	22508978_1	NA
123665	8502	17	intersecting or downstream	22512886	22512886	NA	NA	NA
250733	7905	100	outside	22532070	22532070	1_7_202293	22532070_1	NA
99529	8570	20	outside	22532214	22532214	NA	NA	NA
39247	9501	100	intersecting or downstream	62404946	22559058	1_4_141	22559058_1	NA
180399	3538	12	intersecting or downstream	46751677	22634429	1_7_210208	22634429_1	NA
218393	7921	100	intersecting or downstream	52057906	22697778	1_4_1522	22697778_1	NA
252522	8506	34	outside	45775350	22706678	1_4_687	22706678_1	NA
166761	8836	100	outside	22734070	22734070	NA	NA	NA
238525	9512	100	intersecting or downstream	5998866	22776082	1_7_20543	22776082_1	NA
238635	9512	100	intersecting or downstream	60525330	22776594	1_4_939	22776594_1	NA
238535	9512	100	intersecting or downstream	33130770	22804754	1_7_4489	22804754_1	NA
144631	9702	23	intersecting or downstream	22833362	22833362	NA	NA	NA
255428	9508	100	outside	22839314	22839314	1_4_402	22839314_1	NA
39111	9501	100	intersecting or downstream	48071074	22905250	1_7_8883	22905250_1	NA
39061	9501	100	intersecting or downstream	14518754	22907362	1_7_8912	22907362_1	NA
123787	8504	100	intersecting or downstream	31409110	23020502	1_7_18438	23020502_1	NA
39091	9501	100	intersecting or downstream	23039058	23039058	1_4_1000	23039058_1	NA
219281	620	99	outside	64999617	23056577	1_4_1372	23056577_1	NA
230711	9663	100	outside	6281170	23058386	1_4_649	23058386_1	NA
113055	8589	100	outside	48312566	23146742	1_4_38	23146742_1	NA
39150	9501	100	intersecting or downstream	24706130	23149650	1_7_8844	23149650_1	NA
238629	9512	100	intersecting or downstream	35752722	23169810	1_4_933	23169810_1	NA
144012	8991	100	outside	23188694	23188694	NA	NA	NA
238594	9512	100	intersecting or downstream	7495954	23224594	1_7_3809	23224594_1	NA
102602	9184	100	intersecting or downstream	65193718	23250678	1_7_50992	23250678_1	NA
102603	9184	24	intersecting or downstream	23250678	23250678	NA	NA	NA
39193	9501	100	intersecting or downstream	23273554	23273554	1_7_7748	23273554_1	NA
224944	8501	100	intersecting or downstream	23312246	23312246	NA	NA	NA
206698	8634	100	outside	2366582	23338102	1_4_1183	23338102_1	NA
39060	9501	100	intersecting or downstream	23431650	23431650	1_4_966	23431650_1	NA
209494	8038	100	outside	44445138	23473618	1_4_1488	23473618_1	NA
123457	8502	100	intersecting or downstream	58113750	23510742	1_7_9424	23510742_1	NA
238524	9512	100	intersecting or downstream	23562514	23562514	NA	NA	NA
158925	6	48	outside	6841833	23619049	1_7_416	23619049_1	NA
255354	9508	91	intersecting or downstream	6861330	23638546	1_4_433	23638546_1	NA
218840	9574	17	outside	23643010	23643010	1_7_142364	23643010_1	NA
39409	9501	100	intersecting or downstream	23662066	23662066	1_7_20154	23662066_1	NA
39494	9501	100	intersecting or downstream	55170290	23713010	1_4_1804	23713010_1	NA
39259	9501	100	intersecting or downstream	6990162	23767378	1_4_153	23767378_1	NA
238509	9512	100	intersecting or downstream	23808274	23808274	NA	NA	NA
5579	113	90	outside	23824350	23824350	1_4_1680	23824350_1	NA
238636	9512	100	intersecting or downstream	61573906	23825170	1_4_940	23825170_1	NA
5575	113	100	outside	23898078	23898078	1_4_1676	23898078_1	NA
255414	9508	100	intersecting or downstream	57454610	23900178	1_4_408	23900178_1	NA
256603	9823	100	intersecting or downstream	23927266	23927266	NA	NA	NA
39262	9501	100	intersecting or downstream	23947602	23947602	1_4_156	23947602_1	NA
144013	8991	100	outside	23975126	23975126	NA	NA	NA
39316	9501	100	intersecting or downstream	2008402	24028498	1_4_210	24028498_1	NA
