sample_id	segment_id	type	river_name	sac	catchment_area	wl_code	grts_ranking	sample	x	y
24524210_3260	343	35	BERWIJN	1	2	VL05_134	24524210	0	244760.709374607	161483.17054819
24573910_3260	601	35	KLEINE NETE	1	2	VL11_127	24573910	0	184429.836505416	208985.133337097
24628370_3260	1045	35	OMLEIDING ABEEK	1	2	VL11_133	24628370	0	238283.608722732	208406.66194474
24698354_3260	232	35	MAAS	1	2	VL11_203	24698354	0	245730.860241367	185422.171009175
24791826_3260	929	35	DOMMEL	1	2	VL05_136	24791826	0	224748.656238826	209620.923990306
24792886_3260	1324	35	VARENDONKSE BEEK	1	2	L107_695	24792886	0	188824.772642073	197197.715309942
24834666_3260	1705	35	WARMBEEK	1	2	VL05_147	24834666	0	228043.202100001	221224.1252
24881110_3260	451	35	KLEINE NETE	1	2	VL11_127	24881110	0	181907.247598713	208600.64629668
24883474_3260	1048	35	DOMMEL	1	2	VL05_136	24883474	0	224227.298900001	213659.409499999
25104722_3260	195	35	MAAS	1	2	VL11_203	25104722	0	247933.178514116	188186.312201987
25243122_3260	251	35	MAAS	1	2	VL11_203	25243122	0	245136.373918756	183835.088066688
25286866_3260	465	35	BOLLISENBEEK	1	2	L107_854	25286866	0	222051.134418229	199751.582432879
25322454_3260	448	35	KLEINE NETE	1	2	VL11_127	25322454	0	181628.333400004	208578.438999999
25475570_3260	1837	35	MAAS	1	2	VL11_203	25475570	0	244020.960670643	178770.371009912
25552758_3260	1541	35	GROTE NETE	1	2	L107_708	25552758	0	207889.496544356	205849.646426354
25680354_3260	976	35	MAAS	1	2	VL11_203	25680354	0	253442.225628465	204487.885391025
25709330_3260	921	35	DOMMEL	1	2	VL05_136	25709330	0	224758.021211927	210305.591033988
25754098_3260	1829	35	MAAS	1	2	VL11_203	25754098	0	243396.807554474	178353.079809382
25825618_3260	198	35	MAAS	1	2	VL11_203	25825618	0	247723.73233144	187971.825692176
25935734_3260	1752	35	ASBEEK	1	2	L111_1065	25935734	0	206231.010690412	204258.363591335
25956690_3260	190	35	MAAS	1	2	VL11_203	25956690	0	248153.13551667	188623.765679243
25976306_3260	271	35	MAAS	1	2	VL11_203	25976306	0	246840.250823883	184325.458889703
26018422_3260	1708	35	GROTE NETE	1	2	L107_708	26018422	0	217681.9943	205393.000599999
26041842_3260	276	35	MAAS	1	2	VL11_203	26041842	0	247277.724126896	184096.642025425
26058230_3260	1400	35	GROTE NETE	1	2	VL11_123	26058230	0	200393.058072606	203143.756903244
26103218_3260	1025	35	VOER	1	2	L107_891	26103218	0	248979.503778838	161861.292153777
26106546_3260	332	35	BERWIJN	1	2	VL05_134	26106546	0	243837.863189543	161145.473923537
26145938_3260	529	35	ITTERBEEK	1	2	L111_1088	26145938	0	241599.685427	202825.180729107
26162610_3260	337	35	BERWIJN	1	2	VL05_134	26162610	0	244254.013044526	161296.973906655
26185874_3260	546	35	ABEEK	1	2	VL11_133	26185874	0	241840.377204084	207351.477623135
26381814_3260	1388	35	GROTE NETE	1	2	VL11_123	26381814	0	199344.502386168	203407.613222622
26382134_3260	1338	35	VARENDONKSE BEEK	1	2	L107_695	26382134	0	189911.684326156	196732.677895284
26577650_3260	1819	35	MAAS	1	2	VL11_203	26577650	0	243362.084076086	177366.511578536
26633846_3260	1586	35	GROTE NETE	1	2	L107_708	26633846	0	210826.462392474	205914.544699686
26656630_3260	1742	35	ASBEEK	1	2	L111_1065	26656630	0	205357.305971212	204328.010832458
26662358_3260	1470	35	LAAKBEEK	1	2	L111_1052	26662358	0	183541.484058231	213506.193416149
26718738_3260	437	35	WARMBEEK	1	2	VL05_147	26718738	0	228624.742399998	215341.850499999
26782482_3260	925	35	DOMMEL	1	2	VL05_136	26782482	0	224910.665353946	209956.161337919
26830710_3260	1248	35	GROTE NETE	1	2	VL11_123	26830710	0	206562.919930926	204931.517931235
26864630_3260	1293	35	RODE LOOP	1	2	L107_723	26864630	0	193668.764938345	216867.971717596
26930674_3260	239	35	MAAS	1	2	VL11_203	26930674	0	245276.59431414	184894.076372197
27028146_3260	365	35	BERWIJN	1	2	VL05_134	27028146	0	245650.440810365	160777.906404122
27046418_3260	436	35	WARMBEEK	1	2	VL05_147	27046418	0	228582.666635651	214622.183018081
27092854_3260	1249	35	GROTE NETE	1	2	VL11_123	27092854	0	206618.439964555	205015.319801405
27108982_3260	1609	35	GROTE NETE	1	2	L107_708	27108982	0	212470.424411003	205752.38376258
27125074_3260	226	35	MAAS	1	2	VL11_203	27125074	0	245979.818498945	185953.112993373
27144054_3260	1707	35	GROTE NETE	1	2	VL11_123	27144054	0	204187.608900003	204718.309
27237874_3260	263	35	MAAS	1	2	VL11_203	27237874	0	246229.538231253	183907.338349746
27258386_3260	868	35	WARMBEEK	1	2	L107_858	27258386	0	228726.308217038	211114.168482055
27402514_3260	910	35	DOMMEL	1	2	VL05_136	27402514	0	224646.77404526	211331.634831709
27473782_3260	1578	35	GROTE NETE	1	2	L107_708	27473782	0	210409.324549517	206275.266477876
27572722_3260	1839	35	MAAS	1	2	VL11_203	27572722	0	244217.036842903	178754.839298634
27726994_3260	512	35	ITTERBEEK	1	2	L111_1088	27726994	0	240118.126975019	202264.000485803
27746578_3260	905	35	DOMMEL	1	2	VL05_136	27746578	0	224541.115260819	211815.274994182
27894742_3260	535	35	KLEINE NETE	1	2	VL11_127	27894742	0	180519.950400002	208595.704999998
27933010_3260	146	35	MAAS	1	2	VL11_203	27933010	0	247547.030500067	192127.107323765
28039378_3260	469	35	BOLLISENBEEK	1	2	L107_854	28039378	0	222331.442461386	199507.49714607
28200018_3260	992	35	MAAS	1	2	VL11_203	28200018	0	250887.4950762	201014.130166562
28426322_3260	121	35	MAAS	1	2	VL11_203	28426322	0	248358.725887387	194395.059709115
28427126_3260	1564	35	GROTE NETE	1	2	L107_708	28427126	0	209405.916857443	206303.320221315
28469110_3260	832	35	HANSKENSELSLOOP	1	2	L107_710	28469110	0	206419.470189935	204579.571709134
28741110_3260	1391	35	GROTE NETE	1	2	VL11_123	28741110	0	199641.125112218	203398.358855836
28794386_3260	425	35	WARMBEEK	1	2	VL05_147	28794386	0	228584.782784272	213996.979344914
28936466_3260	1124	35	DOMMEL	1	2	VL05_136	28936466	0	223096.777770595	216618.193518123
29053910_3260	460	35	KLEINE NETE	1	2	VL11_127	29053910	0	179494.446400002	208256.085999999
29056434_3260	1033	35	VOER	1	2	L107_891	29056434	0	249504.653708107	161688.507047586
29075414_3260	452	35	KLEINE NETE	1	2	VL11_127	29075414	0	181988.737943159	208541.63932197
29082290_3260	951	35	VOER	1	2	L107_891	29082290	0	251064.52483835	161017.497252796
29173170_3260	10	35	VOER	1	2	L107_891	29173170	0	247060.404271609	162143.508083273
29252274_3260	331	35	BERWIJN	1	2	VL05_134	29252274	0	243777.654609663	161077.903592567
29312786_3260	497	35	BOLLISENBEEK	1	2	L107_854	29312786	0	222006.896553065	202527.885250693
29353846_3260	1267	35	KLEINE HOOFDGRACHT	1	2	L111_707	29353846	0	207759.861916294	205946.557227481
29442934_3260	1571	35	GROTE NETE	1	2	L107_708	29442934	0	209839.217015162	206366.046575709
29460342_3260	1410	35	BRISDILLOOP	1	2	L111_1065	29460342	0	208947.118691154	204126.865773754
29525974_3260	1620	35	KLEINE NETE	1	2	VL11_127	29525974	0	183195.530108854	208307.822346983
29555190_3260	1632	35	MOLSE NETE	1	2	VL11_128	29555190	0	198344.793226835	207116.038542732
29616466_3260	172	35	MAAS	1	2	VL11_203	29616466	0	248301.703607474	190371.787559831
29751254_3260	600	35	KLEINE NETE	1	2	VL11_127	29751254	0	184329.668775315	208979.093578948
29770358_3260	1712	35	GROTE NETE	1	2	L107_708	29770358	0	217936.503666253	205214.800469824
29855154_3260	2	35	VOER	1	2	L107_891	29855154	0	248186.118900001	161881.8455
29903634_3260	920	35	DOMMEL	1	2	VL05_136	29903634	0	224750.126233478	210396.524634129
29926834_3260	352	35	BERWIJN	1	2	VL05_134	29926834	0	245427.533754205	161298.66707971
29961014_3260	1694	35	GROTE NETE	1	2	VL11_123	29961014	0	191269.662799999	198609.2104
29980534_3260	1412	35	BRISDILLOOP	1	2	L111_1065	29980534	0	209080.422894177	204257.678307411
29985042_3260	1123	35	DOMMEL	1	2	VL05_136	29985042	0	223112.636229095	216717.088576569
30000370_3260	1796	35	MAAS	1	2	VL11_203	30000370	0	242227.625344673	175469.007967334
30058102_3260	1607	35	GROTE NETE	1	2	L107_708	30058102	0	212317.346776552	205855.18625247
30080886_3260	1735	35	ASBEEK	1	2	L111_1065	30080886	0	204807.095288348	204532.923718344
30312722_3260	1119	35	DOMMEL	1	2	VL05_136	30312722	0	223337.300010027	217007.203553608
30490642_3260	1154	35	WARMBEEK	1	2	L107_858	30490642	0	228941.44497833	209618.052233661
30564626_3260	92	35	DOMMEL	1	2	VL05_136	30564626	0	224743.203677844	212233.125239902
30566006_3260	1580	35	GROTE NETE	1	2	L107_708	30566006	0	210539.084372955	206218.881556833
30600722_3260	410	35	WARMBEEK	1	2	L107_858	30600722	0	228717.473277833	210702.05381961
30648146_3260	51	35	BOSBEEK	1	2	VL05_135	30648146	0	241467.438900001	197098.467
30694834_3260	1039	35	VOER	1	2	L107_891	30694834	0	249890.688526057	161439.236148417
30746486_3260	1255	35	KLEINE HOOFDGRACHT	1	2	L111_707	30746486	0	206799.070825691	205522.03923572
30840694_3260	1766	35	ASBEEK	1	2	L111_1065	30840694	0	207344.603701695	203919.67001785
30865206_3260	1349	35	VARENDONKSE BEEK	1	2	L107_695	30865206	0	190266.255720361	195958.659326084
31148306_3260	1103	35	DOMMEL	1	2	VL05_136	31148306	0	224023.122465847	218355.449703144
31257746_3260	526	35	ITTERBEEK	1	2	L111_1088	31257746	0	241847.849475008	202803.219065754
31280210_3260	987	35	MAAS	1	2	VL11_203	31280210	0	251281.311517364	200730.55795284
31319378_3260	225	35	MAAS	1	2	VL11_203	31319378	0	246007.667837407	186048.571820568
31484594_3260	361	35	BERWIJN	1	2	VL05_134	31484594	0	245700.585441198	161055.817181735
31542354_3260	991	35	MAAS	1	2	VL11_203	31542354	0	250944.692889976	200930.808069442
31558738_3260	1002	35	MAAS	1	2	VL11_203	31558738	0	250975.917627275	201975.570081641
31581522_3260	223	35	MAAS	1	2	VL11_203	31581522	0	246100.253013068	186224.011430314
31767026_3260	1838	35	MAAS	1	2	VL11_203	31767026	0	244119.478733017	178773.558765602
31839474_3260	1807	35	MAAS	1	2	VL11_203	31839474	0	242696.294473477	176419.86676161
31841810_3260	724	35	WARMBEEK	1	2	L107_858	31841810	0	228597.216457976	213226.95817001
31856502_3260	1769	35	ASBEEK	1	2	L111_1065	31856502	0	207527.782334837	203947.178216336
32002922_3260	1094	35	DOMMEL	1	2	VL05_136	32002922	0	224528.747900002	219016.9005
32057842_3260	1868	35	MAAS	1	2	VL11_203	32057842	0	245540.683358499	180196.406045386
32070322_3260	324	35	BERWIJN	1	2	VL05_134	32070322	0	243217.562716537	161125.67778633
32127314_3260	145	35	MAAS	1	2	VL11_203	32127314	0	247495.808608911	192209.010549468
32228018_3260	949	35	VOER	1	2	L107_891	32228018	0	250933.493810745	161148.910295353
32253814_3260	1258	35	KLEINE HOOFDGRACHT	1	2	L111_707	32253814	0	207032.183074323	205669.653152093
32325022_3260	1641	35	MARK	1	2	VL11_145	32325022	0	179492.231310022	231847.973853119
32367954_3260	227	35	MAAS	1	2	VL11_203	32367954	0	245964.125368277	185854.398139172
32374006_3260	845	35	DESSELSE NEET	1	2	L111_717	32374006	0	200091.038236622	215537.273747263
32439442_3260	43	35	ABEEK	1	2	VL11_133	32439442	0	236377.210900001	207746.223999999
32495062_3260	1473	35	LAAKBEEK	1	2	L111_1052	32495062	0	183268.362963294	213654.834955025
32592746_3260	1100	35	DOMMEL	1	2	VL05_136	32592746	0	224154.795522134	218593.536684684
32593138_3260	1813	35	MAAS	1	2	VL11_203	32593138	0	243137.947019219	176818.021510742
32601334_3260	963	35	KLEINE NETE	1	2	VL11_126	32601334	0	197223.643399999	215182.322500002
32778578_3260	169	35	MAAS	1	2	VL11_203	32778578	0	248457.923572108	190627.655045503
32818934_3260	628	35	KLEINE NETE	1	2	VL11_127	32818934	0	186838.243845625	209857.424325954
33017334_3260	1385	35	GROTE NETE	1	2	VL11_123	33017334	0	199107.539358041	203533.812752565
33020386_3260	974	35	MAAS	1	2	VL11_203	33020386	0	253332.352172712	204327.399537466
33054130_3260	1042	35	VOER	1	2	L107_891	33054130	0	250153.571780503	161340.417908274
33093906_3260	781	35	DOMMEL	1	2	VL05_136	33093906	0	223353.952860586	215783.826361411
33293942_3260	1616	35	GROTE NETE	1	2	L107_708	33293942	0	213006.586302636	205822.244844719
33374290_3260	123	35	MAAS	1	2	VL11_203	33374290	0	248296.623744328	194205.563644431
33408758_3260	622	35	KLEINE NETE	1	2	VL11_127	33408758	0	186277.192040466	209739.4254677
33512882_3260	1038	35	VOER	1	2	L107_891	33512882	0	249826.539281471	161503.594746166
33523446_3260	629	35	KLEINE NETE	1	2	VL11_127	33523446	0	186924.450795581	209908.614461771
33552722_3260	127	35	MAAS	1	2	VL11_203	33552722	0	248154.983279728	193832.104960648
33654646_3260	1411	35	BRISDILLOOP	1	2	L111_1065	33654646	0	209037.333839224	204171.714917195
33700178_3260	143	35	MAAS	1	2	VL11_203	33700178	0	247471.999899998	192406.10700984
33769366_3260	316	35	TAPPELBEEK	1	2	L111_624	33769366	0	169349.618853985	212455.733544804
33956626_3260	486	35	BOLLISENBEEK	1	2	L107_854	33956626	0	223163.614942775	204433.824769532
33967538_3260	1028	35	VOER	1	2	L107_891	33967538	0	249198.763468571	161927.268238449
33967602_3260	257	35	MAAS	1	2	VL11_203	33967602	0	245688.755971653	183675.517620968
34028018_3260	1847	35	MAAS	1	2	VL11_203	34028018	0	244904.442372564	178394.550175817
34048274_3260	1113	35	DOMMEL	1	2	VL05_136	34048274	0	223613.570296565	217504.192675424
34065910_3260	1383	35	GROTE NETE	1	2	VL11_123	34065910	0	199079.394400001	203728.691500001
34068690_3260	1236	35	BOLLISENBEEK	1	2	L107_854	34068690	0	222498.073799998	199264.8281
34104950_3260	1590	35	GROTE NETE	1	2	L107_708	34104950	0	211129.760826352	205877.355
34129654_3260	624	35	KLEINE NETE	1	2	VL11_127	34129654	0	186473.2241891	209757.719014506
34137974_3260	1536	35	GROTE NETE	1	2	L107_708	34137974	0	207554.316234826	205710.780757492
34223538_3260	346	35	BERWIJN	1	2	VL05_134	34223538	0	245035.914595804	161537.434925621
34286066_3260	1864	35	MAAS	1	2	VL11_203	34286066	0	245448.588520221	179809.999926275
34430450_3260	275	35	MAAS	1	2	VL11_203	34430450	0	247199.540607556	184158.87190036
34554742_3260	1573	35	GROTE NETE	1	2	L107_708	34554742	0	210029.853259649	206391.351444302
34572770_3260	970	35	MAAS	1	2	VL11_203	34572770	0	253229.326260352	203954.519014982
34573394_3260	999	35	MAAS	1	2	VL11_203	34573394	0	250866.093096735	201693.825838571
34580086_3260	1595	35	GROTE NETE	1	2	L107_708	34580086	0	211502.983022696	205970.859674157
34748374_3260	607	35	KLEINE NETE	1	2	VL11_127	34748374	0	184936.05072152	209207.793222441
34835218_3260	895	35	DOMMEL	1	2	VL05_136	34835218	0	224656.9384	208428.193
34846678_3260	615	35	KLEINE NETE	1	2	VL11_127	34846678	0	185648.925841564	209508.345022478
34910738_3260	434	35	WARMBEEK	1	2	VL05_147	34910738	0	228643.598878695	214747.195027085
34989942_3260	1543	35	GROTE NETE	1	2	L107_708	34989942	0	208052.169164475	205861.520759636
35016114_3260	1030	35	VOER	1	2	L107_891	35016114	0	249292.004735038	161819.739899739
35111602_3260	954	35	VOER	1	2	L107_891	35111602	0	251315.957508121	160873.048005972
35278326_3260	1395	35	GROTE NETE	1	2	VL11_123	35278326	0	199963.582627029	203198.905581173
35300982_3260	1608	35	GROTE NETE	1	2	L107_708	35300982	0	212404.68509181	205806.490810935
35533970_3260	519	35	ITTERBEEK	1	2	L111_1088	35533970	0	242498.032399997	202904.892999999
35629014_3260	453	35	KLEINE NETE	1	2	VL11_127	35629014	0	182057.644145814	208470.034289236
35645302_3260	1539	35	GROTE NETE	1	2	L107_708	35645302	0	207774.688503525	205813.330014762
35699186_3260	1834	35	MAAS	1	2	VL11_203	35699186	0	243734.139278977	178691.901044658
35924306_3260	171	35	MAAS	1	2	VL11_203	35924306	0	248353.922724918	190456.987950777
36123126_3260	1626	35	MOLSE NETE	1	2	VL11_128	36123126	0	197907.993759473	206962.817955218
36226806_3260	625	35	KLEINE NETE	1	2	VL11_127	36226806	0	186573.441569898	209750.916579619
36230642_3260	281	35	MAAS	1	2	VL11_203	36230642	0	247582.661897547	183704.546357073
36298258_3260	725	35	WARMBEEK	1	2	L107_858	36298258	0	228663.099608781	213157.870663646
36335890_3260	1163	35	DOMMEL	1	2	VL05_136	36335890	0	224469.778001343	212658.093894859
36343606_3260	1336	35	VARENDONKSE BEEK	1	2	L107_695	36343606	0	189851.507305089	196921.441478825
36387986_3260	4	35	ABEEK	1	2	VL11_133	36387986	0	235535.655900002	206781.668000001
36440082_3260	379	35	ABEEK	1	2	L107_861	36440082	0	231014.795900002	204168.480999999
36501366_3260	1423	35	BRISDILLOOP	1	2	L111_1065	36501366	0	209925.459458518	204873.6039796
36539154_3260	937	35	DOMMEL	1	2	VL05_136	36539154	0	224630.602735892	208911.451500118
36543990_3260	1398	35	GROTE NETE	1	2	VL11_123	36543990	0	200226.460368188	203170.556473038
36652818_3260	495	35	BOLLISENBEEK	1	2	L107_854	36652818	0	222029.878360933	202713.0113829
36742578_3260	354	35	BERWIJN	1	2	VL05_134	36742578	0	245579.774783884	161303.725886828
36762770_3260	525	35	ITTERBEEK	1	2	L111_1088	36762770	0	241935.988370034	202848.638385808
36845906_3260	144	35	MAAS	1	2	VL11_203	36845906	0	247475.371874979	192306.392175136
37029494_3260	1610	35	GROTE NETE	1	2	L107_708	37029494	0	212566.95711246	205727.599208836
37033878_3260	315	35	TAPPELBEEK	1	2	L111_624	37033878	0	169302.8979	212368.392499998
37099382_3260	1768	35	ASBEEK	1	2	L111_1065	37099382	0	207441.597370197	203947.786389305
37150226_3260	418	35	WARMBEEK	1	2	L107_858	37150226	0	228742.149300545	212759.526177625
37219858_3260	865	35	WARMBEEK	1	2	L107_858	37219858	0	228715.431533039	211390.792556183
37291830_3260	1345	35	VARENDONKSE BEEK	1	2	L107_695	37291830	0	190313.282584285	196274.607368572
37374738_3260	930	35	DOMMEL	1	2	VL05_136	37374738	0	224717.743887992	209528.352457562
37445042_3260	1034	35	VOER	1	2	L107_891	37445042	0	249593.933145962	161694.159412297
37456658_3260	938	35	DOMMEL	1	2	VL05_136	37456658	0	224652.403110062	208826.056197865
37458258_3260	179	35	MAAS	1	2	VL11_203	37458258	0	248079.257000202	189717.972077838
37513906_3260	363	35	BERWIJN	1	2	VL05_134	37513906	0	245769.971065043	160907.004613278
37523794_3260	185	35	MAAS	1	2	VL11_203	37523794	0	248135.981127426	189121.492028962
37564946_3260	439	35	WARMBEEK	1	2	VL05_147	37564946	0	228550.522399999	215844.480999999
37587730_3260	936	35	DOMMEL	1	2	VL05_136	37587730	0	224640.968046517	209006.828056522
37680274_3260	530	35	ITTERBEEK	1	2	L111_1088	37680274	0	241507.870336544	202808.152390932
37732214_3260	1242	35	GROTE NETE	1	2	VL11_123	37732214	0	206316.370899998	204702.895
37856214_3260	536	35	KLEINE NETE	1	2	VL11_127	37856214	0	180614.920462349	208619.859000001
37879030_3260	843	35	DESSELSE NEET	1	2	L111_717	37879030	0	199942.862732657	215588.743748867
37934226_3260	505	35	ITTERBEEK	1	2	L111_1088	37934226	0	240652.443899997	202641.102499999
37961202_3260	252	35	MAAS	1	2	VL11_203	37961202	0	245211.184003266	183769.117437845
37962998_3260	1715	35	KLEINE NETE	1	2	VL11_126	37962998	0	195512.122299999	214923.030900002
37982546_3260	180	35	MAAS	1	2	VL11_203	37982546	0	248081.320526202	189618.067024408
38020982_3260	1261	35	KLEINE HOOFDGRACHT	1	2	L111_707	38020982	0	207260.940021841	205769.581629733
38544146_3260	483	35	BOLLISENBEEK	1	2	L107_854	38544146	0	223352.091399997	204684.1855
38559218_3260	272	35	MAAS	1	2	VL11_203	38559218	0	246936.721496561	184299.449871693
38702162_3260	995	35	MAAS	1	2	VL11_203	38702162	0	250787.301275304	201299.261605662
38766454_3260	1407	35	BRISDILLOOP	1	2	L111_1065	38766454	0	208674.688888386	203995.043374388
38768438_3260	1327	35	VARENDONKSE BEEK	1	2	L107_695	38768438	0	189045.900724641	197071.096222629
38781010_3260	117	35	MAAS	1	2	VL11_203	38781010	0	248403.160315358	194792.113145442
38873586_3260	1872	35	MAAS	1	2	VL11_203	38873586	0	245722.391280492	180549.800928232
38922102_3260	1270	35	KLEINE HOOFDGRACHT	1	2	L111_707	38922102	0	208030.227783216	206060.370999999
38953234_3260	91	35	DOMMEL	1	2	VL05_136	38953234	0	224741.208400004	212309.919500001
38965046_3260	1337	35	VARENDONKSE BEEK	1	2	L107_695	38965046	0	189871.031484509	196823.656959423
38991670_3260	1889	35	VARENDONKSE BEEK	1	2	L107_695	38991670	0	190220.4529	195881.23
39039506_3260	438	35	WARMBEEK	1	2	VL05_147	39039506	0	228586.358400002	215503.194499999
39089110_3260	463	35	KLEINE NETE	1	2	VL11_127	39089110	0	179760.862791911	208343.751773306
39092642_3260	985	35	MAAS	1	2	VL11_203	39092642	0	251483.427931721	200737.951875377
39184246_3260	1544	35	GROTE NETE	1	2	L107_708	39184246	0	208103.429240168	205869.661808793
39303030_3260	1275	35	KLEINE HOOFDGRACHT	1	2	L111_707	39303030	0	208496.669324066	206202.313157533
39407026_3260	576	35	NA	1	2	L107_891	39407026	0	248762.354264569	161872.268256584
39410354_3260	325	35	BERWIJN	1	2	VL05_134	39410354	0	243316.57921919	161115.606511551
39543766_3260	538	35	KLEINE NETE	1	2	VL11_127	39543766	0	180790.060873072	208680.620509165
39553298_3260	1115	35	DOMMEL	1	2	VL05_136	39553298	0	223500.513292831	217339.582379918
39598418_3260	137	35	MAAS	1	2	VL11_203	39598418	0	247705.143069817	192944.299348138
39714678_3260	1740	35	ASBEEK	1	2	L111_1065	39714678	0	205164.419000598	204361.862967392
39734354_3260	993	35	MAAS	1	2	VL11_203	39734354	0	250853.053081397	201109.079172362
39804338_3260	1035	35	VOER	1	2	L107_891	39804338	0	249682.344039402	161674.386184449
39804402_3260	268	35	MAAS	1	2	VL11_203	39804402	0	246553.920276229	184282.407643373
39839606_3260	1540	35	GROTE NETE	1	2	L107_708	39839606	0	207832.179218929	205840.921814281
39844114_3260	103	35	DOMMEL	1	2	VL05_136	39844114	0	223127.943217522	216245.22356082
39974774_3260	1419	35	BRISDILLOOP	1	2	L111_1065	39974774	0	209624.783011301	204681.623553883
40046390_3260	1332	35	VARENDONKSE BEEK	1	2	L107_695	40046390	0	189526.931590254	197121.123476336
40089462_3260	1550	35	GROTE NETE	1	2	L107_708	40089462	0	208544.539126125	206020.265563452
40144306_3260	14	35	VOER	1	2	L107_891	40144306	0	247383.306552491	162100.699554702
40151826_3260	922	35	DOMMEL	1	2	VL05_136	40151826	0	224788.454207178	210223.463444125
40253778_3260	147	35	MAAS	1	2	VL11_203	40253778	0	247623.772324112	192063.063672772
40275446_3260	1390	35	GROTE NETE	1	2	VL11_123	40275446	0	199540.764207962	203405.23271018
40288118_3260	1744	35	ASBEEK	1	2	L111_1065	40288118	0	205554.17450535	204307.919631125
40412594_3260	350	35	BERWIJN	1	2	VL05_134	40412594	0	245323.943414079	161451.666084424
40446450_3260	1869	35	MAAS	1	2	VL11_203	40446450	0	245577.820316808	180288.713387419
40520466_3260	931	35	DOMMEL	1	2	VL05_136	40520466	0	224780.268822385	209473.700082177
40857106_3260	1158	35	WARMBEEK	1	2	L107_858	40857106	0	228703.551784066	212272.845478629
40864226_3260	968	35	MAAS	1	2	VL11_203	40864226	0	253211.794103074	203760.726348405
40946162_3260	1853	35	MAAS	1	2	VL11_203	40946162	0	245342.361312357	178748.518022167
40957074_3260	524	35	ITTERBEEK	1	2	L111_1088	40957074	0	242016.080407477	202906.936222397
41104818_3260	341	35	BERWIJN	1	2	VL05_134	41104818	0	244615.372071622	161351.253658074
41105906_3260	1849	35	MAAS	1	2	VL11_203	41105906	0	245088.851892099	178449.189798464
41128274_3260	181	35	MAAS	1	2	VL11_203	41128274	0	248089.102063421	189518.422973846
41154898_3260	129	35	MAAS	1	2	VL11_203	41154898	0	248082.662054731	193645.745786997
41310994_3260	896	35	DOMMEL	1	2	VL05_136	41310994	0	224647.820056295	208323.724041869
41312530_3260	93	35	DOMMEL	1	2	VL05_136	41312530	0	224724.076298181	212165.049104082
41428854_3260	1532	35	GROTE NETE	1	2	L107_708	41428854	0	207305.119374251	205522.349513238
41482514_3260	780	35	DOMMEL	1	2	VL05_136	41482514	0	223340.431900002	215865.787
41510774_3260	1245	35	GROTE NETE	1	2	VL11_123	41510774	0	206379.92692191	204857.399466581
41534326_3260	1280	35	KLEINE HOOFDGRACHT	1	2	L111_707	41534326	0	208965.916052929	206345.106070023
41569782_3260	1397	35	GROTE NETE	1	2	VL11_123	41569782	0	200138.169820898	203210.347685407
41635314_3260	260	35	MAAS	1	2	VL11_203	41635314	0	245979.674345224	183745.328234689
41670866_3260	470	35	BOLLISENBEEK	1	2	L107_854	41670866	0	222416.39818465	199450.754369562
41841490_3260	518	35	ITTERBEEK	1	2	L111_1088	41841490	0	239637.897724494	202017.705493295
41920118_3260	1598	35	GROTE NETE	1	2	L107_708	41920118	0	211686.185272094	206011.860461293
42088406_3260	609	35	KLEINE NETE	1	2	VL11_127	42088406	0	185066.165312659	209355.61960058
42100342_3260	1581	35	GROTE NETE	1	2	L107_708	42100342	0	210590.1099292	206155.410865499
42116054_3260	458	35	KLEINE NETE	1	2	VL11_127	42116054	0	180037.357900001	208360.361000001
42128530_3260	506	35	ITTERBEEK	1	2	L111_1088	42128530	0	240556.866350533	202612.425733601
42153846_3260	1576	35	GROTE NETE	1	2	L107_708	42153846	0	210252.338769327	206281.283667599
42334166_3260	599	35	KLEINE NETE	1	2	VL11_127	42334166	0	184247.469897031	208925.708239238
42362486_3260	1587	35	GROTE NETE	1	2	L107_708	42362486	0	210900.113526562	205881.041733493
42492946_3260	553	35	ABEEK	1	2	L107_861	42492946	0	230672.665991337	203285.500893095
42509746_3260	353	35	BERWIJN	1	2	VL05_134	42509746	0	245506.462250544	161263.794225379
42531154_3260	133	35	MAAS	1	2	VL11_203	42531154	0	247921.993097843	193280.122191369
42641014_3260	1606	35	GROTE NETE	1	2	L107_708	42641014	0	212270.356789114	205886.610828812
42689682_3260	413	35	SOERBEEK	1	2	L107_869	42689682	0	239883.172774219	206253.336028437
42706550_3260	1599	35	GROTE NETE	1	2	L107_708	42706550	0	211760.456337287	205984.901783167
42761686_3260	1526	35	LAAKBEEK	1	2	L111_1052	42761686	0	183024.4430587	215799.308447517
42912018_3260	1111	35	DOMMEL	1	2	VL05_136	42912018	0	223736.939404173	217662.476592617
42961170_3260	1118	35	DOMMEL	1	2	VL05_136	42961170	0	223415.078222868	217070.582720742
43023350_3260	1288	35	RODE LOOP	1	2	L107_723	43023350	0	193830.385239523	216392.301239783
43054226_3260	523	35	ITTERBEEK	1	2	L111_1088	43054226	0	242104.876495355	202950.583841503
43068914_3260	249	35	MAAS	1	2	VL11_203	43068914	0	245019.257665416	183995.366126854
43182726_3260	1698	35	MOLENBEEK	1	2	L107_411	43182726	0	175952.394100003	172296.384
43215186_3260	163	35	MAAS	1	2	VL11_203	43215186	0	248750.944916871	191143.611118106
43279990_3260	1592	35	GROTE NETE	1	2	L107_708	43279990	0	211291.295514666	205941.633397014
