sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source
ANTBSE0014	ANTBSE0014	31	37464734	37464734	watersurfaces_hab_v4
ANTGEE0182	ANTGEE0182	31	37481206	37481206	watersurfaces_hab_v4
ANTVOR0157	ANTVOR0157	31	37529814	37529814	watersurfaces_hab_v4
ANTVOR0159	ANTVOR0159	31	37753302	37753302	watersurfaces_hab_v4
LIMZNH0225	LIMZNH0225	31	37818086	37818086	assessments monitoring cycle 1
ANTRIJ0071	ANTRIJ0071	31	37823646	37823646	watersurfaces_hab_v4
LIMZNH0539	LIMZNH0539	31	37899958	37899958	assessments monitoring cycle 1
LIMZNH0480	LIMZNH0480	31	38313654	38313654	watersurfaces_hab_v4
639446_v2020	639446_v2020	31	38511542	38511542	watersurfaces_hab_v4
LIMZNH0223	LIMZNH0223	31	38575798	38575798	original sample frame
ANTBSE0030	ANTBSE0030	31	38676126	38676126	watersurfaces_hab_v4
ANTTUR0310	ANTTUR0310	31	38688046	38688046	watersurfaces_hab_v4
LIMBRE0113	LIMBRE0113	31	38809746	38809746	watersurfaces_hab_v4
ANTRIJ0027	ANTRIJ0027	31	38872222	38872222	watersurfaces_hab_v4
ANTRIJ0045	ANTRIJ0045	31	38872222	38872222	watersurfaces_hab_v4
LIMZNH0548	LIMZNH0548	31	39100086	39100086	original sample frame
LIMZNH0514	LIMZNH0514	31	39112422	39112422	watersurfaces_hab_v4
LIMZNH0022	LIMZNH0022	31	39411382	39411382	original sample frame
LIMHAS0518	LIMHAS0518	31	39485746	39485746	watersurfaces_hab_v4
WVLBRN0422	WVLBRN0422	31	39905345	39905345	watersurfaces_hab_v4
LIMLOM0475	LIMLOM0475	31	40200566	40200566	original sample frame/assessments monitoring cycle 1
ANTBSE0165	ANTBSE0165	31	40393374	40393374	original sample frame/assessments monitoring cycle 1
ANTMOL0546	ANTMOL0546	31	40410230	40410230	watersurfaces_hab_v4
LIMZNH0171	LIMZNH0171	31	40459958	40459958	original sample frame
LIMHAS0541	LIMHAS0541	31	40582886	40582886	watersurfaces_hab_v4
ANTBSE0197	ANTBSE0197	31	40691358	40691358	watersurfaces_hab_v4
LIMHAS0855	LIMHAS0855	31	40759602	40759602	watersurfaces_hab_v4
ANTMRK0292	ANTMRK0292	31	41087390	41087390	watersurfaces_hab_v4
ANTMOL0099	ANTMOL0099	31	41125614	41125614	assessments monitoring cycle 1
LIMGNK0898	LIMGNK0898	31	41341234	41341234	watersurfaces_hab_v4
ANTRIJ0008	ANTRIJ0008	31	41477278	41477278	watersurfaces_hab_v4
ANTRIJ0092	ANTRIJ0092	31	41526942	41526942	watersurfaces_hab_v4
LIMHAS0545	LIMHAS0545	31	41762534	41762534	watersurfaces_hab_v4
LIMMSK0003	LIMMSK0003	31	41973586	41973586	watersurfaces_hab_v4
ANTRIJ0058	ANTRIJ0058	31	42017950	42017950	watersurfaces_hab_v4
ANTMAL0118	ANTMAL0118	31	42153118	42153118	watersurfaces_hab_v4
ANTBCT0596	ANTBCT0596	31	42332318	42332318	watersurfaces_hab_v4
ANTRIJ0024	ANTRIJ0024	31	42529950	42529950	watersurfaces_hab_v4
LIMGNK0169	LIMGNK0169	31	42576178	42576178	watersurfaces_hab_v4
ANTRIJ0017	ANTRIJ0017	31	43066526	43066526	watersurfaces_hab_v4
LIMHAS0463	LIMHAS0463	31	43114214	43114214	original sample frame/assessments monitoring cycle 1
ANTMOL0134	ANTMOL0134	31	43119734	43119734	original sample frame
LIMZNH0152	LIMZNH0152	31	13999798	43359926	original sample frame
LIMZNH0479	LIMZNH0479	31	43359926	43359926	original sample frame
ANTRIJ0021	ANTRIJ0021	31	44115102	44115102	watersurfaces_hab_v4
ANTBSE0338	ANTBSE0338	31	44131998	44131998	original sample frame/assessments monitoring cycle 1
ANTRIJ0041	ANTRIJ0041	31	44168350	44168350	assessments monitoring cycle 1
LIMMSK0353	LIMMSK0353	31	44201810	44201810	assessments monitoring cycle 1
ANTBSE0365	ANTBSE0365	31	44280478	44280478	watersurfaces_hab_v4
ANTBAA0542	ANTBAA0542	31	44500382	44500382	watersurfaces_hab_v4
LIMZNH0431	LIMZNH0431	31	45141734	45141734	watersurfaces_hab_v4
LIMHAS0569	LIMHAS0569	31	45682406	45682406	watersurfaces_hab_v4
LIMGNK0176	LIMGNK0176	31	46059826	46059826	watersurfaces_hab_v4
LIMZNH0177	LIMZNH0177	31	46321334	46321334	original sample frame
ANTRET0186	ANTRET0186	31	46362158	46362158	watersurfaces_hab_v4
ANTRAV0289	ANTRAV0289	31	46832430	46832430	watersurfaces_hab_v4
LIMZNH0048	LIMZNH0048	31	46911158	46911158	original sample frame
ANTARE0200	ANTARE0200	31	47027950	47027950	assessments monitoring cycle 1
ANTRIJ0048	ANTRIJ0048	31	47768734	47768734	watersurfaces_hab_v4
ANTRIJ0052	ANTRIJ0052	31	47838366	47838366	watersurfaces_hab_v4
LIMDPB0319	LIMDPB0319	31	48044338	48044338	watersurfaces_hab_v4
LIMZNH0099	LIMZNH0099	31	48303846	48303846	watersurfaces_hab_v4
LIMKIN0100	LIMKIN0100	31	48443794	48443794	watersurfaces_hab_v4
ANTRIJ0007	ANTRIJ0007	31	48555166	48555166	watersurfaces_hab_v4
LIMZNH0068	LIMZNH0068	31	48586422	48586422	original sample frame
ANTBCT0583	ANTBCT0583	31	48746654	48746654	watersurfaces_hab_v4
ANTBCT0590	ANTBCT0590	31	48902302	48902302	watersurfaces_hab_v4
ANTTUR0047	ANTTUR0047	31	49029422	49029422	watersurfaces_hab_v4
LIMGNK0175	LIMGNK0175	31	49473842	49473842	watersurfaces_hab_v4
560250_v2018	560250_v2018	31	49630902	49630902	watersurfaces_hab_v4
ANTMOL0527	ANTMOL0527	31	49768174	49768174	original sample frame
LIMZNH0508	LIMZNH0508	31	49785554	49785554	watersurfaces_hab_v4
LIMGNK0055	LIMGNK0055	31	50260274	50260274	assessments monitoring cycle 1
LIMBRE0071	LIMBRE0071	31	50344082	50344082	watersurfaces_hab_v4
LIMZNH0003	LIMZNH0003	31	50515638	50515638	original sample frame
LIMGNK0144	LIMGNK0144	31	50575666	50575666	watersurfaces_hab_v4
ANTBSE0159	ANTBSE0159	31	50607774	50607774	watersurfaces_hab_v4
LIMZNH0174	LIMZNH0174	31	50634422	50634422	original sample frame
LIMHAS0525	LIMHAS0525	31	50893106	50893106	watersurfaces_hab_v4
LIMGNK0083	LIMGNK0083	31	50909490	50909490	watersurfaces_hab_v4
LIMZNH0044	LIMZNH0044	31	51011254	51011254	watersurfaces_hab_v4
534855_v2018	534855_v2018	31	51074350	51074350	watersurfaces_hab_v4
ANTKAL0345	ANTKAL0345	31	51274462	51274462	watersurfaces_hab_v4
LIMHAS0620	LIMHAS0620	31	51330790	51330790	watersurfaces_hab_v4
LIMHVL0081	LIMHVL0081	31	51372726	51372726	original sample frame
LIMMSK0100	LIMMSK0100	31	51373906	51373906	watersurfaces_hab_v4
ANTHGS0566	ANTHGS0566	31	51498398	51498398	watersurfaces_hab_v4
VBRARS0556	VBRARS0556	31	51851398	51851398	watersurfaces_hab_v4
LIMZNH0185	LIMZNH0185	31	52154038	52154038	original sample frame
OVLALT0332	OVLALT0332	31	52772809	52772809	assessments monitoring cycle 1
ANTBCT0636	ANTBCT0636	31	52798622	52798622	watersurfaces_hab_v4
LIMGNK0899	LIMGNK0899	31	52875570	52875570	watersurfaces_hab_v4
LIMZNH0036	LIMZNH0036	31	53124790	53124790	assessments monitoring cycle 1
LIMGNK0161	LIMGNK0161	31	53137714	53137714	watersurfaces_hab_v4
ANTMAL0275	ANTMAL0275	31	53376158	53376158	original sample frame/assessments monitoring cycle 1
LIMHVL0192	LIMHVL0192	31	53644982	53644982	watersurfaces_hab_v4
LIMHAS0842	LIMHAS0842	31	53707058	53707058	watersurfaces_hab_v4
LIMLUM0082	LIMLUM0082	31	53776358	53776358	watersurfaces_hab_v4
ANTMOL0713	ANTMOL0713	31	53847790	53847790	original sample frame
LIMMGR0011	LIMMGR0011	31	54176722	54176722	assessments monitoring cycle 1
LIMZNH0469	LIMZNH0469	31	54206134	54206134	watersurfaces_hab_v4
ANTBCT0331	ANTBCT0331	31	54269150	54269150	watersurfaces_hab_v4
ANTBSE0215	ANTBSE0215	31	54421150	54421150	original sample frame/assessments monitoring cycle 1
ANTLIL0415	ANTLIL0415	31	54912046	54912046	assessments monitoring cycle 1
ANTZAN0122	ANTZAN0122	31	55121110	55121110	assessments monitoring cycle 1
ANTBCT0805	ANTBCT0805	31	55682206	55682206	watersurfaces_hab_v4
ANTARE0124	ANTARE0124	31	55778030	55778030	original sample frame
LIMZNH0231	LIMZNH0231	31	56650450	56650450	watersurfaces_hab_v4
LIMKIN0217	LIMKIN0217	31	57016722	57016722	watersurfaces_hab_v4
LIMDPB0158	LIMDPB0158	31	57239858	57239858	assessments monitoring cycle 1
ANTBAA0047	ANTBAA0047	31	57283998	57283998	watersurfaces_hab_v4
ANTMOL0730	ANTMOL0730	31	57789558	57789558	watersurfaces_hab_v4
LIMHAS0482	LIMHAS0482	31	57901362	57901362	assessments monitoring cycle 1
LIMBRE0286	LIMBRE0286	31	58011794	58011794	watersurfaces_hab_v4
LIMHAS0616	LIMHAS0616	31	58199782	58199782	watersurfaces_hab_v4
ANTTUR0207	ANTTUR0207	31	58252334	58252334	assessments monitoring cycle 1
LIMZNH0203	LIMZNH0203	31	58396390	58396390	watersurfaces_hab_v4
ANTBSE0061	ANTBSE0061	31	58472094	58472094	original sample frame/assessments monitoring cycle 1
LIMZNH0245	LIMZNH0245	31	58760886	58760886	original sample frame
ANTBSE0193	ANTBSE0193	31	58861214	58861214	watersurfaces_hab_v4
LIMMSK0341	LIMMSK0341	31	59295826	59295826	watersurfaces_hab_v4
LIMGNK0142	LIMGNK0142	31	59418930	59418930	assessments monitoring cycle 1
LIMZNH0477	LIMZNH0477	31	59481782	59481782	original sample frame/assessments monitoring cycle 1
ANTRIJ0022	ANTRIJ0022	31	60159134	60159134	watersurfaces_hab_v4
ANTBCT0589	ANTBCT0589	31	60318878	60318878	watersurfaces_hab_v4
ANTBCT0561	ANTBCT0561	31	60400798	60400798	watersurfaces_hab_v4
LIMZNH0241	LIMZNH0241	31	60542646	60542646	original sample frame
LIMZNH0297	LIMZNH0297	31	60755686	60755686	watersurfaces_hab_v4
ANTBCT0608	ANTBCT0608	31	60879006	60879006	watersurfaces_hab_v4
LIMZNH0018	LIMZNH0018	31	61148902	61148902	watersurfaces_hab_v4
LIMHVL0239	LIMHVL0239	31	61444790	61444790	original sample frame
ANTMOL0568	ANTMOL0568	31	61761262	61761262	assessments monitoring cycle 1
ANTRIJ0070	ANTRIJ0070	31	62137502	62137502	watersurfaces_hab_v4
LIMZNH0265	LIMZNH0265	31	62283446	62283446	watersurfaces_hab_v4
LIMGNK0109	LIMGNK0109	31	62372146	62372146	watersurfaces_hab_v4
LIMZNH0466	LIMZNH0466	31	5754550	62377654	original sample frame
LIMZNH0533	LIMZNH0533	31	62377654	62377654	original sample frame
LIMHAS0466	LIMHAS0466	31	62471910	62471910	watersurfaces_hab_v4
LIMLUM0047	LIMLUM0047	31	63286246	63286246	watersurfaces_hab_v4
LIMLOM0467	LIMLOM0467	31	63956342	63424201	original sample frame/assessments monitoring cycle 1
LIMZNH0206	LIMZNH0206	31	63610550	63610550	assessments monitoring cycle 1
ANTKAS0213	ANTKAS0213	31	63770614	63770614	assessments monitoring cycle 1
LIMGNK0399	LIMGNK0399	31	64409906	64409906	watersurfaces_hab_v4
ANTBRS0068	ANTBRS0068	31	64618718	64618718	assessments monitoring cycle 1
LIMGNK0384	LIMGNK0384	31	64973106	64973106	watersurfaces_hab_v4
ANTBCT0577	ANTBCT0577	31	65400990	65400990	watersurfaces_hab_v4
LIMGNK0894	LIMGNK0894	31	65458482	65458482	watersurfaces_hab_v4
LIMHVL0090	LIMHVL0090	31	65462966	65462966	original sample frame
ANTBSE0333	ANTBSE0333	31	65857182	65857182	watersurfaces_hab_v4
ANTBCT0617	ANTBCT0617	31	66048158	66048158	watersurfaces_hab_v4
ANTBAL0448	ANTBAL0448	31	66323318	66323318	original sample frame
LIMHAS0513	LIMHAS0513	31	66862822	66862822	watersurfaces_hab_v4
ANTANT0315	ANTANT0315	32	572349	572349	watersurfaces_hab_v4
LIMHAS0462	LIMHAS0462	32	687846	687846	watersurfaces_hab_v4
ANTBAA0048	ANTBAA0048	32	906654	906654	watersurfaces_hab_v4
LIMHHE0286	LIMHHE0286	32	1012434	1012434	assessments monitoring cycle 1
ANTMOL0089	ANTMOL0089	32	1988334	1988334	assessments monitoring cycle 1
ANTBSE0132	ANTBSE0132	32	2077342	2077342	watersurfaces_hab_v4
LIMTON0188	LIMTON0188	32	2177138	2177138	assessments monitoring cycle 1
OVLSTK0268	OVLSTK0268	32	2397801	2397801	assessments monitoring cycle 1
LIMZNH0563	LIMZNH0563	32	2492114	2492114	assessments monitoring cycle 1
LIMHAS0514	LIMHAS0514	32	3882726	3882726	watersurfaces_hab_v4
LIMZNH0478	LIMZNH0478	32	5148390	5148390	watersurfaces_hab_v4
LIMZUT0080	LIMZUT0080	32	6033970	6033970	assessments monitoring cycle 1
ANTMOL0555	ANTMOL0555	32	6147190	6147190	watersurfaces_hab_v4
ANTBAA0046	ANTBAA0046	32	6886814	6886814	watersurfaces_hab_v4
LIMGNK0182	LIMGNK0182	32	7006514	7006514	assessments monitoring cycle 1
ANTLIL0362	ANTLIL0362	32	7049686	7049686	assessments monitoring cycle 1
ANTMOL0068	ANTMOL0068	32	7244918	7244918	original sample frame/assessments monitoring cycle 1
ANTLIL0004	ANTLIL0004	32	8483486	8483486	assessments monitoring cycle 1
LIMMSK0134	LIMMSK0134	32	8578898	8578898	assessments monitoring cycle 1
ANTMOL0138	ANTMOL0138	32	9112694	9112694	original sample frame/assessments monitoring cycle 1
WVLHAR0329	WVLHAR0329	32	9321121	9321121	original sample frame/assessments monitoring cycle 1
LIMTON0161	LIMTON0161	32	9324658	9324658	watersurfaces_hab_v4
ANTRIJ0006	ANTRIJ0006	32	10560670	10560670	assessments monitoring cycle 1
OVLSIN0011	OVLSIN0011	32	12196969	12196969	watersurfaces_hab_v4
ANTANT0384	ANTANT0384	32	12691753	12691753	watersurfaces_hab_v4
ANTMOL0147	ANTMOL0147	32	13225078	13225078	watersurfaces_hab_v4
ANTMOL0165	ANTMOL0165	32	13626486	13626486	watersurfaces_hab_v4
ANTMOL0158	ANTMOL0158	32	13749366	13749366	watersurfaces_hab_v4
LIMHAS0849	LIMHAS0849	32	14454502	14454502	assessments monitoring cycle 1
ANTMOL0538	ANTMOL0538	32	14951286	14951286	watersurfaces_hab_v4
LIMLOM0566	LIMLOM0566	32	15534454	15534454	watersurfaces_hab_v4
ANTWIL0020	ANTWIL0020	32	15752425	15752425	original sample frame/assessments monitoring cycle 1
OVLSTK0294	OVLSTK0294	32	16029289	16029289	watersurfaces_hab_v4
ANTBAA0543	ANTBAA0543	32	16385438	16385438	watersurfaces_hab_v4
ANTRUM0038	ANTRUM0038	32	16477417	16477417	watersurfaces_hab_v4
VBRKAM0156	VBRKAM0156	32	18234566	18234566	watersurfaces_hab_v4
ANTTUR0075	ANTTUR0075	32	18571566	18571566	watersurfaces_hab_v4
OVLBVN0466	OVLBVN0466	32	18959401	18959401	assessments monitoring cycle 1
ANTMOL0164	ANTMOL0164	32	19205238	19205238	watersurfaces_hab_v4
ANTANT0297	ANTANT0297	32	19512253	19512253	original sample frame/assessments monitoring cycle 1
ANTMEC0388	ANTMEC0388	32	20131606	20131606	original sample frame/assessments monitoring cycle 1
ANTGEE0848	ANTGEE0848	32	20518646	20518646	watersurfaces_hab_v4
ANTMEC0030	ANTMEC0030	32	20807190	20807190	original sample frame/assessments monitoring cycle 1
ANTBAA0546	ANTBAA0546	32	21190046	21190046	watersurfaces_hab_v4
ANTMRK0228	ANTMRK0228	32	22031006	22031006	watersurfaces_hab_v4
LIMHAS0619	LIMHAS0619	32	22707942	22707942	assessments monitoring cycle 1
ANTBAA0045	ANTBAA0045	32	23139742	23139742	watersurfaces_hab_v4
ANTHST0665	ANTHST0665	32	24015190	24015190	assessments monitoring cycle 1
ANTBAA0037	ANTBAA0037	32	24620334	24620334	watersurfaces_hab_v4
ANTBAA0019	ANTBAA0019	32	25308462	25308462	watersurfaces_hab_v4
ANTMOL0143	ANTMOL0143	32	25662582	25662582	assessments monitoring cycle 1
LIMZNH0273	LIMZNH0273	32	26582710	26582710	watersurfaces_hab_v4
683951_v2014	683951_v2014	32	26937458	26937458	watersurfaces_hab_v4
LIMTON0189	LIMTON0189	32	27342962	27342962	watersurfaces_hab_v4
LIMZNH0554	LIMZNH0554	32	27348662	27348662	watersurfaces_hab_v4
OVLBLE0018	OVLBLE0018	32	28157609	28157609	original sample frame/assessments monitoring cycle 1
ANTSOT0219	ANTSOT0219	32	28311774	28311774	watersurfaces_hab_v4
LIMZNH0256	LIMZNH0256	32	29400758	29400758	watersurfaces_hab_v4
LIMZNH0012	LIMZNH0012	32	30252726	30252726	watersurfaces_hab_v4
ANTBCT0252	ANTBCT0252	32	31398110	31398110	original sample frame/assessments monitoring cycle 1
ANTBAA0040	ANTBAA0040	32	31468846	31468846	watersurfaces_hab_v4
ANTARE0309	ANTARE0309	32	32601646	32601646	watersurfaces_hab_v4
LIMGNK0035	LIMGNK0035	32	33958194	33958194	assessments monitoring cycle 1
OVLLOC0341	OVLLOC0341	32	34963721	34963721	watersurfaces_hab_v4
ANTANT0381	ANTANT0381	32	35203369	35203369	watersurfaces_hab_v4
ANTMOL0152	ANTMOL0152	32	35492982	35492982	assessments monitoring cycle 1
VBRKAM0057	VBRKAM0057	32	37584070	37584070	original sample frame/assessments monitoring cycle 1
ANTMEC0180	ANTMEC0180	32	37989910	37989910	original sample frame/assessments monitoring cycle 1
WVLDEH0185	WVLDEH0185	32	38464949	38464949	watersurfaces_hab_v4
ANTMOL0546	ANTMOL0546	32	40410230	40410230	watersurfaces_hab_v4
LIMHAS0541	LIMHAS0541	32	40582886	40582886	watersurfaces_hab_v4
VBRARS0370	VBRARS0370	32	40808582	40808582	assessments monitoring cycle 1
ANTBRS0118	ANTBRS0118	32	42913758	42913758	watersurfaces_hab_v4
LIMMSK0353	LIMMSK0353	32	44201810	44201810	watersurfaces_hab_v4
WVLHOU0568	WVLHOU0568	32	44585937	44585937	watersurfaces_hab_v4
ANTANT0434	ANTANT0434	32	45112982	45112982	watersurfaces_hab_v4
ANTRET0236	ANTRET0236	32	45125878	45125878	assessments monitoring cycle 1
ANTRET0186	ANTRET0186	32	46362158	46362158	assessments monitoring cycle 1
VBRKAM0021	VBRKAM0021	32	47967430	47967430	original sample frame/assessments monitoring cycle 1
LIMHAS0009	LIMHAS0009	32	49896166	49896166	watersurfaces_hab_v4
LIMLNK0018	LIMLNK0018	32	50222322	50222322	watersurfaces_hab_v4
LIMHAS0620	LIMHAS0620	32	51330790	51330790	watersurfaces_hab_v4
LIMLUM0401	LIMLUM0401	32	51728822	51728822	watersurfaces_hab_v4
ANTGRO0116	ANTGRO0116	32	51991510	51991510	watersurfaces_hab_v4
ANTBAA0042	ANTBAA0042	32	53751086	53751086	watersurfaces_hab_v4
ANTBAA0036	ANTBAA0036	32	54787374	54787374	original sample frame/assessments monitoring cycle 1
ANTKAS0341	ANTKAS0341	32	55700526	55700526	watersurfaces_hab_v4
ANTBAA0043	ANTBAA0043	32	55930158	55930158	watersurfaces_hab_v4
ANTMOL0730	ANTMOL0730	32	57789558	57789558	watersurfaces_hab_v4
ANTTUR0207	ANTTUR0207	32	58252334	58252334	original sample frame/assessments monitoring cycle 1
ANTBSE0061	ANTBSE0061	32	58472094	58472094	assessments monitoring cycle 1
ANTBSE0193	ANTBSE0193	32	58861214	58861214	watersurfaces_hab_v4
ANTMOL0066	ANTMOL0066	32	59090670	59090670	original sample frame/assessments monitoring cycle 1
LIMZNH0477	LIMZNH0477	32	59481782	59481782	assessments monitoring cycle 1
LIMHAS0629	LIMHAS0629	32	60269286	60269286	watersurfaces_hab_v4
ANTHGS0227	ANTHGS0227	32	61289822	61289822	watersurfaces_hab_v4
OVLGNT0817	OVLGNT0817	32	61517001	61517001	original sample frame/assessments monitoring cycle 1
ANTBAA0038	ANTBAA0038	32	61582638	61582638	watersurfaces_hab_v4
ANTDES0264	ANTDES0264	32	62331126	62331126	watersurfaces_hab_v4
OVLWSM0197	OVLWSM0197	32	63209385	63209385	watersurfaces_hab_v4
OVLSIN0269	OVLSIN0269	32	63364201	63364201	assessments monitoring cycle 1
ANTANT0472	ANTANT0472	32	63514921	63514921	watersurfaces_hab_v4
358977_v2020	358977_v2020	32	63696070	63696070	watersurfaces_hab_v4
ANTBRS0068	ANTBRS0068	32	64618718	64618718	assessments monitoring cycle 1
ANTMAL0060	ANTMAL0060	32	65824982	65824982	watersurfaces_hab_v4
ANTLIL0243	ANTLIL0243	32	66052566	66052566	watersurfaces_hab_v4
ANTMOL0092	ANTMOL0092	33	231150	231150	watersurfaces_hab_v4
OVLMOE0016	OVLMOE0016	33	255241	255241	original sample frame/assessments monitoring cycle 1
LIMGNK0064	LIMGNK0064	33	377138	377138	assessments monitoring cycle 1
LIMBRE0073	LIMBRE0073	33	602258	602258	watersurfaces_hab_v4
ANTBAL0396	ANTBAL0396	33	812918	812918	watersurfaces_hab_v4
LIMKIN0231	LIMKIN0231	33	842210	842210	original sample frame/assessments monitoring cycle 1
511991_v2018	511991_v2018	33	857769	857769	watersurfaces_hab_v4
WVLBRU1212	WVLBRU1212	33	1053121	1053121	original sample frame/assessments monitoring cycle 1
LIMGNK0062	LIMGNK0062	33	1239346	1239346	assessments monitoring cycle 1
LIMDPB0315	LIMDPB0315	33	1382706	1382706	assessments monitoring cycle 1
LIMGNK0025	LIMGNK0025	33	1534258	1534258	assessments monitoring cycle 1
ANTARE0286	ANTARE0286	33	1537582	1537582	watersurfaces_hab_v4
ANTMOL0089	ANTMOL0089	33	1988334	1988334	original sample frame/assessments monitoring cycle 1
ANTKAS0105	ANTKAS0105	33	2076662	2076662	watersurfaces_hab_v4
ANTTUR0142	ANTTUR0142	33	2248694	2248694	original sample frame/assessments monitoring cycle 1
VBRSZI0277	VBRSZI0277	33	2581814	2581814	original sample frame/assessments monitoring cycle 1
LIMMSK0031	LIMMSK0031	33	2623314	2623314	watersurfaces_hab_v4
LIMOPG0096	LIMOPG0096	33	2669138	2669138	watersurfaces_hab_v4
OVLBLE0195	OVLBLE0195	33	2762409	2762409	watersurfaces_hab_v4
LIMZNH0140	LIMZNH0140	33	2793142	2793142	watersurfaces_hab_v4
ANTBAL0379	ANTBAL0379	33	2910070	2910070	watersurfaces_hab_v4
ANTBAL0415	ANTBAL0415	33	3106678	3106678	watersurfaces_hab_v4
ANTKAS0201	ANTKAS0201	33	3248118	3248118	original sample frame
VBRSZI0401	VBRSZI0401	33	3368246	3368246	original sample frame/assessments monitoring cycle 1
WVLDIK0110	WVLDIK0110	33	3538417	3538417	watersurfaces_hab_v4
LIMLUM0210	LIMLUM0210	33	3764918	3764918	watersurfaces_hab_v4
ANTHGS0022	ANTHGS0022	33	3984478	3984478	original sample frame
LIMHAS0103	LIMHAS0103	33	4302566	4302566	assessments monitoring cycle 1
ANTBAL0592	ANTBAL0592	33	59467638	4417398	original sample frame/assessments monitoring cycle 1
WVLDIK0947	WVLDIK0947	33	4586993	4586993	watersurfaces_hab_v4
ANTGEE0126	ANTGEE0126	33	4839158	4839158	original sample frame/assessments monitoring cycle 1
ANTBAL0505	ANTBAL0505	33	4843382	4843382	original sample frame/assessments monitoring cycle 1
LIMZNH0195	LIMZNH0195	33	4852434	4852434	watersurfaces_hab_v4
ANTZAN0152	ANTZAN0152	33	4904662	4904662	original sample frame
532897_v2018	532897_v2018	33	5057473	5057473	watersurfaces_hab_v4
LIMZNH0478	LIMZNH0478	33	5148390	5148390	watersurfaces_hab_v4
549583_v2018	549583_v2018	33	5227026	5227026	watersurfaces_hab_v4
LIMMSM0084	LIMMSM0084	33	5301586	5301586	watersurfaces_hab_v4
ANTTUR0343	ANTTUR0343	33	5394422	5394422	watersurfaces_hab_v4
LIMKIN0012	LIMKIN0012	33	5722258	5722258	watersurfaces_hab_v4
OVLBLE0193	OVLBLE0193	33	5858985	5858985	watersurfaces_hab_v4
ANTBAL0509	ANTBAL0509	33	6252406	6252406	watersurfaces_hab_v4
LIMKIN0054	LIMKIN0054	33	6546914	6546914	watersurfaces_hab_v4
VBRARS0194	VBRARS0194	33	6982966	6982966	watersurfaces_hab_v4
LIMHEC0578	LIMHEC0578	33	7518418	7518418	assessments monitoring cycle 1
ANTGEE0005	ANTGEE0005	33	7547702	7547702	watersurfaces_hab_v4
WVLDIK0138	WVLDIK0138	33	7732721	7732721	watersurfaces_hab_v4
LIMMSK0456	LIMMSK0456	33	7856546	7856546	original sample frame/assessments monitoring cycle 1
511912_v2018	511912_v2018	33	7964329	7964329	watersurfaces_hab_v4
LIMGNK0181	LIMGNK0181	33	8005938	8005938	watersurfaces_hab_v4
VBRDIE0205	VBRDIE0205	33	8190006	8190006	watersurfaces_hab_v4
LIMZNH0349	LIMZNH0349	33	8760018	8760018	watersurfaces_hab_v4
VBRARS0361	VBRARS0361	33	8859782	8859782	watersurfaces_hab_v4
LIMDPB0311	LIMDPB0311	33	8984882	8984882	assessments monitoring cycle 1
ANTMOL0138	ANTMOL0138	33	9112694	9112694	original sample frame/assessments monitoring cycle 1
