sampling_unit_code	polygon_id	type	grts_ranking	grts_ranking_draw	source
WVLJAB0251	WVLJAB0251	30	20692737	20692737	watersurfaces_hab_v4
ANTLIL0237	ANTLIL0237	30	20707798	20707798	watersurfaces_hab_v4
ANTESS0030	ANTESS0030	30	20726494	20726494	original sample frame
LIMBRE0263	LIMBRE0263	30	20734098	20734098	watersurfaces_hab_v4
LIMZNH0366	LIMZNH0366	30	20735698	20735698	original sample frame
ANTGEE0876	ANTGEE0876	30	20829942	20829942	watersurfaces_hab_v4
ANTHST0296	ANTHST0296	30	20840758	20840758	original sample frame
ANTMOL0088	ANTMOL0088	30	20997870	20997870	original sample frame/assessments monitoring cycle 1
WVLHOU0561	WVLHOU0561	30	49619921	21046225	original sample frame/assessments monitoring cycle 1
WVLZED0118	WVLZED0118	30	21053185	21053185	watersurfaces_hab_v4
LIMGNK0411	LIMGNK0411	30	21074226	21074226	original sample frame
LIMHAS0705	LIMHAS0705	30	21079782	21079782	watersurfaces_hab_v4
ANTKAS0514	ANTKAS0514	30	21097518	21097518	original sample frame
ANTTUR0385	ANTTUR0385	30	21124398	21124398	watersurfaces_hab_v4
ANTBCT0204	ANTBCT0204	30	21223646	21223646	watersurfaces_hab_v4
LIMLOM0235	LIMLOM0235	30	21268754	21268754	original sample frame
505056_v2020	505056_v2020	30	21272169	21272169	watersurfaces_hab_v4
ANTTUR0600	ANTTUR0600	30	21401590	21401590	watersurfaces_hab_v4
632339_v2020	632339_v2020	30	21415670	21415670	watersurfaces_hab_v4
LIMZNH0372	LIMZNH0372	30	21432018	21432018	original sample frame
ANTMAL0096	ANTMAL0096	30	21605534	21605534	original sample frame
LIMHAS0517	LIMHAS0517	30	21642982	21642982	watersurfaces_hab_v4
LIMBRG0054	LIMBRG0054	30	21732278	21732278	original sample frame
WVLJAB0543	WVLJAB0543	30	21741313	21741313	watersurfaces_hab_v4
ANTHST0329	ANTHST0329	30	21758262	21758262	original sample frame
LIMHHE0321	LIMHHE0321	30	21913298	21913298	watersurfaces_hab_v4
ANTMOL0716	ANTMOL0716	30	21923958	21923958	original sample frame
ANTTUR0412	ANTTUR0412	30	22035502	22035502	watersurfaces_hab_v4
LIMBIL0097	LIMBIL0097	30	22046514	22046514	watersurfaces_hab_v4
ANTGEE0153	ANTGEE0153	30	22075126	22075126	watersurfaces_hab_v4
ANTTUR0296	ANTTUR0296	30	22107438	22107438	assessments monitoring cycle 1
LIMHAS0735	LIMHAS0735	30	22128358	22128358	watersurfaces_hab_v4
ANTHTS0086	ANTHTS0086	30	22172630	22172630	watersurfaces_hab_v4
ANTKAS0339	ANTKAS0339	30	22172918	22172918	watersurfaces_hab_v4
ANTHGS0569	ANTHGS0569	30	22267294	22267294	original sample frame
WVLHOU0557	WVLHOU0557	30	22356945	22356945	watersurfaces_hab_v4
ANTWUU0131	ANTWUU0131	30	22451678	22451678	watersurfaces_hab_v4
ANTHUL0218	ANTHUL0218	30	22553686	22553686	original sample frame
LIMHAS0843	LIMHAS0843	30	22610226	22610226	watersurfaces_hab_v4
LIMMSM0026	LIMMSM0026	30	22619730	22619730	original sample frame/assessments monitoring cycle 1
LIMHAS0619	LIMHAS0619	30	22707942	22707942	original sample frame/assessments monitoring cycle 1
421224_v2020	421224_v2020	30	22788306	22788306	original sample frame
ANTGRO0124	ANTGRO0124	30	22795222	22795222	original sample frame
ANTGEE0166	ANTGEE0166	30	23123702	23123702	watersurfaces_hab_v4
ANTKAS0611	ANTKAS0611	30	23221494	23221494	watersurfaces_hab_v4
534875_v2018	534875_v2018	30	23221550	23221550	watersurfaces_hab_v4
ANTTUR0633	ANTTUR0633	30	23221550	23221550	watersurfaces_hab_v4
632399_v2020	632399_v2020	30	23316214	23316214	watersurfaces_hab_v4
ANTHGS0606	ANTHGS0606	30	23383454	23383454	watersurfaces_hab_v4
603246_v2014	603246_v2014	30	23407570	23407570	original sample frame
ANTBSE0018	ANTBSE0018	30	23536286	23536286	original sample frame
VBRARS0559	VBRARS0559	30	23572790	23572790	original sample frame
WVLJAB0140	WVLJAB0140	30	23609089	23609089	original sample frame/assessments monitoring cycle 1
LIMZNH0238	LIMZNH0238	30	23633590	23633590	assessments monitoring cycle 1
ANTKAS0463	ANTKAS0463	30	23658486	23658486	watersurfaces_hab_v4
WVLRUI0009	WVLRUI0009	30	23740481	23740481	original sample frame
ANTMOL0572	ANTMOL0572	30	23758966	23758966	original sample frame
WVLJAB0444	WVLJAB0444	30	23838465	23838465	watersurfaces_hab_v4
ANTHST0387	ANTHST0387	30	23855414	23855414	original sample frame
LIMPEE0608	LIMPEE0608	30	23938834	23938834	watersurfaces_hab_v4
420503_v2020	420503_v2020	30	23944178	23944178	original sample frame
WVLJAB0058	WVLJAB0058	30	24002305	24002305	watersurfaces_hab_v4
ANTHST0665	ANTHST0665	30	24015190	24015190	original sample frame/assessments monitoring cycle 1
ANTMOL0465	ANTMOL0465	30	24126326	24126326	original sample frame
ANTKAL0470	ANTKAL0470	30	24146654	24146654	original sample frame
LIMHAS0201	LIMHAS0201	30	24291046	24291046	watersurfaces_hab_v4
LIMHAS0447	LIMHAS0447	30	24329958	24329958	original sample frame
ANTRAV0169	ANTRAV0169	30	24349486	24349486	original sample frame
ANTLIL0250	ANTLIL0250	30	24371670	24371670	watersurfaces_hab_v4
LIMLNK0168	LIMLNK0168	30	24435698	24435698	watersurfaces_hab_v4
WVLJAB0244	WVLJAB0244	30	24526593	24526593	watersurfaces_hab_v4
LIMHEC0391	LIMHEC0391	30	24729810	24729810	watersurfaces_hab_v4
LIMZNH0573	LIMZNH0573	30	24905426	24905426	original sample frame
WVLDIK0968	WVLDIK0968	30	24972785	24972785	watersurfaces_hab_v4
LIMHHE0228	LIMHHE0228	30	25026258	25026258	original sample frame
WVLJAB0068	WVLJAB0068	30	25214721	25214721	watersurfaces_hab_v4
ANTBAA0019	ANTBAA0019	30	25308462	25308462	watersurfaces_hab_v4
LIMKIN0193	LIMKIN0193	30	25317522	25317522	watersurfaces_hab_v4
474093_v2018	474093_v2018	30	25319542	25319542	original sample frame
ANTBSE0158	ANTBSE0158	30	25388702	25388702	watersurfaces_hab_v4
ANTRIJ0308	ANTRIJ0308	30	25425054	25425054	original sample frame/assessments monitoring cycle 1
511331_v2018	511331_v2018	30	25532974	25532974	watersurfaces_hab_v4
ANTHTS0161	ANTHTS0161	30	25544438	25544438	original sample frame
ANTMOL0143	ANTMOL0143	30	25662582	25662582	original sample frame/assessments monitoring cycle 1
ANTRAV0274	ANTRAV0274	30	25699118	25699118	original sample frame
425382_v2020	425382_v2020	30	25723990	25723990	watersurfaces_hab_v4
WVLZNB0737	WVLZNB0737	30	25798097	25798097	watersurfaces_hab_v4
LIMHHE0005	LIMHHE0005	30	25810130	25810130	watersurfaces_hab_v4
WVLHOU0404	WVLHOU0404	30	25863121	25863121	watersurfaces_hab_v4
WVLHOU0396	WVLHOU0396	30	25892817	25892817	watersurfaces_hab_v4
ANTHST0180	ANTHST0180	30	25952566	25952566	original sample frame
LIMBRE0268	LIMBRE0268	30	25956498	25956498	watersurfaces_hab_v4
ANTBRS0413	ANTBRS0413	30	25980894	25980894	original sample frame
ANTTUR0046	ANTTUR0046	30	26050862	26050862	watersurfaces_hab_v4
ANTMOL0431	ANTMOL0431	30	26115574	26115574	watersurfaces_hab_v4
WVLHOU0550	WVLHOU0550	30	26154961	26154961	watersurfaces_hab_v4
WVLHOU0417	WVLHOU0417	30	26158033	26158033	watersurfaces_hab_v4
LIMMSK0180	LIMMSK0180	30	26315154	26315154	watersurfaces_hab_v4
LIMHAS0731	LIMHAS0731	30	26322662	26322662	watersurfaces_hab_v4
LIMHAS0732	LIMHAS0732	30	26322662	26322662	watersurfaces_hab_v4
LIMHAS0734	LIMHAS0734	30	26322662	26322662	watersurfaces_hab_v4
LIMHAS0741	LIMHAS0741	30	26322662	26322662	watersurfaces_hab_v4
ANTBSE0228	ANTBSE0228	30	26338974	26338974	original sample frame
LIMZNH0333	LIMZNH0333	30	26371794	26371794	original sample frame/assessments monitoring cycle 1
ANTHGS0668	ANTHGS0668	30	26475614	26475614	watersurfaces_hab_v4
LIMNEE0254	LIMNEE0254	30	26652690	26652690	watersurfaces_hab_v4
LIMHMA0264	LIMHMA0264	30	26784362	26784362	watersurfaces_hab_v4
LIMHVL0140	LIMHVL0140	30	26898102	26898102	original sample frame
ANTLIL0573	ANTLIL0573	30	26948254	26948254	original sample frame
ANTRAV0172	ANTRAV0172	30	27060014	27060014	original sample frame
VBRBEG0119	VBRBEG0119	30	27184470	27184470	original sample frame
ANTTUR0065	ANTTUR0065	30	27194670	27194670	original sample frame/assessments monitoring cycle 1
WVLJAB0446	WVLJAB0446	30	27311873	27311873	watersurfaces_hab_v4
ANTRIJ0028	ANTRIJ0028	30	27337886	27337886	watersurfaces_hab_v4
WVLZED0329	WVLZED0329	30	27344641	27344641	watersurfaces_hab_v4
632380_v2020	632380_v2020	30	27444982	27444982	watersurfaces_hab_v4
VBRSZI0415	VBRSZI0415	30	27506998	27506998	watersurfaces_hab_v4
ANTLIL0081	ANTLIL0081	30	27636182	27636182	watersurfaces_hab_v4
LIMBIL0113	LIMBIL0113	30	27726386	27726386	watersurfaces_hab_v4
LIMHHE0313	LIMHHE0313	30	27778770	27778770	original sample frame
WVLBRN0432	WVLBRN0432	30	27830337	27830337	watersurfaces_hab_v4
WVLJAB0549	WVLJAB0549	30	27836161	27836161	watersurfaces_hab_v4
629045_v2020	629045_v2020	30	27842294	27842294	watersurfaces_hab_v4
OVLWIC0109	OVLWIC0109	30	27897689	27897689	watersurfaces_hab_v4
642414_v2020	642414_v2020	30	27965650	27965650	watersurfaces_hab_v4
ANTHGS0639	ANTHGS0639	30	27991454	27991454	watersurfaces_hab_v4
ANTBRS0179	ANTBRS0179	30	28012510	28012510	original sample frame
ANTBSE0123	ANTBSE0123	30	28047006	28047006	watersurfaces_hab_v4
ANTBSE0103	ANTBSE0103	30	28063390	28063390	watersurfaces_hab_v4
LIMLNK0027	LIMLNK0027	30	28100594	28100594	watersurfaces_hab_v4
LIMHAS0211	LIMHAS0211	30	28141286	28141286	watersurfaces_hab_v4
WVLBRN0168	WVLBRN0168	30	28352449	28352449	watersurfaces_hab_v4
LIMZNH0360	LIMZNH0360	30	28354258	28354258	original sample frame/assessments monitoring cycle 1
WVLJAB0440	WVLJAB0440	30	28360449	28360449	watersurfaces_hab_v4
LIMBRE0285	LIMBRE0285	30	28389522	28389522	assessments monitoring cycle 1
583376_v2020	583376_v2020	30	28390046	28390046	watersurfaces_hab_v4
LIMMGR0007	LIMMGR0007	30	28449746	28449746	watersurfaces_hab_v4
LIMHAS0716	LIMHAS0716	30	28485350	28485350	watersurfaces_hab_v4
629568_v2020	629568_v2020	30	28510482	28510482	watersurfaces_hab_v4
LIMTES0245	LIMTES0245	30	28512310	28512310	original sample frame
LIMLNK0035	LIMLNK0035	30	28515314	28515314	watersurfaces_hab_v4
ANTHST0507	ANTHST0507	30	28586326	28586326	original sample frame
LIMZNH0559	LIMZNH0559	30	28600018	28600018	original sample frame
LIMBRG0360	LIMBRG0360	30	28610486	28610486	watersurfaces_hab_v4
LIMZNH0065	LIMZNH0065	30	28679862	28679862	assessments monitoring cycle 1
ANTMOL0103	ANTMOL0103	30	28702446	28702446	original sample frame
LIMHHE0328	LIMHHE0328	30	28712658	28712658	original sample frame
WVLJAB0510	WVLJAB0510	30	28720897	28720897	watersurfaces_hab_v4
LIMHHE0296	LIMHHE0296	30	28729042	28729042	original sample frame
LIMHAS0621	LIMHAS0621	30	28753638	28753638	watersurfaces_hab_v4
ANTHTS0160	ANTHTS0160	30	28817366	28817366	watersurfaces_hab_v4
ANTTUR0355	ANTTUR0355	30	28824622	28824622	original sample frame
WVLJAB0121	WVLJAB0121	30	28851969	28851969	watersurfaces_hab_v4
ANTHGS0196	ANTHGS0196	30	28980574	28980574	assessments monitoring cycle 1
ANTRAV0291	ANTRAV0291	30	29006638	29006638	original sample frame
LIMMSK0007	LIMMSK0007	30	29026130	29026130	original sample frame/assessments monitoring cycle 1
LIMHAS0442	LIMHAS0442	30	29163826	29163826	watersurfaces_hab_v4
LIMHMA0166	LIMHMA0166	30	29168234	29168234	original sample frame
ANTMEE0178	ANTMEE0178	30	29201910	29201910	watersurfaces_hab_v4
ANTKAS0474	ANTKAS0474	30	29298678	29298678	original sample frame/assessments monitoring cycle 1
ANTHST0479	ANTHST0479	30	29303894	29303894	watersurfaces_hab_v4
637669_v2020	637669_v2020	30	29340118	29340118	watersurfaces_hab_v4
563481_v2014	563481_v2014	30	29371346	29371346	watersurfaces_hab_v4
536544_v2018	536544_v2018	30	29430849	29430849	watersurfaces_hab_v4
LIMHAS0106	LIMHAS0106	30	29468390	29468390	watersurfaces_hab_v4
LIMHAS0584	LIMHAS0584	30	29468390	29468390	watersurfaces_hab_v4
LIMHAS0585	LIMHAS0585	30	29468390	29468390	watersurfaces_hab_v4
LIMZNH0368	LIMZNH0368	30	29517522	29517522	original sample frame
LIMGNK0376	LIMGNK0376	30	29538610	29538610	original sample frame
509728_v2018	509728_v2018	30	29556014	29556014	watersurfaces_hab_v4
536516_v2018	536516_v2018	30	29572838	29572838	watersurfaces_hab_v4
ANTTUR0277	ANTTUR0277	30	29619502	29619502	watersurfaces_hab_v4
ANTBCT0852	ANTBCT0852	30	29648030	29648030	watersurfaces_hab_v4
ANTKAS0512	ANTKAS0512	30	29748270	29748270	watersurfaces_hab_v4
WVLWIN0144	WVLWIN0144	30	29769793	29769793	original sample frame
LIMHEC0538	LIMHEC0538	30	29898962	29898962	watersurfaces_hab_v4
LIMLNK0117	LIMLNK0117	30	30088178	30088178	watersurfaces_hab_v4
ANTGEE1026	ANTGEE1026	30	30094838	30094838	original sample frame
LIMZNH0012	LIMZNH0012	30	30252726	30252726	watersurfaces_hab_v4
OVLMDG0389	OVLMDG0389	30	30262465	30262465	watersurfaces_hab_v4
ANTARE0298	ANTARE0298	30	30373422	30373422	original sample frame
305360_v2016	305360_v2016	30	30412854	30412854	original sample frame
WVLJAB0423	WVLJAB0423	30	30457601	30457601	watersurfaces_hab_v4
424443_v2020	424443_v2020	30	30481394	30481394	watersurfaces_hab_v4
ANTRIJ0050	ANTRIJ0050	30	30483614	30483614	watersurfaces_hab_v4
LIMHAS0270	LIMHAS0270	30	30516966	30516966	watersurfaces_hab_v4
LIMHAS0877	LIMHAS0877	30	30516966	30516966	watersurfaces_hab_v4
LIMHAS0216	LIMHAS0216	30	30582502	30582502	watersurfaces_hab_v4
LIMHAS0277	LIMHAS0277	30	30582502	30582502	watersurfaces_hab_v4
LIMHAS0752	LIMHAS0752	30	30582502	30582502	watersurfaces_hab_v4
ANTMRK0286	ANTMRK0286	30	30626206	30626206	original sample frame
ANTMOL0378	ANTMOL0378	30	30703094	30703094	watersurfaces_hab_v4
ANTKAS0442	ANTKAS0442	30	30730230	30730230	original sample frame
LIMOPG0081	LIMOPG0081	30	30747218	30747218	watersurfaces_hab_v4
LIMPEE0086	LIMPEE0086	30	30791890	30791890	watersurfaces_hab_v4
ANTKAS0116	ANTKAS0116	30	30838774	30838774	watersurfaces_hab_v4
ANTLIL0257	ANTLIL0257	30	31035862	31035862	watersurfaces_hab_v4
510206_v2018	510206_v2018	30	31055990	31055990	watersurfaces_hab_v4
LIMHEC0031	LIMHEC0031	30	31230162	31230162	watersurfaces_hab_v4
ANTLIL0543	ANTLIL0543	30	31240662	31240662	original sample frame
WVLJAB0426	WVLJAB0426	30	31244033	31244033	watersurfaces_hab_v4
ANTKAL0344	ANTKAL0344	30	31351518	31351518	original sample frame
ANTKAS0462	ANTKAS0462	30	31395830	31395830	original sample frame/assessments monitoring cycle 1
VBRSZI0333	VBRSZI0333	30	31484214	31484214	original sample frame
WVLZED0071	WVLZED0071	30	31538945	31538945	watersurfaces_hab_v4
ANTHST0459	ANTHST0459	30	31715670	31715670	watersurfaces_hab_v4
WVLOSK0186	WVLOSK0186	30	31730625	31730625	watersurfaces_hab_v4
ANTHST0046	ANTHST0046	30	31764822	31764822	watersurfaces_hab_v4
ANTHGS0605	ANTHGS0605	30	31772062	31772062	watersurfaces_hab_v4
ANTKAS0303	ANTKAS0303	30	31812598	31812598	watersurfaces_hab_v4
ANTKAS0323	ANTKAS0323	30	31872246	31872246	watersurfaces_hab_v4
ANTMOL0528	ANTMOL0528	30	31942382	31942382	original sample frame
LIMMSK0117	LIMMSK0117	30	32184146	32184146	watersurfaces_hab_v4
LIMZNH0111	LIMZNH0111	30	32202422	32202422	watersurfaces_hab_v4
LIMZNH0373	LIMZNH0373	30	32286418	32286418	original sample frame
LIMZNH0385	LIMZNH0385	30	32380626	32380626	original sample frame/assessments monitoring cycle 1
LIMHEC0537	LIMHEC0537	30	32434386	32434386	original sample frame/assessments monitoring cycle 1
ANTHST0486	ANTHST0486	30	32436566	32436566	watersurfaces_hab_v4
ANTHTS0159	ANTHTS0159	30	32470998	32470998	watersurfaces_hab_v4
ANTHGS0472	ANTHGS0472	30	32490910	32490910	watersurfaces_hab_v4
LIMHLN0062	LIMHLN0062	30	32545846	32545846	watersurfaces_hab_v4
LIMMGR0017	LIMMGR0017	30	32559058	32559058	original sample frame
ANTKAP0211	ANTKAP0211	30	31012830	32585694	original sample frame
417473_v2018	417473_v2018	30	32660206	32660206	original sample frame
LIMHAS0150	LIMHAS0150	30	32679654	32679654	watersurfaces_hab_v4
LIMHAS0236	LIMHAS0236	30	32679654	32679654	watersurfaces_hab_v4
LIMHAS0298	LIMHAS0298	30	32679654	32679654	watersurfaces_hab_v4
ANTGEE0026	ANTGEE0026	30	32713526	32713526	watersurfaces_hab_v4
OVLSTK0294	OVLSTK0294	30	16029289	32806505	original sample frame
OVLSTK0295	OVLSTK0295	30	55875177	32806505	original sample frame
OVLSTK0296	OVLSTK0296	30	64263785	32806505	original sample frame
OVLSTK0297	OVLSTK0297	30	47486569	32806505	original sample frame
OVLSTK0298	OVLSTK0298	30	15570537	32806505	original sample frame
OVLSTK0299	OVLSTK0299	30	2987625	32806505	original sample frame
OVLSTK0300	OVLSTK0300	30	11834985	32806505	original sample frame
OVLSTK0301	OVLSTK0301	30	62166633	32806505	original sample frame
OVLSTK0302	OVLSTK0302	30	29660777	32806505	original sample frame
ANTKAS0324	ANTKAS0324	30	32861174	32861174	original sample frame
LIMZNH0390	LIMZNH0390	30	32900818	32900818	original sample frame
LIMHEC0207	LIMHEC0207	30	32906002	32906002	watersurfaces_hab_v4
LIMGNK0154	LIMGNK0154	30	32964914	32964914	original sample frame
ANTRAV0122	ANTRAV0122	30	33126702	33126702	original sample frame
ANTRAV0141	ANTRAV0141	30	33151790	33151790	watersurfaces_hab_v4
ANTMOL0093	ANTMOL0093	30	33191662	33191662	original sample frame
WVLJAB0116	WVLJAB0116	30	33222401	33222401	original sample frame
LIMHHE0150	LIMHHE0150	30	33304274	33304274	original sample frame
629059_v2020	629059_v2020	30	33412854	33412854	watersurfaces_hab_v4
ANTHST0369	ANTHST0369	30	33423670	33423670	original sample frame
LIMZNH0351	LIMZNH0351	30	33450706	33450706	original sample frame
ANTHST0076	ANTHST0076	30	33485142	33485142	original sample frame
LIMOPG0460	LIMOPG0460	30	33499730	33499730	watersurfaces_hab_v4
ANTHST0346	ANTHST0346	30	33567062	33567062	original sample frame/assessments monitoring cycle 1
WVLJAB0084	WVLJAB0084	30	33603329	33603329	original sample frame
WVLZED0213	WVLZED0213	30	33636097	33636097	watersurfaces_hab_v4
LIMHHE0316	LIMHHE0316	30	33677010	33677010	original sample frame
ANTBAA0062	ANTBAA0062	30	33697070	33697070	watersurfaces_hab_v4
ANTHTS0090	ANTHTS0090	30	33706966	33706966	original sample frame
ANTBSE0053	ANTBSE0053	30	33732254	33732254	watersurfaces_hab_v4
ANTARE0010	ANTARE0010	30	33767214	33767214	original sample frame
ANTKAS0455	ANTKAS0455	30	33898486	33898486	original sample frame
LIMBRE0099	LIMBRE0099	30	34145426	34145426	watersurfaces_hab_v4
ANTHUL0272	ANTHUL0272	30	34153558	34153558	watersurfaces_hab_v4
WVLHOU0413	WVLHOU0413	30	34186193	34186193	watersurfaces_hab_v4
LIMHAS0624	LIMHAS0624	30	34246962	34246962	watersurfaces_hab_v4
VBRTWI0172	VBRTWI0172	30	34338950	34338950	watersurfaces_hab_v4
LIMMGR0376	LIMMGR0376	30	34352082	34352082	assessments monitoring cycle 1
LIMZNH0576	LIMZNH0576	30	34410214	34410214	watersurfaces_hab_v4
LIMHHE0330	LIMHHE0330	30	34496210	34496210	original sample frame/assessments monitoring cycle 1
ANTHTS0171	ANTHTS0171	30	34514390	34514390	watersurfaces_hab_v4
425774_v2020	425774_v2020	30	34705318	34705318	watersurfaces_hab_v4
LIMHAS0181	LIMHAS0181	30	34776806	34776806	watersurfaces_hab_v4
ANTBCT0794	ANTBCT0794	30	34787486	34787486	watersurfaces_hab_v4
WVLJAB0596	WVLJAB0596	30	35012353	35012353	watersurfaces_hab_v4
WVLWIN0255	WVLWIN0255	30	35012673	35012673	watersurfaces_hab_v4
LIMZNH0446	LIMZNH0446	30	35038930	35038930	original sample frame
WVLWIN0042	WVLWIN0042	30	35185729	35185729	watersurfaces_hab_v4
LIMZNH0334	LIMZNH0334	30	35301074	35301074	original sample frame
ANTTUR0358	ANTTUR0358	30	35312686	35312686	watersurfaces_hab_v4
WVLJAB0430	WVLJAB0430	30	35372801	35372801	watersurfaces_hab_v4
ANTDES0021	ANTDES0021	30	35375222	35375222	original sample frame
534967_v2018	534967_v2018	30	35476782	35476782	watersurfaces_hab_v4
ANTMOL0152	ANTMOL0152	30	35492982	35492982	original sample frame/assessments monitoring cycle 1
494789_v2020	494789_v2020	30	35509609	35509609	watersurfaces_hab_v4
ANTTUR0025	ANTTUR0025	30	35561774	35561774	watersurfaces_hab_v4
ANTBSE0279	ANTBSE0279	30	35567262	35567262	watersurfaces_hab_v4
ANTTUR0079	ANTTUR0079	30	35594542	35594542	watersurfaces_hab_v4
361087_v2020	361087_v2020	30	35598470	35598470	watersurfaces_hab_v4
ANTHGS0010	ANTHGS0010	30	35732574	35732574	watersurfaces_hab_v4
534878_v2018	534878_v2018	30	35804462	35804462	watersurfaces_hab_v4
LIMHAS0152	LIMHAS0152	30	35825382	35825382	watersurfaces_hab_v4
ANTKAP0006	ANTKAP0006	30	35842014	35842014	original sample frame
ANTHTS0162	ANTHTS0162	30	35960790	35960790	watersurfaces_hab_v4
637311_v2020	637311_v2020	30	36024790	36024790	watersurfaces_hab_v4
ANTTUR0302	ANTTUR0302	30	36098350	36098350	watersurfaces_hab_v4
ANTHGS0492	ANTHGS0492	30	36226462	36226462	watersurfaces_hab_v4
ANTOLE0052	ANTOLE0052	30	36255702	36255702	original sample frame
ANTHST0639	ANTHST0639	30	36438326	36438326	original sample frame
LIMHAS0250	LIMHAS0250	30	36529894	36529894	watersurfaces_hab_v4
LIMHAS0875	LIMHAS0875	30	36529894	36529894	watersurfaces_hab_v4
WVLZED0178	WVLZED0178	30	36650753	36650753	watersurfaces_hab_v4
LIMLOM0030	LIMLOM0030	30	36671862	36671862	original sample frame/assessments monitoring cycle 1
WVLJAB0495	WVLJAB0495	30	36749057	36749057	watersurfaces_hab_v4
ANTGEE0860	ANTGEE0860	30	36755190	36755190	watersurfaces_hab_v4
ANTBSE0325	ANTBSE0325	30	36860574	36860574	watersurfaces_hab_v4
LIMHAS0738	LIMHAS0738	30	36873958	36873958	watersurfaces_hab_v4
ANTMEE0180	ANTMEE0180	30	36935158	36935158	watersurfaces_hab_v4
ANTLIL0249	ANTLIL0249	30	36942294	36942294	original sample frame
425611_v2020	425611_v2020	30	36999078	36999078	watersurfaces_hab_v4
543405_v2016	543405_v2016	30	37062774	37062774	original sample frame
538483_v2018	538483_v2018	30	37109505	37109505	watersurfaces_hab_v4
LIMZNH0444	LIMZNH0444	30	37136082	37136082	original sample frame
WVLBRN0145	WVLBRN0145	30	37229633	37229633	original sample frame/assessments monitoring cycle 1
LIMDPB0092	LIMDPB0092	30	37247282	37247282	watersurfaces_hab_v4
LIMMSK0164	LIMMSK0164	30	37303442	37303442	watersurfaces_hab_v4
LIMTES0212	LIMTES0212	30	37351478	37351478	original sample frame
ANTRIJ0069	ANTRIJ0069	30	37430430	37430430	watersurfaces_hab_v4
ANTVOR0157	ANTVOR0157	30	37529814	37529814	watersurfaces_hab_v4
WVLBRU0355	WVLBRU0355	30	37548481	37548481	watersurfaces_hab_v4
OVLMDG0390	OVLMDG0390	30	37684417	37684417	watersurfaces_hab_v4
ANTHTS0016	ANTHTS0016	30	37746646	37746646	original sample frame
LIMLNK0083	LIMLNK0083	30	37812210	37812210	original sample frame/assessments monitoring cycle 1
ANTRIJ0071	ANTRIJ0071	30	37823646	37823646	watersurfaces_hab_v4
LIMHAS0283	LIMHAS0283	30	37856998	37856998	watersurfaces_hab_v4
WVLHOU0559	WVLHOU0559	30	37888977	37888977	watersurfaces_hab_v4
WVLZED0154	WVLZED0154	30	38092545	38092545	watersurfaces_hab_v4
LIMHHE0332	LIMHHE0332	30	38149842	38149842	original sample frame
LIMGNK0152	LIMGNK0152	30	38284754	38284754	original sample frame/assessments monitoring cycle 1
LIMGNK0004	LIMGNK0004	30	38496562	38496562	original sample frame
LIMPEE0200	LIMPEE0200	30	38525138	38525138	watersurfaces_hab_v4
ANTRAV0132	ANTRAV0132	30	38527790	38527790	original sample frame
538819_v2018	538819_v2018	30	38549398	38549398	watersurfaces_hab_v4
ANTBSE0326	ANTBSE0326	30	38580894	38580894	watersurfaces_hab_v4
ANTOTH0399	ANTOTH0399	30	38640174	38640174	original sample frame
ANTTUR0310	ANTTUR0310	30	38688046	38688046	watersurfaces_hab_v4
ANTBCT0285	ANTBCT0285	30	38705374	38705374	watersurfaces_hab_v4
WVLHOU0549	WVLHOU0549	30	38737873	38737873	watersurfaces_hab_v4
ANTRIJ0027	ANTRIJ0027	30	38872222	38872222	watersurfaces_hab_v4
ANTRIJ0045	ANTRIJ0045	30	38872222	38872222	watersurfaces_hab_v4
LIMHAS0160	LIMHAS0160	30	38905574	38905574	watersurfaces_hab_v4
LIMHAS0280	LIMHAS0280	30	38905574	38905574	watersurfaces_hab_v4
ANTKAS0374	ANTKAS0374	30	38950134	38950134	watersurfaces_hab_v4
ANTBSE0318	ANTBSE0318	30	39073438	39073438	watersurfaces_hab_v4
LIMZNH0514	LIMZNH0514	30	39112422	39112422	original sample frame
WVLHOU0686	WVLHOU0686	30	39363537	39363537	watersurfaces_hab_v4
463151_v2018	463151_v2018	30	39428882	39428882	watersurfaces_hab_v4
LIMHAS0518	LIMHAS0518	30	39485746	39485746	watersurfaces_hab_v4
ANTTUR0356	ANTTUR0356	30	39506990	39506990	watersurfaces_hab_v4
493042_v2018	493042_v2018	30	39529006	39529006	watersurfaces_hab_v4
LIMHHE0247	LIMHHE0247	30	39591634	39591634	original sample frame
492191_v2018	492191_v2018	30	39623798	39623798	watersurfaces_hab_v4
444320_v2016	444320_v2016	30	39687785	39687785	original sample frame
LIMHHE0333	LIMHHE0333	30	39722706	39722706	original sample frame
ANTTUR0628	ANTTUR0628	30	39768366	39768366	watersurfaces_hab_v4
WVLJAB0445	WVLJAB0445	30	39894785	39894785	watersurfaces_hab_v4
ANTGEE0136	ANTGEE0136	30	39900918	39900918	watersurfaces_hab_v4
LIMLNK0166	LIMLNK0166	30	39902194	39902194	watersurfaces_hab_v4
WVLBRN0422	WVLBRN0422	30	39905345	39905345	original sample frame
ANTRIJ0051	ANTRIJ0051	30	39920798	39920798	watersurfaces_hab_v4
LIMHHE0317	LIMHHE0317	30	40099538	40099538	original sample frame
LIMMSK0113	LIMMSK0113	30	40155730	40155730	watersurfaces_hab_v4
