sample_id	segment_id	type	river_name	sac	catchment_area	grts_ranking	sample
49583990_3260	1758	35	ASBEEK	1	2	49583990	0
49609202_3260	1831	35	MAAS	1	2	49609202	0
49611382_3260	1711	35	GROTE NETE	1	2	49611382	0
49632214_3260	1145	35	KLEINE NETE	1	2	49632214	0
49685266_3260	487	35	BOLLISENBEEK	1	2	49685266	0
49790838_3260	1747	35	ASBEEK	1	2	49790838	0
49871346_3260	1828	35	MAAS	1	2	49871346	0
49899382_3260	1246	35	GROTE NETE	1	2	49899382	0
50019742_3260	1649	35	MARK	1	2	50019742	0
50025430_3260	461	35	KLEINE NETE	1	2	50025430	0
50199798_3260	844	35	DESSELSE NEET	1	2	50199798	0
50291670_3260	456	35	KLEINE NETE	1	2	50291670	0
50395634_3260	1830	35	MAAS	1	2	50395634	0
50415378_3260	494	35	BOLLISENBEEK	1	2	50415378	0
50462582_3260	1739	35	ASBEEK	1	2	50462582	0
50471186_3260	911	35	DOMMEL	1	2	50471186	0
50526166_3260	604	35	KLEINE NETE	1	2	50526166	0
50648562_3260	285	35	MAAS	1	2	50648562	0
50669430_3260	1252	35	GROTE NETE	1	2	50669430	0
50744818_3260	312	35	ZIEPBEEK	1	2	50744818	0
50802162_3260	243	35	MAAS	1	2	50802162	0
50971890_3260	1795	35	MAAS	1	2	50971890	0
50978322_3260	727	35	WARMBEEK	1	2	50978322	0
51049718_3260	314	35	KLEINE NETE	1	2	51049718	0
51052406_3260	1734	35	ASBEEK	1	2	51052406	0
51165142_3260	612	35	KLEINE NETE	1	2	51165142	0
51236338_3260	291	35	MAAS	1	2	51236338	0
51418998_3260	1755	35	ASBEEK	1	2	51418998	0
51425810_3260	431	35	WARMBEEK	1	2	51425810	0
51468978_3260	327	35	BERWIJN	1	2	51468978	0
51480850_3260	1121	35	DOMMEL	1	2	51480850	0
51537526_3260	1579	35	GROTE NETE	1	2	51537526	0
51612918_3260	847	35	DESSELSE NEET	1	2	51612918	0
51646802_3260	189	35	MAAS	1	2	51646802	0
51717554_3260	7	35	VOER	1	2	51717554	0
51843410_3260	196	35	MAAS	1	2	51843410	0
51887990_3260	1749	35	ASBEEK	1	2	51887990	0
51963766_3260	1534	35	GROTE NETE	1	2	51963766	0
52031762_3260	97	35	DOMMEL	1	2	52031762	0
52055862_3260	1323	35	VARENDONKSE BEEK	1	2	52055862	0
52096498_3260	240	35	MAAS	1	2	52096498	0
52111570_3260	503	35	BOLLISENBEEK	1	2	52111570	0
52121074_3260	258	35	MAAS	1	2	52121074	0
52122582_3260	462	35	KLEINE NETE	1	2	52122582	0
52216694_3260	1279	35	KLEINE HOOFDGRACHT	1	2	52216694	0
52241842_3260	12	35	VOER	1	2	52241842	0
52253938_3260	1814	35	MAAS	1	2	52253938	0
52317682_3260	254	35	MAAS	1	2	52317682	0
52460534_3260	1289	35	RODE LOOP	1	2	52460534	0
52511606_3260	1569	35	GROTE NETE	1	2	52511606	0
52518386_3260	273	35	MAAS	1	2	52518386	0
52539666_3260	1049	35	DOMMEL	1	2	52539666	0
52636146_3260	1867	35	MAAS	1	2	52636146	0
52858358_3260	1389	35	GROTE NETE	1	2	52858358	0
52907506_3260	261	35	MAAS	1	2	52907506	0
52951538_3260	1827	35	MAAS	1	2	52951538	0
52966162_3260	490	35	BOLLISENBEEK	1	2	52966162	0
53066070_3260	1697	35	HERSELTSELOOP	1	2	53066070	0
53110646_3260	835	35	HANSKENSELSLOOP	1	2	53110646	0
53115378_3260	1840	35	MAAS	1	2	53115378	0
53127506_3260	152	35	MAAS	1	2	53127506	0
53131126_3260	1559	35	GROTE NETE	1	2	53131126	0
53160434_3260	1863	35	MAAS	1	2	53160434	0
53225334_3260	1259	35	KLEINE HOOFDGRACHT	1	2	53225334	0
53282770_3260	374	35	ABEEK	1	2	53282770	0
53366194_3260	1026	35	VOER	1	2	53366194	0
53531890_3260	1808	35	MAAS	1	2	53531890	0
53594610_3260	1861	35	MAAS	1	2	53594610	0
53595634_3260	293	35	MAAS	1	2	53595634	0
53730802_3260	237	35	MAAS	1	2	53730802	0
53794290_3260	284	35	MAAS	1	2	53794290	0
53864310_3260	1269	35	KLEINE HOOFDGRACHT	1	2	53864310	0
53896822_3260	1585	35	GROTE NETE	1	2	53896822	0
53958390_3260	446	35	KLEINE NETE	1	2	53958390	0
53985142_3260	1748	35	ASBEEK	1	2	53985142	0
54019574_3260	1706	35	GROTE NETE	1	2	54019574	0
54025650_3260	1043	35	VOER	1	2	54025650	0
54033878_3260	1525	35	LAAKBEEK	1	2	54033878	0
54216466_3260	500	35	BOLLISENBEEK	1	2	54216466	0
54233570_3260	972	35	MAAS	1	2	54233570	0
54268242_3260	192	35	MAAS	1	2	54268242	0
54420818_3260	213	35	MAAS	1	2	54420818	0
54423826_3260	94	35	DOMMEL	1	2	54423826	0
54424402_3260	517	35	ITTERBEEK	1	2	54424402	0
54503030_3260	1597	35	GROTE NETE	1	2	54503030	0
54509430_3260	1243	35	GROTE NETE	1	2	54509430	0
54671318_3260	608	35	KLEINE NETE	1	2	54671318	0
54749666_3260	980	35	MAAS	1	2	54749666	0
54758162_3260	941	35	DOMMEL	1	2	54758162	0
54812178_3260	719	35	WARMBEEK	1	2	54812178	0
54863734_3260	1253	35	KLEINE HOOFDGRACHT	1	2	54863734	0
54870262_3260	675	35	KLEINE NETE	1	2	54870262	0
54905330_3260	1858	35	MAAS	1	2	54905330	0
54917298_3260	321	35	BERWIJN	1	2	54917298	0
54928146_3260	485	35	BOLLISENBEEK	1	2	54928146	0
54944726_3260	457	35	KLEINE NETE	1	2	54944726	0
55040482_3260	975	35	MAAS	1	2	55040482	0
55076470_3260	1591	35	GROTE NETE	1	2	55076470	0
55172626_3260	726	35	WARMBEEK	1	2	55172626	0
55187538_3260	60	35	BOSBEEK	1	2	55187538	0
55257586_3260	1865	35	MAAS	1	2	55257586	0
55287218_3260	959	35	VOER	1	2	55287218	0
55292434_3260	429	35	WARMBEEK	1	2	55292434	0
55303666_3260	238	35	MAAS	1	2	55303666	0
55306454_3260	1718	35	MOLENBEEK	1	2	55306454	0
55362226_3260	948	35	VOER	1	2	55362226	0
55695570_3260	464	35	BOLLISENBEEK	1	2	55695570	0
55719894_3260	606	35	KLEINE NETE	1	2	55719894	0
55807222_3260	848	35	DESSELSE NEET	1	2	55807222	0
56031190_3260	602	35	KLEINE NETE	1	2	56031190	0
56121334_3260	1713	35	KLEINE NETE	1	2	56121334	0
56234322_3260	199	35	MAAS	1	2	56234322	0
56354678_3260	1265	35	KLEINE HOOFDGRACHT	1	2	56354678	0
56534354_3260	209	35	MAAS	1	2	56534354	0
56651282_3260	864	35	WARMBEEK	1	2	56651282	0
56709994_3260	1098	35	DOMMEL	1	2	56709994	0
56739574_3260	620	35	KLEINE NETE	1	2	56739574	0
56808594_3260	508	35	ITTERBEEK	1	2	56808594	0
56846674_3260	165	35	MAAS	1	2	56846674	0
56854390_3260	1405	35	BRISDILLOOP	1	2	56854390	0
56879454_3260	1788	35	MARK	1	2	56879454	0
56963602_3260	440	35	WARMBEEK	1	2	56963602	0
57005298_3260	1806	35	MAAS	1	2	57005298	0
57007634_3260	723	35	WARMBEEK	1	2	57007634	0
57024786_3260	913	35	DOMMEL	1	2	57024786	0
57104118_3260	445	35	KLEINE NETE	1	2	57104118	0
57116946_3260	1114	35	DOMMEL	1	2	57116946	0
57162226_3260	1842	35	MAAS	1	2	57162226	0
57411190_3260	1618	35	GROTE NETE	1	2	57411190	0
57587574_3260	1557	35	GROTE NETE	1	2	57587574	0
57735442_3260	782	35	DOMMEL	1	2	57735442	0
57752990_3260	1642	35	MARK	1	2	57752990	0
57828274_3260	323	35	BERWIJN	1	2	57828274	0
57841526_3260	1763	35	ASBEEK	1	2	57841526	0
57985522_3260	1855	35	MAAS	1	2	57985522	0
57997810_3260	1832	35	MAAS	1	2	57997810	0
58091126_3260	1584	35	GROTE NETE	1	2	58091126	0
58166518_3260	855	35	DESSELSE NEET	1	2	58166518	0
58199862_3260	1330	35	VARENDONKSE BEEK	1	2	58199862	0
58206546_3260	168	35	MAAS	1	2	58206546	0
58217322_3260	1095	35	DOMMEL	1	2	58217322	0
58273266_3260	248	35	MAAS	1	2	58273266	0
58320758_3260	1272	35	KLEINE HOOFDGRACHT	1	2	58320758	0
58356562_3260	513	35	ITTERBEEK	1	2	58356562	0
58363702_3260	1335	35	VARENDONKSE BEEK	1	2	58363702	0
58468690_3260	166	35	MAAS	1	2	58468690	0
58525494_3260	1343	35	VARENDONKSE BEEK	1	2	58525494	0
58598162_3260	489	35	BOLLISENBEEK	1	2	58598162	0
58636150_3260	1555	35	GROTE NETE	1	2	58636150	0
58701686_3260	1553	35	GROTE NETE	1	2	58701686	0
58771954_3260	1854	35	MAAS	1	2	58771954	0
58849142_3260	1417	35	BRISDILLOOP	1	2	58849142	0
59083506_3260	1818	35	MAAS	1	2	59083506	0
59088374_3260	1403	35	GROTE NETE	1	2	59088374	0
59133362_3260	1027	35	VOER	1	2	59133362	0
59167986_3260	1798	35	MAAS	1	2	59167986	0
59168214_3260	1472	35	LAAKBEEK	1	2	59168214	0
59268626_3260	427	35	WARMBEEK	1	2	59268626	0
59276278_3260	1285	35	RODE LOOP	1	2	59276278	0
59308150_3260	1457	35	DESSELSE NEET	1	2	59308150	0
59370742_3260	1456	35	DESSELSE NEET	1	2	59370742	0
59418962_3260	154	35	MAAS	1	2	59418962	0
59468466_3260	366	35	BERWIJN	1	2	59468466	0
59481522_3260	960	35	VOER	1	2	59481522	0
59486738_3260	430	35	WARMBEEK	1	2	59486738	0
59672850_3260	1120	35	DOMMEL	1	2	59672850	0
59692502_3260	1469	35	LAAKBEEK	1	2	59692502	0
59718130_3260	1848	35	MAAS	1	2	59718130	0
59752530_3260	116	35	MAAS	1	2	59752530	0
59828086_3260	1537	35	GROTE NETE	1	2	59828086	0
59845106_3260	1871	35	MAAS	1	2	59845106	0
59861474_3260	977	35	MAAS	1	2	59861474	0
59869458_3260	1122	35	DOMMEL	1	2	59869458	0
59934678_3260	1619	35	KLEINE NETE	1	2	59934678	0
60029426_3260	1823	35	MAAS	1	2	60029426	0
60067250_3260	13	35	VOER	1	2	60067250	0
60112286_3260	1646	35	MARK	1	2	60112286	0
60132598_3260	860	35	DESSELSE NEET	1	2	60132598	0
60181938_3260	1031	35	VOER	1	2	60181938	0
60224658_3260	533	35	ITTERBEEK	1	2	60224658	0
60277426_3260	955	35	VOER	1	2	60277426	0
60288530_3260	867	35	WARMBEEK	1	2	60288530	0
60291030_3260	1151	35	KLEINE NETE	1	2	60291030	0
60307794_3260	142	35	MAAS	1	2	60307794	0
60318738_3260	552	35	ABEEK	1	2	60318738	0
60319350_3260	1588	35	GROTE NETE	1	2	60319350	0
60360310_3260	1614	35	GROTE NETE	1	2	60360310	0
60502518_3260	1622	35	MOLSE NETE	1	2	60502518	0
60508434_3260	1102	35	DOMMEL	1	2	60508434	0
60553490_3260	101	35	DOMMEL	1	2	60553490	0
60640338_3260	986	35	MAAS	1	2	60640338	0
60729298_3260	543	35	ABEEK	1	2	60729298	0
60778834_3260	162	35	MAAS	1	2	60778834	0
60853750_3260	1392	35	GROTE NETE	1	2	60853750	0
60937714_3260	287	35	MAAS	1	2	60937714	0
60997494_3260	1746	35	ASBEEK	1	2	60997494	0
61060982_3260	1551	35	GROTE NETE	1	2	61060982	0
61146742_3260	1612	35	GROTE NETE	1	2	61146742	0
61174034_3260	1159	35	DOMMEL	1	2	61174034	0
61196786_3260	1860	35	MAAS	1	2	61196786	0
61216630_3260	1770	35	ASBEEK	1	2	61216630	0
61224082_3260	520	35	ITTERBEEK	1	2	61224082	0
61302098_3260	218	35	MAAS	1	2	61302098	0
61351798_3260	1531	35	GROTE NETE	1	2	61351798	0
61391378_3260	444	35	WARMBEEK	1	2	61391378	0
61511542_3260	1762	35	ASBEEK	1	2	61511542	0
61551094_3260	1624	35	MOLSE NETE	1	2	61551094	0
61653682_3260	962	35	VOER	1	2	61653682	0
61666450_3260	527	35	ITTERBEEK	1	2	61666450	0
61667190_3260	1422	35	BRISDILLOOP	1	2	61667190	0
61671222_3260	1340	35	VARENDONKSE BEEK	1	2	61671222	0
61698322_3260	1052	35	DOMMEL	1	2	61698322	0
61713170_3260	927	35	DOMMEL	1	2	61713170	0
61778258_3260	150	35	MAAS	1	2	61778258	0
61817718_3260	1574	35	GROTE NETE	1	2	61817718	0
61939986_3260	915	35	DOMMEL	1	2	61939986	0
61995346_3260	135	35	MAAS	1	2	61995346	0
61996918_3260	1737	35	ASBEEK	1	2	61996918	0
62076338_3260	340	35	BERWIJN	1	2	62076338	0
62161314_3260	984	35	MAAS	1	2	62161314	0
62179062_3260	627	35	KLEINE NETE	1	2	62179062	0
62268178_3260	488	35	BOLLISENBEEK	1	2	62268178	0
62288146_3260	1162	35	DOMMEL	1	2	62288146	0
62314706_3260	467	35	BOLLISENBEEK	1	2	62314706	0
62349586_3260	906	35	DOMMEL	1	2	62349586	0
62447090_3260	233	35	MAAS	1	2	62447090	0
62457654_3260	1346	35	VARENDONKSE BEEK	1	2	62457654	0
62560118_3260	1760	35	ASBEEK	1	2	62560118	0
62667090_3260	139	35	MAAS	1	2	62667090	0
62826834_3260	151	35	MAAS	1	2	62826834	0
62873010_3260	1036	35	VOER	1	2	62873010	0
62898038_3260	830	35	HANSKENSELSLOOP	1	2	62898038	0
62905842_3260	234	35	MAAS	1	2	62905842	0
63015666_3260	1821	35	MAAS	1	2	63015666	0
63126002_3260	1850	35	MAAS	1	2	63126002	0
63158134_3260	1548	35	GROTE NETE	1	2	63158134	0
63191538_3260	1843	35	MAAS	1	2	63191538	0
63212978_3260	15	35	VOER	1	2	63212978	0
63250706_3260	918	35	DOMMEL	1	2	63250706	0
63344438_3260	1334	35	VARENDONKSE BEEK	1	2	63344438	0
63370386_3260	531	35	ITTERBEEK	1	2	63370386	0
63426038_3260	1384	35	GROTE NETE	1	2	63426038	0
63462930_3260	426	35	WARMBEEK	1	2	63462930	0
63482642_3260	923	35	DOMMEL	1	2	63482642	0
63526358_3260	1468	35	LAAKBEEK	1	2	63526358	0
63527602_3260	326	35	BERWIJN	1	2	63527602	0
63647218_3260	244	35	MAAS	1	2	63647218	0
63648246_3260	1623	35	MOLSE NETE	1	2	63648246	0
63672658_3260	178	35	MAAS	1	2	63672658	0
63684470_3260	1753	35	ASBEEK	1	2	63684470	0
63817462_3260	623	35	KLEINE NETE	1	2	63817462	0
63831926_3260	1741	35	ASBEEK	1	2	63831926	0
63883538_3260	1112	35	DOMMEL	1	2	63883538	0
63911346_3260	338	35	BERWIJN	1	2	63911346	0
63914870_3260	1572	35	GROTE NETE	1	2	63914870	0
63932278_3260	1406	35	BRISDILLOOP	1	2	63932278	0
64022390_3260	1538	35	GROTE NETE	1	2	64022390	0
64051890_3260	328	35	BERWIJN	1	2	64051890	0
64055778_3260	978	35	MAAS	1	2	64055778	0
64184594_3260	909	35	DOMMEL	1	2	64184594	0
64341234_3260	1794	35	MAAS	1	2	64341234	0
64376306_3260	311	35	MAAS	1	2	64376306	0
64392274_3260	998	35	MAAS	1	2	64392274	0
64508778_3260	1097	35	DOMMEL	1	2	64508778	0
64513654_3260	1589	35	GROTE NETE	1	2	64513654	0
64542194_3260	283	35	MAAS	1	2	64542194	0
64638454_3260	1396	35	GROTE NETE	1	2	64638454	0
64648018_3260	514	35	ITTERBEEK	1	2	64648018	0
64785842_3260	17	35	VOER	1	2	64785842	0
64791890_3260	205	35	MAAS	1	2	64791890	0
64838418_3260	902	35	DOMMEL	1	2	64838418	0
64845686_3260	1414	35	BRISDILLOOP	1	2	64845686	0
64916562_3260	994	35	MAAS	1	2	64916562	0
64993142_3260	1277	35	KLEINE HOOFDGRACHT	1	2	64993142	0
65104354_3260	979	35	MAAS	1	2	65104354	0
65119190_3260	537	35	KLEINE NETE	1	2	65119190	0
65168530_3260	416	35	SOERBEEK	1	2	65168530	0
65242998_3260	1404	35	BRISDILLOOP	1	2	65242998	0
65337842_3260	1833	35	MAAS	1	2	65337842	0
65379830_3260	1401	35	GROTE NETE	1	2	65379830	0
65429778_3260	903	35	DOMMEL	1	2	65429778	0
65534450_3260	1826	35	MAAS	1	2	65534450	0
65590418_3260	534	35	ITTERBEEK	1	2	65590418	0
65617310_3260	1645	35	MARK	1	2	65617310	0
65621426_3260	1022	35	VOER	1	2	65621426	0
65628498_3260	157	35	MAAS	1	2	65628498	0
65714038_3260	1562	35	GROTE NETE	1	2	65714038	0
65721490_3260	511	35	ITTERBEEK	1	2	65721490	0
65731062_3260	1629	35	MOLSE NETE	1	2	65731062	0
65767158_3260	632	35	KLEINE NETE	1	2	65767158	0
65768178_3260	1816	35	MAAS	1	2	65768178	0
65768882_3260	21	35	VOER	1	2	65768882	0
65792338_3260	175	35	MAAS	1	2	65792338	0
65914614_3260	621	35	KLEINE NETE	1	2	65914614	0
65952434_3260	333	35	BERWIJN	1	2	65952434	0
65955154_3260	214	35	MAAS	1	2	65955154	0
66009586_3260	1846	35	MAAS	1	2	66009586	0
66058514_3260	104	35	DOMMEL	1	2	66058514	0
66189586_3260	99	35	DOMMEL	1	2	66189586	0
66215410_3260	269	35	MAAS	1	2	66215410	0
66303958_3260	617	35	KLEINE NETE	1	2	66303958	0
66359634_3260	182	35	MAAS	1	2	66359634	0
66404370_3260	1153	35	WARMBEEK	1	2	66404370	0
66511186_3260	203	35	MAAS	1	2	66511186	0
66579986_3260	866	35	WARMBEEK	1	2	66579986	0
66599250_3260	140	35	MAAS	1	2	66599250	0
66735926_3260	1325	35	VARENDONKSE BEEK	1	2	66735926	0
66816482_3260	973	35	MAAS	1	2	66816482	0
66817458_3260	19	35	VOER	1	2	66817458	0
66861394_3260	138	35	MAAS	1	2	66861394	0
66997682_3260	1024	35	VOER	1	2	66997682	0
67057074_3260	339	35	BERWIJN	1	2	67057074	0
67069266_3260	216	35	MAAS	1	2	67069266	0
67090294_3260	1554	35	GROTE NETE	1	2	67090294	0
67100146_3260	235	35	MAAS	1	2	67100146	0
93650_3260	1495	35	STIEMER	2	1	93650	1
131970_3260	31	35	VOER	2	1	131970	1
351794_3260	772	35	KAATSBEEK	2	1	351794	1
408694_3260	1210	35	SCHEPPELIJKE NETE	2	1	408694	1
434881_3260	1464	35	ZILTBEKE	2	1	434881	1
470034_3260	683	35	REPPELERBEEK	2	1	470034	1
1031262_3260	1886	35	GOUWBERGSE LOOP	2	1	1031262	1
1142226_3260	1497	35	STIEMER	2	1	1142226	1
1372353_3260	1358	35	EDE	2	1	1372353	1
1618386_3260	593	35	STIEMER	2	1	1618386	1
1704146_3260	73	35	DOMMEL	2	1	1704146	1
1729430_3260	1047	35	HOFBEEK	2	1	1729430	1
2151105_3260	1466	35	ZILTBEKE	2	1	2151105	1
2387410_3260	1498	35	STIEMER	2	1	2387410	0
3020754_3260	637	35	GIELISBEEK	2	1	3020754	0
3048322_3260	24	35	VOER	2	1	3048322	0
3792430_3260	1434	35	LOEIJENS NEETJE	2	1	3792430	0
3832950_3260	1224	35	SCHEPPELIJKE NETE	2	1	3832950	0
4055250_3260	63	35	DOMMEL	2	1	4055250	0
4206034_3260	1482	35	STIEMER	2	1	4206034	0
4424578_3260	22	35	VOER	2	1	4424578	0
4478366_3260	760	35	MERKSKE	2	1	4478366	0
4930678_3260	1204	35	SCHEPPELIJKE NETE	2	1	4930678	0
4976833_3260	1356	35	EDE	2	1	4976833	0
5833822_3260	1887	35	GOUWBERGSE LOOP	2	1	5833822	0
5951681_3260	1367	35	EDE	2	1	5951681	0
6303186_3260	1483	35	STIEMER	2	1	6303186	0
6534162_3260	1229	35	WARMBEEK	2	1	6534162	0
6827474_3260	1477	35	STIEMER	2	1	6827474	0
6847026_3260	1505	35	STIEMER	2	1	6847026	0
6954258_3260	886	35	HOLVENLOOP	2	1	6954258	0
7257182_3260	1880	35	GOUWBERGSE LOOP	2	1	7257182	0
7320594_3260	1231	35	WARMBEEK	2	1	7320594	0
7393985_3260	1465	35	ZILTBEKE	2	1	7393985	0
7477810_3260	1475	35	STIEMER	2	1	7477810	0
7725266_3260	62	35	DOMMEL	2	1	7725266	0
7731154_3260	654	35	GIELISBEEK	2	1	7731154	0
7844882_3260	1232	35	WARMBEEK	2	1	7844882	0
7847470_3260	1453	35	LOEIJENS NEETJE	2	1	7847470	0
8007122_3260	1490	35	STIEMER	2	1	8007122	0
8122561_3260	1354	35	EDE	2	1	8122561	0
8436830_3260	1877	35	GOUWBERGSE LOOP	2	1	8436830	0
8453238_3260	1214	35	SCHEPPELIJKE NETE	2	1	8453238	0
8471766_3260	1661	35	BOSHOVENLOOP	2	1	8471766	0
8674866_3260	778	35	KAATSBEEK	2	1	8674866	0
8704193_3260	1379	35	EDE	2	1	8704193	0
8845330_3260	686	35	REPPELERBEEK	2	1	8845330	0
8900726_3260	673	35	ACHTERSTE NEET	2	1	8900726	0
9027118_3260	1448	35	LOEIJENS NEETJE	2	1	9027118	0
9075830_3260	1222	35	SCHEPPELIJKE NETE	2	1	9075830	0
9455318_3260	49	35	VENLOOP	2	1	9455318	0
9530834_3260	1496	35	STIEMER	2	1	9530834	0
9748014_3260	1446	35	LOEIJENS NEETJE	2	1	9748014	0
9776594_3260	1485	35	STIEMER	2	1	9776594	0
10254898_3260	1507	35	STIEMER	2	1	10254898	0
10420434_3260	70	35	DOMMEL	2	1	10420434	0
10499090_3260	1228	35	WARMBEEK	2	1	10499090	0
10788086_3260	658	35	KLEIN NEETJE	2	1	10788086	0
10835922_3260	642	35	GIELISBEEK	2	1	10835922	0
11124270_3260	1450	35	LOEIJENS NEETJE	2	1	11124270	0
11194561_3260	1366	35	EDE	2	1	11194561	0
11197998_3260	1432	35	LOEIJENS NEETJE	2	1	11197998	0
11272862_3260	1126	35	KOEISCHOTSE LOOP	2	1	11272862	0
11419858_3260	84	35	DOMMEL	2	1	11419858	0
11784310_3260	670	35	ACHTERSTE NEET	2	1	11784310	0
12332590_3260	665	35	KLEIN NEETJE	2	1	12332590	0
12401110_3260	1665	35	BOSHOVENLOOP	2	1	12401110	0
12459282_3260	890	35	HOLVENLOOP	2	1	12459282	0
12565598_3260	1884	35	GOUWBERGSE LOOP	2	1	12565598	0
12666070_3260	1662	35	BOSHOVENLOOP	2	1	12666070	0
13131314_3260	777	35	KAATSBEEK	2	1	13131314	0
13370014_3260	1127	35	KOEISCHOTSE LOOP	2	1	13370014	0
13397458_3260	1502	35	STIEMER	2	1	13397458	0
13610542_3260	1435	35	LOEIJENS NEETJE	2	1	13610542	0
13947073_3260	1378	35	EDE	2	1	13947073	0
14085586_3260	1493	35	STIEMER	2	1	14085586	0
14174793_3260	1382	35	EDE	2	1	14174793	0
14274678_3260	667	35	ACHTERSTE NEET	2	1	14274678	0
14667969_3260	1371	35	EDE	2	1	14667969	0
15275422_3260	767	35	MERKSKE	2	1	15275422	0
15342866_3260	887	35	HOLVENLOOP	2	1	15342866	0
15490610_3260	775	35	KAATSBEEK	2	1	15490610	0
15631234_3260	25	35	VOER	2	1	15631234	0
16128562_3260	1474	35	STIEMER	2	1	16128562	0
16415862_3260	1223	35	SCHEPPELIJKE NETE	2	1	16415862	0
16437441_3260	1368	35	EDE	2	1	16437441	0
16657874_3260	1486	35	STIEMER	2	1	16657874	0
16680086_3260	48	35	VENLOOP	2	1	16680086	0
17031186_3260	398	35	WARMBEEK	2	1	17031186	0
17282066_3260	1233	35	WARMBEEK	2	1	17282066	0
17354945_3260	1375	35	EDE	2	1	17354945	0
17433474_3260	33	35	VOER	2	1	17433474	0
17767698_3260	892	35	HOLVENLOOP	2	1	17767698	0
18236630_3260	1655	35	BOSHOVENLOOP	2	1	18236630	0
18591990_3260	42	35	DALEMANSLOOP	2	1	18591990	0
18744194_3260	37	35	VOER	2	1	18744194	0
19124342_3260	672	35	ACHTERSTE NEET	2	1	19124342	0
19218642_3260	81	35	DOMMEL	2	1	19218642	0
19422770_3260	776	35	KAATSBEEK	2	1	19422770	0
19460289_3260	1362	35	EDE	2	1	19460289	0
19535262_3260	765	35	MERKSKE	2	1	19535262	0
19912658_3260	634	35	GIELISBEEK	2	1	19912658	0
19987574_3260	1215	35	SCHEPPELIJKE NETE	2	1	19987574	0
20583838_3260	766	35	MERKSKE	2	1	20583838	0
20713665_3260	1363	35	EDE	2	1	20713665	0
20721198_3260	664	35	KLEIN NEETJE	2	1	20721198	0
20740658_3260	1506	35	STIEMER	2	1	20740658	0
20758062_3260	1445	35	LOEIJENS NEETJE	2	1	20758062	0
20994066_3260	381	35	SOERBEEK	2	1	20994066	0
21069010_3260	89	35	DOMMEL	2	1	21069010	0
21102802_3260	75	35	DOMMEL	2	1	21102802	0
21857154_3260	26	35	VOER	2	1	21857154	0
22871158_3260	1212	35	SCHEPPELIJKE NETE	2	1	22871158	0
23056577_3260	1372	35	EDE	2	1	23056577	0
23058386_3260	649	35	GIELISBEEK	2	1	23058386	0
23099954_3260	1510	35	STIEMER	2	1	23099954	0
23146742_3260	38	35	DALEMANSLOOP	2	1	23146742	0
23178798_3260	1439	35	LOEIJENS NEETJE	2	1	23178798	0
23449718_3260	668	35	ACHTERSTE NEET	2	1	23449718	0
23473618_3260	1488	35	STIEMER	2	1	23473618	0
23821430_3260	1219	35	SCHEPPELIJKE NETE	2	1	23821430	0
24105153_3260	1370	35	EDE	2	1	24105153	0
24419574_3260	657	35	KLEIN NEETJE	2	1	24419574	0
24721970_3260	1513	35	STIEMER	2	1	24721970	0
24991698_3260	645	35	GIELISBEEK	2	1	24991698	0
25026770_3260	64	35	DOMMEL	2	1	25026770	0
25476654_3260	1447	35	LOEIJENS NEETJE	2	1	25476654	0
25822082_3260	34	35	VOER	2	1	25822082	0
25918582_3260	1221	35	SCHEPPELIJKE NETE	2	1	25918582	0
26049654_3260	1226	35	SCHEPPELIJKE NETE	2	1	26049654	0
26156306_3260	893	35	HOLVENLOOP	2	1	26156306	0
26346370_3260	32	35	VOER	2	1	26346370	0
26402350_3260	1431	35	LOEIJENS NEETJE	2	1	26402350	0
26901622_3260	1225	35	SCHEPPELIJKE NETE	2	1	26901622	0
27324609_3260	1357	35	EDE	2	1	27324609	0
27809746_3260	638	35	GIELISBEEK	2	1	27809746	0
27840705_3260	1373	35	EDE	2	1	27840705	0
27941842_3260	372	35	BULLENBEEK	2	1	27941842	0
28260306_3260	652	35	GIELISBEEK	2	1	28260306	0
28360238_3260	1443	35	LOEIJENS NEETJE	2	1	28360238	0
28827666_3260	399	35	WARMBEEK	2	1	28827666	0
29278418_3260	66	35	DOMMEL	2	1	29278418	0
29644190_3260	759	35	MERKSKE	2	1	29644190	0
29751250_3260	653	35	GIELISBEEK	2	1	29751250	0
29934466_3260	549	35	VOER	2	1	29934466	0
30169042_3260	639	35	GIELISBEEK	2	1	30169042	0
30563890_3260	779	35	KAATSBEEK	2	1	30563890	0
30955474_3260	656	35	GIELISBEEK	2	1	30955474	0
31277266_3260	78	35	DOMMEL	2	1	31277266	0
31488562_3260	1509	35	STIEMER	2	1	31488562	0
31505966_3260	1442	35	LOEIJENS NEETJE	2	1	31505966	0
31521910_3260	1213	35	SCHEPPELIJKE NETE	2	1	31521910	0
31685750_3260	1220	35	SCHEPPELIJKE NETE	2	1	31685750	0
31772865_3260	1376	35	EDE	2	1	31772865	0
32559037_3260	1046	35	NA	2	1	32559037	0
32633025_3260	1351	35	EDE	2	1	32633025	0
33129346_3260	27	35	VOER	2	1	33129346	0
33137345_3260	1463	35	ZILTBEKE	2	1	33137345	0
33258614_3260	1217	35	SCHEPPELIJKE NETE	2	1	33258614	0
33303570_3260	679	35	REPPELERBEEK	2	1	33303570	0
33340974_3260	1444	35	LOEIJENS NEETJE	2	1	33340974	0
33471582_3260	1881	35	GOUWBERGSE LOOP	2	1	33471582	0
