segment_code	river_name	wl_code	grts_ranking	sac	catchment_area	x	y
old_234	MAAS	VL11_203	62905842	intersecting or downstream	> 10 km²	245598.152086768	185274.71156387
old_235	MAAS	VL11_203	67100146	intersecting or downstream	> 10 km²	245542.671704863	185192.028653487
old_236	MAAS	VL11_203	48487922	intersecting or downstream	> 10 km²	245476.734971944	185116.976583362
old_237	MAAS	VL11_203	53730802	intersecting or downstream	> 10 km²	245408.074664477	185044.335968216
old_238	MAAS	VL11_203	55303666	intersecting or downstream	> 10 km²	245340.070609187	184971.08783513
old_239	MAAS	VL11_203	26930674	intersecting or downstream	> 10 km²	245276.59431414	184894.076372197
old_24	VOER	L217_5452	3048322	outside	< 10 km²	251834.149274777	160681.428074532
old_240	MAAS	VL11_203	52096498	intersecting or downstream	> 10 km²	245219.034345755	184812.367769343
old_241	MAAS	VL11_203	10956274	intersecting or downstream	> 10 km²	245161.711851879	184730.495243973
old_242	MAAS	VL11_203	8859122	intersecting or downstream	> 10 km²	245103.32639689	184649.366521952
old_243	MAAS	VL11_203	50802162	intersecting or downstream	> 10 km²	245048.175855167	184566.091782691
old_244	MAAS	VL11_203	63647218	intersecting or downstream	> 10 km²	245001.898274669	184477.850156784
old_245	MAAS	VL11_203	45821426	intersecting or downstream	> 10 km²	244970.457675403	184383.144764507
old_246	MAAS	VL11_203	11087346	intersecting or downstream	> 10 km²	244958.472875926	184285.15688128
old_247	MAAS	VL11_203	15281650	intersecting or downstream	> 10 km²	244964.102383648	184185.361062564
old_248	MAAS	VL11_203	58273266	intersecting or downstream	> 10 km²	244981.876924938	184087.8259226
old_249	MAAS	VL11_203	43068914	intersecting or downstream	> 10 km²	245019.257665416	183995.366126854
old_25	VOER	L217_5452	15631234	outside	< 10 km²	251896.557336837	160616.745374111
old_250	MAAS	VL11_203	17903090	intersecting or downstream	> 10 km²	245071.043318512	183910.429388769
old_251	MAAS	VL11_203	25243122	intersecting or downstream	> 10 km²	245136.373918756	183835.088066688
old_252	MAAS	VL11_203	37961202	intersecting or downstream	> 10 km²	245211.184003266	183769.117437845
old_253	MAAS	VL11_203	3034610	intersecting or downstream	> 10 km²	245296.816164958	183718.320599053
old_254	MAAS	VL11_203	52317682	intersecting or downstream	> 10 km²	245393.005726412	183693.555940569
old_255	MAAS	VL11_203	48123378	intersecting or downstream	> 10 km²	245490.215111693	183670.354955381
old_256	MAAS	VL11_203	14044658	intersecting or downstream	> 10 km²	245589.078218287	183668.085106695
old_257	MAAS	VL11_203	33967602	intersecting or downstream	> 10 km²	245688.755971653	183675.517620968
old_258	MAAS	VL11_203	52121074	intersecting or downstream	> 10 km²	245787.06490102	183692.297825341
old_259	MAAS	VL11_203	3886578	intersecting or downstream	> 10 km²	245884.088132875	183716.27583131
old_26	VOER	L217_5452	21857154	outside	< 10 km²	251973.396021749	160552.552873513
old_260	MAAS	VL11_203	41635314	intersecting or downstream	> 10 km²	245979.674345224	183745.328234689
old_261	MAAS	VL11_203	52907506	intersecting or downstream	> 10 km²	246069.017632228	183789.19284764
old_262	MAAS	VL11_203	13606386	intersecting or downstream	> 10 km²	246152.940680763	183843.366450496
old_263	MAAS	VL11_203	27237874	intersecting or downstream	> 10 km²	246229.538231253	183907.338349746
old_264	MAAS	VL11_203	7560690	intersecting or downstream	> 10 km²	246290.991304078	183985.605633522
old_265	MAAS	VL11_203	15162866	intersecting or downstream	> 10 km²	246347.305497332	184068.181414683
old_266	MAAS	VL11_203	14114290	intersecting or downstream	> 10 km²	246410.526546022	184145.441138677
old_267	MAAS	VL11_203	4677106	intersecting or downstream	> 10 km²	246475.896924488	184221.056020873
old_268	MAAS	VL11_203	39804402	intersecting or downstream	> 10 km²	246553.920276229	184282.407643373
old_269	MAAS	VL11_203	66215410	intersecting or downstream	> 10 km²	246643.745849651	184325.064804053
old_27	VOER	L217_5452	33129346	outside	< 10 km²	252015.048153804	160463.794882094
old_270	MAAS	VL11_203	2252274	intersecting or downstream	> 10 km²	246741.719196507	184338.783463359
old_271	MAAS	VL11_203	25976306	intersecting or downstream	> 10 km²	246840.250823883	184325.458889703
old_272	MAAS	VL11_203	38559218	intersecting or downstream	> 10 km²	246936.721496561	184299.449871693
old_273	MAAS	VL11_203	52518386	intersecting or downstream	> 10 km²	247030.072729401	184263.887504339
old_274	MAAS	VL11_203	6118898	intersecting or downstream	> 10 km²	247117.400220292	184215.711525806
old_275	MAAS	VL11_203	34430450	intersecting or downstream	> 10 km²	247199.540607556	184158.87190036
old_276	MAAS	VL11_203	26041842	intersecting or downstream	> 10 km²	247277.724126896	184096.642025425
old_277	MAAS	VL11_203	45819378	intersecting or downstream	> 10 km²	247352.363815829	184030.191918522
old_278	MAAS	VL11_203	20653554	intersecting or downstream	> 10 km²	247416.774522234	183954.059971763
old_279	MAAS	VL11_203	18556402	intersecting or downstream	> 10 km²	247475.73296924	183873.369703062
old_28	VOER	L217_5452	45712258	outside	< 10 km²	252027.021206402	160366.388317552
old_280	MAAS	VL11_203	43722226	intersecting or downstream	> 10 km²	247530.741449044	183789.943055895
old_281	MAAS	VL11_203	36230642	intersecting or downstream	> 10 km²	247582.661897547	183704.546357073
old_282	MAAS	VL11_203	18404850	intersecting or downstream	> 10 km²	247626.784339254	183615.014615393
old_283	MAAS	VL11_203	64542194	intersecting or downstream	> 10 km²	247655.959887609	183519.71756848
old_284	MAAS	VL11_203	53794290	intersecting or downstream	> 10 km²	247664.059904897	183420.455757725
old_285	MAAS	VL11_203	50648562	intersecting or downstream	> 10 km²	247653.693359137	183321.371205301
old_286	MAAS	VL11_203	16111090	intersecting or downstream	> 10 km²	247612.242304313	183231.845335321
old_287	MAAS	VL11_203	60937714	intersecting or downstream	> 10 km²	247562.122928871	183145.364441503
old_288	MAAS	VL11_203	46257650	intersecting or downstream	> 10 km²	247486.596510847	183083.803023532
old_289	MAAS	VL11_203	22140402	intersecting or downstream	> 10 km²	247390.516251404	183058.990310093
old_29	VOER	L217_5452	44663682	outside	< 10 km²	252063.814983867	160280.606714812
old_290	MAAS	VL11_203	13487602	intersecting or downstream	> 10 km²	247295.155621411	183029.317388065
old_291	MAAS	VL11_203	51236338	intersecting or downstream	> 10 km²	247202.308053546	182992.42172328
old_292	MAAS	VL11_203	2477554	intersecting or downstream	> 10 km²	247113.582741319	182946.605227233
old_293	MAAS	VL11_203	53595634	intersecting or downstream	> 10 km²	247027.540230761	182895.764608299
old_3	VOER	L107_891	43486642	intersecting or downstream	> 10 km²	248293.468173774	161892.563879675
old_30	VOER	L217_5452	63046530	outside	< 10 km²	252071.784700272	160198.246239965
old_302	LOEIJENS NEETJE	L111_1066	28161270	outside	> 10 km²	196511.119400002	216260.300500002
old_303	LOEIJENS NEETJE	L111_1066	60929270	outside	> 10 km²	196566.483969743	216346.461228725
old_304	KLEIN NEETJE	L111_1066	37135606	outside	> 10 km²	197826.139899999	216737.186500002
old_305	LOEIJENS NEETJE	L111_1066	18068726	outside	> 10 km²	196621.719400004	216433.451499999
old_306	KLEIN NEETJE	L111_1066	55817462	outside	> 10 km²	196718.848792692	216479.756610348
old_307	KLEIN NEETJE	L111_1066	42185974	outside	> 10 km²	196821.987334639	216507.894026906
old_308	KLEIN NEETJE	L111_1066	16233718	outside	> 10 km²	196929.674352552	216508.986030591
old_309	LOEIJENS NEETJE	L111_1066	65348142	outside	> 10 km²	198102.121399999	219319.526000001
old_31	VOER	L217_5452	131970	outside	< 10 km²	252091.152004789	160123.85765789
old_311	MAAS	L107_883	64376306	intersecting or downstream	> 10 km²	245614.917400002	183669.987500001
old_312	ZIEPBEEK	L107_883	50744818	intersecting or downstream	> 10 km²	245647.761842702	183599.154222891
old_313	KLEINE NETE	VL11_126	10155254	intersecting or downstream	> 10 km²	196673.599399999	215041.482500002
old_314	KLEINE NETE	VL11_126	51049718	intersecting or downstream	> 10 km²	196776.534403498	215099.877545491
old_315	TAPPELBEEK	L111_624	37033878	intersecting or downstream	> 10 km²	169302.8979	212368.392499998
old_316	TAPPELBEEK	L111_624	33769366	intersecting or downstream	> 10 km²	169349.618853985	212455.733544804
old_317	BERWIJN	VL05_134	3799218	intersecting or downstream	> 10 km²	242803.093999997	161362.515099999
old_319	BERWIJN	VL05_134	48887986	intersecting or downstream	> 10 km²	242901.674438289	161337.658972681
old_32	VOER	L217_5452	26346370	outside	< 10 km²	252130.484371791	160063.593187033
old_320	BERWIJN	VL05_134	391346	intersecting or downstream	> 10 km²	242974.051983875	161358.800324102
old_321	BERWIJN	VL05_134	54917298	intersecting or downstream	> 10 km²	243014.895747916	161277.912886206
old_322	BERWIJN	VL05_134	6448050	intersecting or downstream	> 10 km²	243030.242280348	161186.268995807
old_323	BERWIJN	VL05_134	57828274	intersecting or downstream	> 10 km²	243118.852884252	161141.101753743
old_324	BERWIJN	VL05_134	32070322	intersecting or downstream	> 10 km²	243217.562716537	161125.67778633
old_325	BERWIJN	VL05_134	39410354	intersecting or downstream	> 10 km²	243316.57921919	161115.606511551
old_326	BERWIJN	VL05_134	63527602	intersecting or downstream	> 10 km²	243403.653126383	161155.797102053
old_327	BERWIJN	VL05_134	51468978	intersecting or downstream	> 10 km²	243488.122662629	161106.918209076
old_328	BERWIJN	VL05_134	64051890	intersecting or downstream	> 10 km²	243546.503861951	161029.225766527
old_329	BERWIJN	VL05_134	88754	intersecting or downstream	> 10 km²	243642.003095615	161000.355374062
old_33	VOER	L217_5452	17433474	outside	< 10 km²	252212.983655	160026.893354549
old_330	BERWIJN	VL05_134	17980082	intersecting or downstream	> 10 km²	243738.400640076	160989.616517482
old_331	BERWIJN	VL05_134	29252274	intersecting or downstream	> 10 km²	243777.654609663	161077.903592567
old_332	BERWIJN	VL05_134	26106546	intersecting or downstream	> 10 km²	243837.863189543	161145.473923537
old_333	BERWIJN	VL05_134	65952434	intersecting or downstream	> 10 km²	243933.233996519	161119.141670388
old_334	BERWIJN	VL05_134	47602354	intersecting or downstream	> 10 km²	244000.028888144	161183.084404464
old_335	BERWIJN	VL05_134	16217522	intersecting or downstream	> 10 km²	244068.431531301	161252.88000559
old_336	BERWIJN	VL05_134	22508978	intersecting or downstream	> 10 km²	244159.422946886	161290.490325159
old_337	BERWIJN	VL05_134	26162610	intersecting or downstream	> 10 km²	244254.013044526	161296.973906655
old_338	BERWIJN	VL05_134	63911346	intersecting or downstream	> 10 km²	244340.223690303	161332.506641831
old_339	BERWIJN	VL05_134	67057074	intersecting or downstream	> 10 km²	244433.821376167	161362.09495443
old_34	VOER	L217_5452	25822082	outside	< 10 km²	252254.277748735	159967.059906031
old_340	BERWIJN	VL05_134	62076338	intersecting or downstream	> 10 km²	244527.260822514	161330.95104533
old_341	BERWIJN	VL05_134	41104818	intersecting or downstream	> 10 km²	244615.372071622	161351.253658074
old_342	BERWIJN	VL05_134	44250546	intersecting or downstream	> 10 km²	244678.469993356	161426.561313111
old_343	BERWIJN	VL05_134	24524210	intersecting or downstream	> 10 km²	244760.709374607	161483.17054819
old_344	BERWIJN	VL05_134	48117170	intersecting or downstream	> 10 km²	244839.578466458	161543.646249827
old_345	BERWIJN	VL05_134	15611314	intersecting or downstream	> 10 km²	244937.321970285	161553.426080031
old_346	BERWIJN	VL05_134	34223538	intersecting or downstream	> 10 km²	245035.914595804	161537.434925621
old_347	BERWIJN	VL05_134	9582002	intersecting or downstream	> 10 km²	245081.098533385	161455.844611339
old_348	BERWIJN	VL05_134	2241970	intersecting or downstream	> 10 km²	245151.959104465	161385.905582946
old_349	BERWIJN	VL05_134	6436274	intersecting or downstream	> 10 km²	245241.819209243	161398.915585681
old_35	VOER	L217_5452	59638658	outside	< 10 km²	252277.868574732	159880.080257838
old_350	BERWIJN	VL05_134	40412594	intersecting or downstream	> 10 km²	245323.943414079	161451.666084424
old_351	BERWIJN	VL05_134	16295346	intersecting or downstream	> 10 km²	245392.807887204	161390.329782562
old_352	BERWIJN	VL05_134	29926834	intersecting or downstream	> 10 km²	245427.533754205	161298.66707971
old_353	BERWIJN	VL05_134	42509746	intersecting or downstream	> 10 km²	245506.462250544	161263.794225379
old_354	BERWIJN	VL05_134	36742578	intersecting or downstream	> 10 km²	245579.774783884	161303.725886828
old_355	BERWIJN	VL05_134	16819634	intersecting or downstream	> 10 km²	245658.544079641	161326.185498993
old_356	BERWIJN	VL05_134	8415922	intersecting or downstream	> 10 km²	245672.725493789	161232.749994847
old_357	BERWIJN	VL05_134	12610226	intersecting or downstream	> 10 km²	245670.935364365	161151.960600129
old_358	BERWIJN	VL05_134	17853106	intersecting or downstream	> 10 km²	245604.682528574	161133.626551481
old_359	BERWIJN	VL05_134	3173042	intersecting or downstream	> 10 km²	245580.983712611	161040.003247522
old_36	VOER	L217_5452	50201474	outside	< 10 km²	252363.032142171	159854.937644732
old_360	BERWIJN	VL05_134	6318770	intersecting or downstream	> 10 km²	245661.38721703	161002.534841441
old_361	BERWIJN	VL05_134	31484594	intersecting or downstream	> 10 km²	245700.585441198	161055.817181735
old_362	BERWIJN	VL05_134	18901682	intersecting or downstream	> 10 km²	245773.515365577	160997.991665061
old_363	BERWIJN	VL05_134	37513906	intersecting or downstream	> 10 km²	245769.971065043	160907.004613278
old_364	BERWIJN	VL05_134	6056626	intersecting or downstream	> 10 km²	245726.964145117	160830.911013864
old_365	BERWIJN	VL05_134	27028146	intersecting or downstream	> 10 km²	245650.440810365	160777.906404122
old_366	BERWIJN	VL05_134	59468466	intersecting or downstream	> 10 km²	245649.585209246	160694.88897889
old_369	ABEEK	L217_5111	45997010	intersecting or downstream	< 10 km²	230488.877400003	197678.9265
old_37	VOER	L217_5452	18744194	outside	< 10 km²	252415.541444556	159773.690259441
old_370	ABEEK	L217_5111	28040146	intersecting or downstream	< 10 km²	230525.83856037	197583.115877381
old_371	ABEEK	L217_5111	38525906	intersecting or downstream	< 10 km²	230582.232568092	197517.617445457
old_372	BULLENBEEK	L217_5111	27941842	outside	< 10 km²	229828.925399996	197571.532000002
old_373	ABEEK	L107_861	17106898	intersecting or downstream	> 10 km²	230258.662900001	199396.456
old_374	ABEEK	L107_861	53282770	intersecting or downstream	> 10 km²	230253.95591055	199289.061848682
old_375	HOMMELBEEK	L217_5111	59287506	intersecting or downstream	< 10 km²	229390.304899998	200168.440499999
old_376	HOMMELBEEK	L217_5111	37046226	intersecting or downstream	< 10 km²	229348.347238164	200089.620035672
old_377	HOMMELBEEK	L217_5111	35956690	intersecting or downstream	< 10 km²	229566.0119	200420.873
old_378	HOMMELBEEK	L217_5111	51947474	intersecting or downstream	< 10 km²	229495.271065642	200327.468274818
old_379	ABEEK	L107_861	36440082	intersecting or downstream	> 10 km²	231014.795900002	204168.480999999
old_38	DALEMANSLOOP	L217_4671	23146742	outside	< 10 km²	197367.455399998	211500.692899998
old_380	SOERBEEK	L217_5112	67065874	outside	< 10 km²	233485.6294	203367.2535
old_381	SOERBEEK	L217_5112	20994066	outside	< 10 km²	233409.874975547	203288.467843998
old_39	DALEMANSLOOP	L217_4671	34418934	outside	< 10 km²	197467.845127931	211500.247949985
old_398	WARMBEEK	L217_5191	17031186	outside	< 10 km²	229156.350400001	208150.107000001
old_399	WARMBEEK	L217_5191	28827666	outside	< 10 km²	229034.093270496	208154.755741535
old_4	ABEEK	VL11_133	36387986	intersecting or downstream	> 10 km²	235535.655900002	206781.668000001
old_40	DALEMANSLOOP	L217_4671	53293302	outside	< 10 km²	197561.739062088	211484.18578324
old_400	WARMBEEK	L107_858	36782098	outside	> 10 km²	229009.314400002	209476.458000001
old_401	WARMBEEK	L107_858	57753618	outside	> 10 km²	229035.355363999	209376.894947954
old_402	WARMBEEK	L107_858	22839314	outside	> 10 km²	229061.008859735	209278.803248658
old_403	WARMBEEK	L107_858	61636626	outside	> 10 km²	229074.717823602	209175.918697649
old_404	WARMBEEK	L107_858	2129938	outside	> 10 km²	229115.957654968	209081.373777303
old_405	WARMBEEK	L107_858	56655890	outside	> 10 km²	229050.124489023	209025.065352695
old_406	WARMBEEK	L107_858	24150034	outside	> 10 km²	229099.738256374	208934.281539236
old_407	WARMBEEK	L107_858	7241746	outside	> 10 km²	229152.074760532	208846.425558748
old_408	WARMBEEK	L107_858	23900178	intersecting or downstream	> 10 km²	228746.134900004	210281.658
old_409	WARMBEEK	L107_858	45280786	intersecting or downstream	> 10 km²	228704.221900001	210806.504000001
old_41	DALEMANSLOOP	L217_4671	36090102	outside	< 10 km²	197626.436310157	211407.397671666
old_410	WARMBEEK	L107_858	30600722	intersecting or downstream	> 10 km²	228717.473277833	210702.05381961
old_411	SOERBEEK	L107_869	43476114	intersecting or downstream	> 10 km²	240087.193400003	206272.157499999
old_412	SOERBEEK	L107_869	4678802	intersecting or downstream	> 10 km²	239984.609553408	206267.574216304
old_413	SOERBEEK	L107_869	42689682	intersecting or downstream	> 10 km²	239883.172774219	206253.336028437
old_414	SOERBEEK	L107_869	17523858	intersecting or downstream	> 10 km²	239782.325252385	206233.988427802
old_415	SOERBEEK	L107_869	15426706	intersecting or downstream	> 10 km²	239681.607722732	206214.016152554
old_416	SOERBEEK	L107_869	65168530	intersecting or downstream	> 10 km²	239582.962780434	206185.954458685
old_417	WARMBEEK	L107_858	14081554	intersecting or downstream	> 10 km²	228718.661899999	212838.216499999
old_418	WARMBEEK	L107_858	37150226	intersecting or downstream	> 10 km²	228742.149300545	212759.526177625
old_419	WARMBEEK	VL17_147	7036434	intersecting or downstream	> 10 km²	228658.528899997	214432.954999998
old_42	DALEMANSLOOP	L217_4671	18591990	outside	< 10 km²	197715.452636517	211368.262909788
old_420	WARMBEEK	VL17_147	9133586	intersecting or downstream	> 10 km²	228668.037760224	214344.197234684
old_421	WARMBEEK	VL17_147	13327890	intersecting or downstream	> 10 km²	228654.331737371	214259.345543
old_422	WARMBEEK	VL17_147	1269266	intersecting or downstream	> 10 km²	228633.370415677	214184.048293361
old_423	WARMBEEK	VL17_147	13065746	intersecting or downstream	> 10 km²	228597.10140934	214126.772492484
old_424	WARMBEEK	VL17_147	16211474	intersecting or downstream	> 10 km²	228580.592998782	214058.683719744
old_425	WARMBEEK	VL17_147	28794386	intersecting or downstream	> 10 km²	228584.782784272	213996.979344914
old_426	WARMBEEK	VL17_147	63462930	intersecting or downstream	> 10 km²	228564.077648294	213936.411560718
old_427	WARMBEEK	VL17_147	59268626	intersecting or downstream	> 10 km²	228585.459811753	213878.377095656
old_431	WARMBEEK	VL17_147	51425810	intersecting or downstream	> 10 km²	228574.017436275	214988.11265422
old_432	WARMBEEK	VL17_147	5288466	intersecting or downstream	> 10 km²	228587.57076669	214900.332497202
old_433	WARMBEEK	VL17_147	23638546	intersecting or downstream	> 10 km²	228667.512024261	214836.875040221
old_434	WARMBEEK	VL17_147	34910738	intersecting or downstream	> 10 km²	228643.598878695	214747.195027085
old_435	WARMBEEK	VL17_147	1880594	intersecting or downstream	> 10 km²	228575.489988698	214719.5494055
old_436	WARMBEEK	VL17_147	27046418	intersecting or downstream	> 10 km²	228582.666635651	214622.183018081
old_437	WARMBEEK	VL17_147	26718738	intersecting or downstream	> 10 km²	228624.742399998	215341.850499999
old_438	WARMBEEK	VL17_147	39039506	intersecting or downstream	> 10 km²	228586.358400002	215503.194499999
old_439	WARMBEEK	VL17_147	37564946	intersecting or downstream	> 10 km²	228550.522399999	215844.480999999
old_440	WARMBEEK	VL17_147	56963602	intersecting or downstream	> 10 km²	228530.624293336	215741.671407873
old_441	WARMBEEK	VL17_147	19214866	intersecting or downstream	> 10 km²	228536.847478192	215653.709461615
old_442	WARMBEEK	VL17_147	46383634	intersecting or downstream	> 10 km²	228491.5854	218085.4375
old_443	WARMBEEK	VL17_147	15254034	intersecting or downstream	> 10 km²	228429.443997121	218040.152146654
old_445	KLEINE NETE	VL11_127	57104118	intersecting or downstream	> 10 km²	188215.889399998	210240.011
old_446	KLEINE NETE	VL11_127	53958390	intersecting or downstream	> 10 km²	188299.400113955	210278.150284285
old_447	KLEINE NETE	VL11_127	13063926	intersecting or downstream	> 10 km²	188383.323805288	210315.379317372
old_45	OUDE LOSSING	L217_5171	37703826	intersecting or downstream	< 10 km²	243146.873899996	207942.433499999
old_454	KLEINE NETE	VL11_127	14640086	intersecting or downstream	> 10 km²	181087.084899999	208607.180500001
old_455	KLEINE NETE	VL11_127	12542934	intersecting or downstream	> 10 km²	181163.122067449	208645.441715839
old_456	KLEINE NETE	VL11_127	50291670	intersecting or downstream	> 10 km²	181256.694392046	208629.870878456
old_457	KLEINE NETE	VL11_127	54944726	intersecting or downstream	> 10 km²	181344.304966757	208592.513647091
old_458	KLEINE NETE	VL11_127	42116054	intersecting or downstream	> 10 km²	180037.357900001	208360.361000001
old_459	KLEINE NETE	VL11_127	4367318	intersecting or downstream	> 10 km²	180091.245226272	208410.665929259
old_46	OUDE LOSSING	L217_5171	66015378	intersecting or downstream	< 10 km²	243132.473640269	208025.313783358
old_460	KLEINE NETE	VL11_127	29053910	intersecting or downstream	> 10 km²	179494.446400002	208256.085999999
old_461	KLEINE NETE	VL11_127	50025430	intersecting or downstream	> 10 km²	179562.247007514	208329.671036831
old_462	KLEINE NETE	VL11_127	52122582	intersecting or downstream	> 10 km²	179660.030336905	208343.643290551
old_463	KLEINE NETE	VL11_127	39089110	intersecting or downstream	> 10 km²	179760.862791911	208343.751773306
old_48	VENLOOP	L217_4741	16680086	outside	< 10 km²	169352.7029	209314.881499998
old_49	VENLOOP	L217_4741	9455318	outside	< 10 km²	169633.616899997	209293.465500001
old_492	BOLLISENBEEK	L107_854	18171666	intersecting or downstream	> 10 km²	221913.451899998	202983.010000002
old_493	BOLLISENBEEK	L107_854	5850898	intersecting or downstream	> 10 km²	221950.274511039	202892.168157018
old_494	BOLLISENBEEK	L107_854	50415378	intersecting or downstream	> 10 km²	221990.659973848	202802.85138468
old_495	BOLLISENBEEK	L107_854	36652818	intersecting or downstream	> 10 km²	222029.878360933	202713.0113829
old_496	BOLLISENBEEK	L107_854	15681298	intersecting or downstream	> 10 km²	222044.429984291	202618.090113105
old_497	BOLLISENBEEK	L107_854	29312786	intersecting or downstream	> 10 km²	222006.896553065	202527.885250693
old_498	BOLLISENBEEK	L107_854	49497874	intersecting or downstream	> 10 km²	221973.902324554	202436.158912137
old_499	BOLLISENBEEK	L107_854	19613458	intersecting or downstream	> 10 km²	221940.541071896	202343.994846005
old_50	BOSBEEK	VL05_135	7219794	intersecting or downstream	> 10 km²	238018.201399997	193834.710499998
old_500	BOLLISENBEEK	L107_854	54216466	intersecting or downstream	> 10 km²	221905.356572905	202252.624170636
old_501	BOLLISENBEEK	L107_854	16459986	intersecting or downstream	> 10 km²	221861.237622798	202165.087146614
old_502	BOLLISENBEEK	L107_854	10168530	intersecting or downstream	> 10 km²	221816.818560902	202077.700392361
old_503	BOLLISENBEEK	L107_854	52111570	intersecting or downstream	> 10 km²	221776.852185343	201988.609433303
old_504	BOLLISENBEEK	L107_854	5712082	intersecting or downstream	> 10 km²	221778.83223362	201890.601001004
old_505	ITTERBEEK	L111_1088	37934226	intersecting or downstream	> 10 km²	240652.443899997	202641.102499999
old_506	ITTERBEEK	L111_1088	42128530	intersecting or downstream	> 10 km²	240556.866350533	202612.425733601
old_507	ITTERBEEK	L111_1088	19059858	intersecting or downstream	> 10 km²	240488.550729437	202543.347388488
old_508	ITTERBEEK	L111_1088	56808594	intersecting or downstream	> 10 km²	240416.949539347	202476.616322523
old_509	ITTERBEEK	L111_1088	18535570	intersecting or downstream	> 10 km²	240321.680853112	202450.583235802
old_510	ITTERBEEK	L111_1088	44749970	intersecting or downstream	> 10 km²	240235.351720214	202406.790347348
old_511	ITTERBEEK	L111_1088	65721490	intersecting or downstream	> 10 km²	240184.212464021	202334.252598145
old_512	ITTERBEEK	L111_1088	27726994	intersecting or downstream	> 10 km²	240118.126975019	202264.000485803
old_513	ITTERBEEK	L111_1088	58356562	intersecting or downstream	> 10 km²	240053.336132856	202187.600583623
old_514	ITTERBEEK	L111_1088	64648018	intersecting or downstream	> 10 km²	239990.830661571	202110.576154482
old_515	ITTERBEEK	L111_1088	6976338	intersecting or downstream	> 10 km²	239932.26548956	202035.876305569
old_516	ITTERBEEK	L111_1088	947026	intersecting or downstream	> 10 km²	239836.409497916	202029.350921291
old_517	ITTERBEEK	L111_1088	54424402	intersecting or downstream	> 10 km²	239736.235660043	202034.962587153
old_518	ITTERBEEK	L111_1088	41841490	intersecting or downstream	> 10 km²	239637.897724494	202017.705493295
old_52	BOSBEEK	VL05_135	9585490	intersecting or downstream	> 10 km²	242942.6404	198219.982000001
old_53	BOSBEEK	VL05_135	49169234	intersecting or downstream	> 10 km²	242982.70259735	198123.67653856
old_535	KLEINE NETE	VL11_127	27894742	intersecting or downstream	> 10 km²	180519.950400002	208595.704999998
old_536	KLEINE NETE	VL11_127	37856214	intersecting or downstream	> 10 km²	180614.920462349	208619.859000001
old_537	KLEINE NETE	VL11_127	65119190	intersecting or downstream	> 10 km²	180699.973340597	208666.214594326
old_538	KLEINE NETE	VL11_127	39543766	intersecting or downstream	> 10 km²	180790.060873072	208680.620509165
old_54	BOSBEEK	VL05_135	17835858	intersecting or downstream	> 10 km²	243022.190784445	198027.133331609
old_543	ABEEK	L107_861	60729298	intersecting or downstream	> 10 km²	229691.329899997	201169.658
old_544	ABEEK	VL11_133	15454354	intersecting or downstream	> 10 km²	242039.204400003	207290.743999999
old_545	ABEEK	VL11_133	7065746	intersecting or downstream	> 10 km²	241939.722887521	207320.891928933
old_546	ABEEK	VL11_133	26185874	intersecting or downstream	> 10 km²	241840.377204084	207351.477623135
old_547	VOER	L217_5452	57197442	outside	< 10 km²	252502.956900001	159620.300500002
old_55	BOSBEEK	VL05_135	2369362	intersecting or downstream	> 10 km²	242952.863360173	197998.695669782
old_550	LOSBEEK	L217_5101	35596306	intersecting or downstream	< 10 km²	233272.445900001	205468.782499999
old_551	LOSBEEK	L217_5101	22489106	intersecting or downstream	< 10 km²	233207.273242303	205399.856836954
old_556	SCHEPPELIJKE NETE	L107_705	22502262	outside	> 10 km²	203154.945857807	209310.827209295
old_557	SCHEPPELIJKE NETE	L107_705	56056694	outside	> 10 km²	203195.804395676	209361.447516757
old_558	SCHEPPELIJKE NETE	L107_705	57482102	outside	> 10 km²	203276.642818265	209381.575055145
old_559	SCHEPPELIJKE NETE	L107_705	34790262	outside	> 10 km²	203308.095834242	209455.628246896
old_56	BOSBEEK	VL05_135	18270290	intersecting or downstream	> 10 km²	245290.558899999	198520.818500001
old_560	SCHEPPELIJKE NETE	L107_705	25353078	outside	> 10 km²	203353.709351876	209535.857786603
old_561	SCHEPPELIJKE NETE	L107_705	36887414	outside	> 10 km²	203450.096295001	209555.182427795
old_562	SCHEPPELIJKE NETE	L107_705	30071670	outside	> 10 km²	203547.367400282	209572.359938387
old_563	SCHEPPELIJKE NETE	L107_705	51043190	outside	> 10 km²	203627.067738528	209594.165713204
old_564	SCHEPPELIJKE NETE	L107_705	60218230	outside	> 10 km²	203703.028057863	209639.234774794
old_565	SCHEPPELIJKE NETE	L107_705	1497974	outside	> 10 km²	203779.349975327	209650.202613742
old_566	SCHEPPELIJKE NETE	L107_705	30464886	outside	> 10 km²	203844.633326158	209689.805176218
old_567	SCHEPPELIJKE NETE	L107_705	32562038	outside	> 10 km²	203934.977204951	209727.378969636
old_568	SCHEPPELIJKE NETE	L107_705	60873590	outside	> 10 km²	204024.120418015	209767.611854299
old_569	SCHEPPELIJKE NETE	L107_705	17619830	outside	> 10 km²	204091.147422142	209822.741489132
old_57	BOSBEEK	VL05_135	48109650	intersecting or downstream	> 10 km²	245223.01774713	198455.018359357
old_570	SCHEPPELIJKE NETE	L107_705	21814134	outside	> 10 km²	204140.013176859	209867.066313495
old_571	NA	L107_891	9850290	intersecting or downstream	> 10 km²	249295.339400001	161809.556499999
