segment_code	river_name	wl_code	grts_ranking	sac	catchment_area	x	y
new_31236	Tappelbeek	L111_624	45303702	intersecting or downstream	> 10 km²	169417.928418251	212530.368711995
new_31360	Groot Schijn	L111_1060	20073366	intersecting or downstream	> 10 km²	163168.236578351	212475.335225188
new_31361	Groot Schijn	L111_1060	41044886	intersecting or downstream	> 10 km²	163122.87936279	212547.364783724
new_31627	Molenlaak	VL11_123	41691958	intersecting or downstream	> 10 km²	191575.582699999	198692.451000001
new_31775	Bosbeek	L107_633	66554326	intersecting or downstream	> 10 km²	179629.856350277	210921.461809183
new_31776	Bosbeek	L107_633	58821078	intersecting or downstream	> 10 km²	179679.623171816	210834.496418589
new_31953	Grote Calie	L107_638	15168502	intersecting or downstream	> 10 km²	187331.964400001	214263.776299998
new_32020	Varendonkse Beek	L107_695	10352438	outside	> 10 km²	190347.531300001	195440.078000002
new_32151	Laakbeek	L111_1052	49872342	intersecting or downstream	> 10 km²	182778.914660151	216176.632251051
new_32158	Laakbeek	L111_1052	8420822	intersecting or downstream	> 10 km²	183077.170423129	215560.528411927
new_32383	Klein Wilboerebeek	L107_629	16396502	outside	> 10 km²	171938.982020524	213027.469065222
new_32775	Molse Nete	L107_706	54831990	outside	> 10 km²	205003.366700001	208897.5803
new_3292	Abeek	VL11_133	33525906	intersecting or downstream	> 10 km²	241776.174309705	207371.100674927
new_33983	De Aa	L107_640	36773934	intersecting or downstream	> 10 km²	192264.798720495	223292.351241093
new_33984	De Aa	L107_640	15802414	intersecting or downstream	> 10 km²	192221.195672025	223208.610672722
new_34011	Merkske	L107_607	4478366	outside	> 10 km²	184484.658100002	233869.9833
new_34012	Merkske	L107_607	66016670	outside	> 10 km²	184414.809991017	233849.847660563
new_34013	Merkske	L107_607	66016670	outside	> 10 km²	184325.159093923	233871.189978988
new_34014	Merkske	L107_607	66016670	outside	> 10 km²	184276.804363456	233853.817587393
new_34015	Merkske	L107_607	33510814	outside	> 10 km²	184235.656381872	233813.224970986
new_3417	Warmbeek	L107_858	61648914	intersecting or downstream	> 10 km²	228713.375163957	210335.451213135
new_3418	Warmbeek	L107_858	56290834	intersecting or downstream	> 10 km²	228734.479829301	210413.567467585
new_3419	Warmbeek	L107_858	1764882	intersecting or downstream	> 10 km²	228740.443957132	210508.023965876
new_3420	Warmbeek	L107_858	9104914	intersecting or downstream	> 10 km²	228722.687865195	210569.667785358
new_3424	Warmbeek	L107_858	3337746	intersecting or downstream	> 10 km²	228661.477619474	210904.049987456
new_3425	Warmbeek	L107_858	45084178	intersecting or downstream	> 10 km²	228674.526898476	210968.366424625
new_34368	Mark	L107_610	51716510	outside	> 10 km²	184203.522272298	229424.845923853
new_34546	Scheppelijke Nete	L107_705	32795510	outside	> 10 km²	205076.643600002	210299.365200002
new_34547	Scheppelijke Nete	L107_705	2124662	outside	> 10 km²	205017.738085556	210236.395972541
new_34548	Scheppelijke Nete	L107_705	40921974	outside	> 10 km²	204920.000254788	210211.256980177
new_34549	Scheppelijke Nete	L107_705	61893494	outside	> 10 km²	204821.52535202	210189.227133807
new_34550	Scheppelijke Nete	L107_705	14314358	outside	> 10 km²	204727.389869664	210164.782952031
new_34551	Scheppelijke Nete	L107_705	63597430	outside	> 10 km²	204659.01495715	210182.261296922
new_34552	Scheppelijke Nete	L107_705	53898102	outside	> 10 km²	204580.548582135	210131.280822499
new_34553	Scheppelijke Nete	L107_705	55733110	outside	> 10 km²	204503.300362906	210101.386656162
new_34554	Scheppelijke Nete	L107_705	9595766	outside	> 10 km²	204444.975957183	210062.969076184
new_34555	Scheppelijke Nete	L107_705	33713014	outside	> 10 km²	204398.161529874	210021.897017927
new_34556	Scheppelijke Nete	L107_705	28470134	outside	> 10 km²	204322.909069455	209968.537844386
new_34557	Scheppelijke Nete	L107_705	11787126	outside	> 10 km²	204240.835181962	209918.454683459
new_34699	Scherpenbergenloop	L111_699	41326070	intersecting or downstream	> 10 km²	195273.409307494	204055.245729511
new_34700	Scherpenbergenloop	L111_699	57054710	intersecting or downstream	> 10 km²	195177.964210671	204042.562918458
new_3479	Gulp	L107_893	16453506	intersecting or downstream	> 10 km²	257022.125100002	160920.1404
new_34811	Loeijens Neetje	L111_1066	61153838	outside	> 10 km²	198057.940107514	219258.96360397
new_34812	Loeijens Neetje	L111_1066	53813806	outside	> 10 km²	197996.4991	219173.123199999
new_34814	Loeijens Neetje	L111_1066	13509166	outside	> 10 km²	197874.420372465	219022.52168259
new_3494	Dommel	VL05_136	56974098	intersecting or downstream	> 10 km²	224638.548495788	207357.140536509
new_3495	Dommel	VL05_136	2448146	intersecting or downstream	> 10 km²	224648.41900272	207450.173317364
new_3496	Dommel	VL05_136	50682642	intersecting or downstream	> 10 km²	224720.299121301	207519.151935128
new_3497	Dommel	VL05_136	61692690	intersecting or downstream	> 10 km²	224669.019606112	207596.359067718
new_35895	Kleine Hoofdgracht	L111_707	20409974	intersecting or downstream	> 10 km²	211470.528155484	207485.666203964
new_35896	Kleine Hoofdgracht	L111_707	44871286	intersecting or downstream	> 10 km²	211380.007246747	207440.72949616
new_35897	Kleine Hoofdgracht	L111_707	60599926	intersecting or downstream	> 10 km²	211289.400171586	207395.968158796
new_3725	Demer	VL05_98	44621106	intersecting or downstream	> 10 km²	226366.009764252	177749.404005804
new_3726	Demer	VL05_98	30268722	intersecting or downstream	> 10 km²	226286.484837525	177811.889537274
new_37741	Desselse Neet	L111_717	10090614	intersecting or downstream	> 10 km²	202602.18989129	216930.43680275
new_37742	Desselse Neet	L111_717	39450742	intersecting or downstream	> 10 km²	202554.826168259	216991.04054672
new_37743	Desselse Neet	L111_717	13760630	intersecting or downstream	> 10 km²	202498.609084438	217054.090090801
new_37764	Desselse Neet	L111_717	50433270	intersecting or downstream	> 10 km²	200989.387001726	216269.691587587
new_37887	Merkske	L107_607	66016670	outside	> 10 km²	183397.449982685	233996.790176103
new_37888	Merkske	L107_607	66016670	outside	> 10 km²	183329.9041921	233996.88596373
new_37889	Merkske	L107_607	66016670	outside	> 10 km²	183295.832678823	234068.312888066
new_3796	Dommel	VL05_136	9793810	intersecting or downstream	> 10 km²	224563.126851135	213121.898717208
new_3809	Dommel	VL05_136	23224594	intersecting or downstream	> 10 km²	224691.987551318	212355.922356458
new_3813	Dommel	VL05_136	33452306	intersecting or downstream	> 10 km²	224531.89532948	212642.036154531
new_3823	Gulp	L107_893	42995586	intersecting or downstream	> 10 km²	257040.748321112	160842.086317602
new_38243	Kleine Hoofdgracht	L111_707	2999158	intersecting or downstream	> 10 km²	209397.441399999	206591.852699999
new_3852	Warmbeek	L107_858	27291154	intersecting or downstream	> 10 km²	228702.205374175	211511.984519718
new_38534	Molenbeek	L107_664	25462249	outside	> 10 km²	144079.8825	193509.235399999
new_38535	Molenbeek	L107_664	21267945	outside	> 10 km²	144045.615599997	193570.709550676
new_38724	Zwarte Beek	VL11_117	60872118	outside	> 10 km²	206586.496144963	189620.819423873
new_38725	Zwarte Beek	VL11_117	56677814	outside	> 10 km²	206605.420325094	189540.853503132
new_39635	Buvelsloop	L217_4755	37983958	outside	< 10 km²	170570.548862605	207936.474032374
new_39636	Buvelsloop	L217_4755	19650262	outside	< 10 km²	170484.076830469	207904.262346027
new_39637	Buvelsloop	L217_4755	57398998	outside	< 10 km²	170391.11336608	207911.489461545
new_39988	Hofbeek	L217_1813	52061078	outside	< 10 km²	164178.603799999	217123.004000001
new_40692	Eindepoelloop	G	33183134	outside	NA	184760.9428816	233270.182931542
new_40976	Lieremansloop	L217_4711	39410222	intersecting or downstream	< 10 km²	194350.781400003	225174.1094
new_40977	Lieremansloop	L217_4711	53565998	intersecting or downstream	< 10 km²	194264.637861332	225113.110622999
new_41027	Vleminckloop	L217_4651	49253494	intersecting or downstream	< 10 km²	206737.030000001	212453.041299999
new_41028	Vleminckloop	L217_4651	27040886	intersecting or downstream	< 10 km²	206651.223719668	212402.0280157
new_41029	Vleminckloop	L217_4651	46701686	intersecting or downstream	< 10 km²	206565.417439335	212351.014731402
new_41030	Vleminckloop	L217_4651	36215926	intersecting or downstream	< 10 km²	206480.282749983	212298.888596408
new_41031	Vleminckloop	L217_4651	30973046	intersecting or downstream	< 10 km²	206394.958580267	212247.073706187
new_416	Grote Molenbeek	VL05_30	23619049	outside	> 10 km²	142567.701418359	191967.766789671
new_42902	Olmenbeek	L217_1811	4500694	outside	< 10 km²	171134.731200002	218203.679900002
new_42903	Olmenbeek	L217_1811	34909398	outside	< 10 km²	171255.072643246	218194.615397057
new_43509	Venloop	L217_4741	2000022	outside	< 10 km²	169373.690337817	209256.713676287
new_4485	Dommel	VL05_136	19921170	intersecting or downstream	> 10 km²	223142.5066	216072.3761
new_4489	Dommel	VL05_136	22804754	intersecting or downstream	> 10 km²	223089.595685007	216495.159867794
new_44909	Dalemansloop	L217_4671	38269174	outside	< 10 km²	196178.253700003	210997.674199998
new_4493	Dommel	VL05_136	29423890	intersecting or downstream	> 10 km²	223483.818543103	215551.066992081
new_45074	Dalemansloop	L217_4671	30843126	outside	< 10 km²	196023.2258	210802.7894
new_45075	Dalemansloop	L217_4671	6725878	outside	< 10 km²	195918.932145552	210783.642217398
new_45076	Dalemansloop	L217_4671	41853174	outside	< 10 km²	195814.500484167	210764.17889404
new_46204	Gracht Rode Del	L217_4691	61938414	intersecting or downstream	< 10 km²	203282.1175	224597.435400002
new_46205	Gracht Rode Del	L217_4691	40966894	intersecting or downstream	< 10 km²	203186.037849354	224573.701983635
new_46206	Gracht Rode Del	L217_4691	2169582	intersecting or downstream	< 10 km²	203089.59056705	224550.956086638
new_46207	Gracht Rode Del	L217_4691	14490350	intersecting or downstream	< 10 km²	202992.756433048	224531.765445467
new_46208	Gracht Rode Del	L217_4691	56433390	intersecting or downstream	< 10 km²	202893.800790988	224527.368457687
new_46209	Gracht Rode Del	L217_4691	58530542	intersecting or downstream	< 10 km²	202794.826784315	224522.50747673
new_46210	Gracht Rode Del	L217_4691	34478830	intersecting or downstream	< 10 km²	202750.11185077	224473.215106916
new_46211	Gracht Rode Del	L217_4691	19471086	intersecting or downstream	< 10 km²	202767.507569666	224375.661217119
new_46212	Gracht Rode Del	L217_4691	28908270	intersecting or downstream	< 10 km²	202785.520433525	224278.218583038
new_46213	Gracht Rode Del	L217_4691	65018606	intersecting or downstream	< 10 km²	202802.57044226	224180.602712337
new_46214	Gracht Rode Del	L217_4691	20978414	intersecting or downstream	< 10 km²	202820.421437585	224083.131318421
new_46215	Gracht Rode Del	L217_4691	50338542	intersecting or downstream	< 10 km²	202838.160212558	223985.640153174
new_46216	Gracht Rode Del	L217_4691	57154286	intersecting or downstream	< 10 km²	202814.641826998	223920.163100845
new_46267	Duwijkloop	L217_4565	24858774	outside	< 10 km²	162614.405100003	204400.9016
new_46380	Loeijens Neetje	L217_4653	6929966	outside	< 10 km²	201958.098532284	221065.486621994
new_4706	Ede	L111_1110	27697345	outside	> 10 km²	84818.3196164292	210195.802818074
new_47412	Dalemansloop	L217_4671	50409718	outside	< 10 km²	197224.657978486	211508.009223209
new_47413	Dalemansloop	L217_4671	11956470	outside	< 10 km²	197129.2388173	211512.28790528
new_47414	Dalemansloop	L217_4671	37122294	outside	< 10 km²	197033.98224873	211514.767409302
new_47415	Dalemansloop	L217_4671	422134	outside	< 10 km²	196955.288118061	211460.650400932
new_47899	Dalemansloop	L217_4671	46768374	outside	< 10 km²	196076.692199998	210965.178399999
new_47900	Dalemansloop	L217_4671	60203254	outside	< 10 km²	196108.068344222	210849.933341487
new_48079	Veeweideloop	L217_4511	59638390	intersecting or downstream	< 10 km²	218438.703100003	205753.374899998
new_49516	Hulsloop	L217_4741	44451030	outside	< 10 km²	177156.107172346	212804.501067322
new_49556	Hulsloop	L217_4741	33506518	outside	< 10 km²	177186.534000002	212709.614799999
new_49587	Olmenbeek	L217_1811	20491478	outside	< 10 km²	171375.556900002	218182.576400001
new_50524	Oude Lossing	L217_5171	38752402	intersecting or downstream	< 10 km²	243065.9221	208069.1719
new_50529	Visbeek	L217_4501	57833334	outside	< 10 km²	209096.179200001	204872.0627
new_50895	Oude Lossing	L217_5171	38752402	intersecting or downstream	< 10 km²	243065.9221	208069.1719
new_50907	Visbeek	L217_4501	15366006	outside	< 10 km²	209035.106799997	205120.7579
new_50908	Visbeek	L217_4501	56260470	outside	< 10 km²	209065.289482241	205040.117140797
new_50909	Visbeek	L217_4501	42104694	outside	< 10 km²	209087.751543329	204957.59120408
new_50992	Boterpottenloop	L217_4661	23250678	intersecting or downstream	< 10 km²	186629.094076951	210099.651440148
new_50993	Boterpottenloop	L217_4661	65193718	intersecting or downstream	< 10 km²	186534.861724241	210066.770248331
new_50994	Boterpottenloop	L217_4661	34785014	intersecting or downstream	< 10 km²	186440.53328546	210034.147195271
new_50995	Boterpottenloop	L217_4661	20694774	intersecting or downstream	< 10 km²	186346.419120554	210000.916481198
new_50996	Boterpottenloop	L217_4661	7063286	intersecting or downstream	< 10 km²	186252.287563597	209967.813389372
new_50997	Boterpottenloop	L217_4661	19646198	intersecting or downstream	< 10 km²	186153.946603524	209950.80231483
new_52413	Wolfsdonkenloop	L217_4511	41596790	intersecting or downstream	< 10 km²	209223.456252047	206096.82043985
new_52414	Wolfsdonkenloop	L217_4511	29013878	intersecting or downstream	< 10 km²	209181.641886595	206166.225785672
new_54569	Mickse Beek	L217_1851	9757662	outside	< 10 km²	161189.737195624	222183.956701423
new_54590	Witbeek	L217_5151	16930642	intersecting or downstream	< 10 km²	240956.28391594	197152.363061748
new_54591	Witbeek	L217_5151	25319250	intersecting or downstream	< 10 km²	241036.131258381	197102.975974895
new_54965	Nieuwbeek	L217_5172	4067474	intersecting or downstream	< 10 km²	242635.030493298	207014.341946081
new_54993	Kleine Hoofdgracht	L217_4512	56277622	outside	< 10 km²	216847.249899998	208919.218899999
new_54994	Kleine Hoofdgracht	L217_4512	2538102	outside	< 10 km²	216748.743984965	208931.931786104
new_54995	Kleine Hoofdgracht	L217_4512	47626870	outside	< 10 km²	216648.720088943	208928.929269158
new_54996	Kleine Hoofdgracht	L217_4512	66325110	outside	< 10 km²	216555.44048383	208903.564319839
new_54997	Kleine Hoofdgracht	L217_4512	264822	outside	< 10 km²	216458.316066783	208881.762101089
new_54998	Kleine Hoofdgracht	L217_4512	11471478	outside	< 10 km²	216360.47166822	208860.724671139
new_54999	Kleine Hoofdgracht	L217_4512	28510838	outside	< 10 km²	216262.190445139	208841.614916348
new_55000	Kleine Hoofdgracht	L217_4512	46336630	outside	< 10 km²	216163.961169624	208822.239640342
new_55001	Kleine Hoofdgracht	L217_4512	16648822	outside	< 10 km²	216065.80627265	208802.770081836
new_55002	Kleine Hoofdgracht	L217_4512	46008950	outside	< 10 km²	215967.253705913	208785.537840728
new_55003	Kleine Hoofdgracht	L217_4512	31328886	outside	< 10 km²	215868.356988566	208769.961192195
new_55004	Kleine Hoofdgracht	L217_4512	4590198	outside	< 10 km²	215769.628780163	208753.313697438
new_55005	Kleine Hoofdgracht	L217_4512	1444470	outside	< 10 km²	215670.92142768	208736.542753575
new_55006	Kleine Hoofdgracht	L217_4512	32901750	outside	< 10 km²	215571.956724922	208721.376526057
new_55007	Kleine Hoofdgracht	L217_4512	2706038	outside	< 10 km²	215473.155040882	208705.291601578
new_55008	Kleine Hoofdgracht	L217_4512	55134838	outside	< 10 km²	215374.420974413	208689.049799633
new_55009	Kleine Hoofdgracht	L217_4512	5589622	outside	< 10 km²	215275.339533778	208674.653993072
new_55010	Kleine Hoofdgracht	L217_4512	17123958	outside	< 10 km²	215176.722660167	208657.478460739
new_55011	Kleine Hoofdgracht	L217_4512	63261302	outside	< 10 km²	215077.609377181	208643.497379845
new_5509	Warmbeek	L107_858	28213266	outside	> 10 km²	229185.365000002	208759.506099999
new_5519	Kleine Nete	VL11_127	56067318	intersecting or downstream	> 10 km²	194429.489515588	214517.970805708
new_5667	Demer	VL11_205	18075622	outside	> 10 km²	207241.193169407	184789.478151293
new_5668	Demer	VL11_205	43241446	outside	> 10 km²	207151.729775293	184747.901197886
new_58069	Dommel	L217_5212	30768338	outside	< 10 km²	225661.850107663	197703.719496937
new_59268	Parijse Beek	L217_1861	48943037	outside	< 10 km²	151526.652246777	223341.677163857
new_59755	Kleinebeek	L217_4391	28245430	intersecting or downstream	< 10 km²	203069.568499997	191831.800000001
new_59757	Kleinebeek	L217_4391	33226166	intersecting or downstream	< 10 km²	202891.318938908	191711.586347719
new_59758	Kleinebeek	L217_4391	15138230	intersecting or downstream	< 10 km²	202867.984399997	191631.218899999
new_59759	Kleinebeek	L217_4391	16186806	intersecting or downstream	< 10 km²	202772.909104744	191569.062393471
new_59760	Kleinebeek	L217_4391	52034998	intersecting or downstream	< 10 km²	202660.445558194	191547.722823672
new_61526	Lossingsbeek	L217_4401	42078086	outside	< 10 km²	176330.484200001	179517.890799999
new_61527	Lossingsbeek	L217_4401	3280774	outside	< 10 km²	176256.327100001	179597.774999999
new_6580	Kleine Nete	VL11_126	44844278	intersecting or downstream	> 10 km²	195679.4168	214902.984499998
new_67652	Over De Dommelloop	L217_5465	23169298	intersecting or downstream	< 10 km²	223088.500200003	216861.046999998
new_69964	Melsenbeek	L217_2542	25037209	outside	< 10 km²	103062.583965114	184253.943961613
new_69965	Melsenbeek	L217_2542	15600025	outside	< 10 km²	102984.572802465	184200.185777375
new_69969	NA	G	40765849	outside	NA	103049.807122315	184274.703270742
new_7035	Voer	L107_891	35881858	intersecting or downstream	> 10 km²	251680.070839031	160921.755373233
new_7046	Voer	L107_891	63750834	intersecting or downstream	> 10 km²	250817.259133068	161231.312600002
new_7177	Maas	VL11_203	1867858	intersecting or downstream	> 10 km²	248372.235901704	195218.354343452
new_7178	Maas	VL11_203	31490130	intersecting or downstream	> 10 km²	248384.16154089	195315.708466521
new_7179	Maas	VL11_203	36733010	intersecting or downstream	> 10 km²	248392.200004626	195414.246253194
new_72668	Asbeek	L217_5281	33000434	intersecting or downstream	< 10 km²	239306.821311376	179200.395662239
new_72669	Asbeek	L217_5281	29199346	intersecting or downstream	< 10 km²	239358.690710775	179118.147797975
new_72670	Asbeek	L217_5281	2198514	intersecting or downstream	< 10 km²	239390.742154855	179025.333971521
new_74829	NA	G	23920402	outside	NA	219845.54209818	210225.153343251
new_74831	NA	G	13835538	outside	NA	219906.846353925	210405.601499792
new_74832	NA	G	4136210	outside	NA	219975.377800525	210484.752927649
new_74873	Oude Dommel	L217_5201	13975826	intersecting or downstream	< 10 km²	224813.893809838	211930.819833388
new_76330	Maas	VL11_203	33127506	intersecting or downstream	> 10 km²	250177.25	199063.531100001
new_7671	Dommel	VL05_136	64641810	intersecting or downstream	> 10 km²	224576.692299999	207966.026900001
new_7719	Zwalmbeek	VL11_63	16949401	intersecting or downstream	> 10 km²	102397.433899999	175189.1041
new_7724	Zanderbeek	L111_1090	11369554	intersecting or downstream	> 10 km²	249964.034900002	198677.390000001
new_7725	Maas	VL11_203	57704530	intersecting or downstream	> 10 km²	248409.828000002	195511.375
new_7726	Maas	VL11_203	35356754	intersecting or downstream	> 10 km²	248460.064608939	195595.989718419
new_7727	Maas	VL11_203	28016722	intersecting or downstream	> 10 km²	248537.041567637	195657.639737387
new_7728	Maas	VL11_203	51609682	intersecting or downstream	> 10 km²	248632.933023885	195676.483538659
new_7729	Maas	VL11_203	20152402	intersecting or downstream	> 10 km²	248732.654950799	195683.779778571
new_7730	Maas	VL11_203	32735314	intersecting or downstream	> 10 km²	248830.888805501	195670.833351963
new_7731	Maas	VL11_203	54689874	intersecting or downstream	> 10 km²	248926.823543316	195642.912960788
new_7732	Maas	VL11_203	14843986	intersecting or downstream	> 10 km²	249020.496925679	195608.089128303
new_7733	Maas	VL11_203	426066	intersecting or downstream	> 10 km²	249112.622659989	195569.247528831
new_7734	Maas	VL11_203	29786194	intersecting or downstream	> 10 km²	249200.107264522	195521.243739689
new_7735	Maas	VL11_203	53575762	intersecting or downstream	> 10 km²	249285.339664415	195468.965579012
new_7736	Maas	VL11_203	59514962	intersecting or downstream	> 10 km²	249368.245089552	195413.12250022
new_7737	Maas	VL11_203	39592018	intersecting or downstream	> 10 km²	249450.374879119	195356.092730965
new_7738	Maas	VL11_203	37494866	intersecting or downstream	> 10 km²	249539.596575036	195311.999315197
new_7739	Maas	VL11_203	50339922	intersecting or downstream	> 10 km²	249631.850258946	195273.438251552
new_7740	Maas	VL11_203	37757010	intersecting or downstream	> 10 km²	249728.875694238	195254.102209615
new_7741	Maas	VL11_203	10494034	intersecting or downstream	> 10 km²	249828.661430772	195253.854844816
new_7742	Maas	VL11_203	35725394	intersecting or downstream	> 10 km²	249927.504725273	195267.794951519
new_7743	Maas	VL11_203	4268114	intersecting or downstream	> 10 km²	250024.684582673	195291.001218796
new_7744	Maas	VL11_203	59318354	intersecting or downstream	> 10 km²	250119.125702628	195323.547138486
new_7745	Maas	VL11_203	54861906	intersecting or downstream	> 10 km²	250205.611850656	195373.028905771
new_7746	Maas	VL11_203	30744658	intersecting or downstream	> 10 km²	250279.585128806	195439.740574645
new_7747	Maas	VL11_203	5578834	intersecting or downstream	> 10 km²	250327.446579119	195526.717949461
new_7748	Maas	VL11_203	23273554	intersecting or downstream	> 10 km²	250354.73079979	195622.768233257
new_7749	Maas	VL11_203	51585106	intersecting or downstream	> 10 km²	250380.553293882	195719.364799569
new_7750	Maas	VL11_203	51322962	intersecting or downstream	> 10 km²	250373.524204187	195817.969789793
new_7751	Maas	VL11_203	59711570	intersecting or downstream	> 10 km²	250348.532634984	195914.635777557
new_7752	Maas	VL11_203	32448594	intersecting or downstream	> 10 km²	250319.686951772	196010.370330401
new_7753	Maas	VL11_203	8564818	intersecting or downstream	> 10 km²	250285.470628758	196104.285840777
new_7754	Maas	VL11_203	22196306	intersecting or downstream	> 10 km²	250244.288703783	196195.342510599
new_7755	Maas	VL11_203	18002002	intersecting or downstream	> 10 km²	250215.643118594	196290.814824684
new_7756	Maas	VL11_203	51818578	intersecting or downstream	> 10 km²	250199.848415679	196389.450715456
new_7757	Maas	VL11_203	48672850	intersecting or downstream	> 10 km²	250160.949273375	196480.567379776
new_7758	Maas	VL11_203	66891858	intersecting or downstream	> 10 km²	250129.661806899	196575.146133081
new_7759	Maas	VL11_203	56143954	intersecting or downstream	> 10 km²	250102.876265708	196671.480097017
new_7760	Maas	VL11_203	45658194	intersecting or downstream	> 10 km²	250099.901691615	196769.742651042
new_7761	Maas	VL11_203	63221842	intersecting or downstream	> 10 km²	250132.222176068	196862.772395563
new_7762	Maas	VL11_203	48279634	intersecting or downstream	> 10 km²	250187.466628302	196945.74111114
new_7763	Maas	VL11_203	56668242	intersecting or downstream	> 10 km²	250249.10199962	197024.454564355
new_7764	Maas	VL11_203	49606738	intersecting or downstream	> 10 km²	250322.697036244	197091.357406778
new_7765	Maas	VL11_203	35483730	intersecting or downstream	> 10 km²	250405.912566785	197146.4373733
new_7766	Maas	VL11_203	27095122	intersecting or downstream	> 10 km²	250487.042562455	197204.242211434
new_7767	Maas	VL11_203	62746706	intersecting or downstream	> 10 km²	250553.909738344	197277.611299103
new_7768	Maas	VL11_203	25522258	intersecting or downstream	> 10 km²	250584.003628934	197371.525990701
new_7769	Maas	VL11_203	54882386	intersecting or downstream	> 10 km²	250605.964960136	197469.072890992
new_7770	Maas	VL11_203	34959442	intersecting or downstream	> 10 km²	250602.852939035	197568.299031099
new_7771	Maas	VL11_203	21393490	intersecting or downstream	> 10 km²	250579.255936373	197665.337204326
new_7772	Maas	VL11_203	35024978	intersecting or downstream	> 10 km²	250542.426960675	197758.216377844
new_7773	Maas	VL11_203	40267858	intersecting or downstream	> 10 km²	250497.047557848	197847.264667224
new_7774	Maas	VL11_203	18509906	intersecting or downstream	> 10 km²	250441.53345249	197930.360811239
new_7775	Maas	VL11_203	51769426	intersecting or downstream	> 10 km²	250379.678342557	198008.894931736
new_7776	Maas	VL11_203	60158034	intersecting or downstream	> 10 km²	250310.088778899	198080.675148922
new_7777	Maas	VL11_203	55475282	intersecting or downstream	> 10 km²	250239.064226326	198151.050976907
new_7778	Maas	VL11_203	26115154	intersecting or downstream	> 10 km²	250178.849240727	198230.706355995
new_7779	Maas	VL11_203	7502930	intersecting or downstream	> 10 km²	250120.039111715	198311.570850978
new_7780	Maas	VL11_203	66223186	intersecting or downstream	> 10 km²	250070.101579076	198398.080158655
new_7781	Maas	VL11_203	14318674	intersecting or downstream	> 10 km²	250027.267336311	198488.359349215
new_7782	Maas	VL11_203	61504594	intersecting or downstream	> 10 km²	249989.638241749	198580.983020311
new_7841	Molenbeek	L107_664	700137	outside	> 10 km²	144320.049968373	194657.839248059
new_7842	Molenbeek	L107_664	34254569	outside	> 10 km²	144278.649105086	194712.403107004
new_79648	Klein Neetje	L217_4653	21077238	outside	< 10 km²	200057.157894735	218442.489343107
new_79649	Klein Neetje	L217_4653	33660150	outside	< 10 km²	200022.226407348	218385.270140254
new_79657	Klein Neetje	L217_4653	63347958	outside	< 10 km²	199462.540827118	217941.930607169
new_79850	Olentgracht	L217_1281	43201801	intersecting or downstream	< 10 km²	118799.630800001	203674.969300002
new_79851	Olentgracht	L217_1281	34813193	intersecting or downstream	< 10 km²	118887.903902862	203719.467942707
new_79852	Olentgracht	L217_1281	14234889	intersecting or downstream	< 10 km²	118980.179962034	203754.308379711
new_8015	Kleine Nete	VL11_127	67049462	intersecting or downstream	> 10 km²	190062.075900003	211354.569899999
new_8016	Kleine Nete	VL11_127	46077942	intersecting or downstream	> 10 km²	189966.136659188	211301.984412445
new_8070	Itterbeek	VL05_138	42542562	intersecting or downstream	> 10 km²	251800.291900001	207430.053100001
new_8071	Itterbeek	VL05_138	55125474	intersecting or downstream	> 10 km²	251879.540143039	207372.537806314
new_8072	Itterbeek	VL05_138	28304866	intersecting or downstream	> 10 km²	251957.518918722	207310.866773549
new_8073	Itterbeek	VL05_138	32499170	intersecting or downstream	> 10 km²	252028.351109991	207240.77286307
new_8074	Itterbeek	VL05_138	58713570	intersecting or downstream	> 10 km²	252034.206919522	207141.43314831
new_8075	Itterbeek	VL05_138	43247074	intersecting or downstream	> 10 km²	252068.247415402	207058.43863506
new_8076	Itterbeek	VL05_138	30664162	intersecting or downstream	> 10 km²	252139.768246034	207033.546750522
new_82328	Kaatsbeek	L217_4031	37187122	outside	< 10 km²	228154.23259835	179715.317722565
new_83282	Eindergatloop	L217_5214	17804662	outside	< 10 km²	218495.476839321	213519.981027387
new_83283	Eindergatloop	L217_5214	40873334	outside	< 10 km²	218579.922082109	213564.731362591
new_83874	NA	G	9431489	outside	NA	78919.6485999972	212868.609299999
new_83901	Jaegersbeek	L217_0612	9431489	outside	< 10 km²	78912.7735000029	212865.171700001
new_83902	Jaegersbeek	L217_0612	12773825	outside	< 10 km²	78816.1136734282	212833.243693438
new_83903	Jaegersbeek	L217_0612	13822401	outside	< 10 km²	78720.4558131021	212798.586767628
new_86190	NA	G	38976774	intersecting or downstream	NA	165953.946599998	164602.533
new_86191	NA	G	30850310	intersecting or downstream	NA	165990.084600002	164513.715399999
new_86524	Kanaal van Bocholt naar Herentals	VL17_183	4260982	outside	> 10 km²	209665.519682512	214654.60176846
new_8686	Bosbeek	VL05_135	61745746	intersecting or downstream	> 10 km²	238080.003090242	193839.787533946
new_87410	Broekhoeksloot	G	40860050	intersecting or downstream	NA	244740.639859694	206205.322611084
new_8841	Maas	VL11_203	33127506	intersecting or downstream	> 10 km²	250177.25	199063.531100001
new_8842	Maas	VL11_203	11615314	intersecting or downstream	> 10 km²	250248.888049284	199133.680840252
new_8843	Maas	VL11_203	21052498	intersecting or downstream	> 10 km²	250325.627768093	199197.640747995
new_8844	Maas	VL11_203	23149650	intersecting or downstream	> 10 km²	250409.549831596	199252.421052372
