point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;datum_opname_cyclus1;x;y
2135926_1;462920_v2018;2135926;1;7140;7140_meso;100;nieuw meetpunt (reserve);;206493,59;204174,11
2177974_1;420884_v2020;2177974;1;7140;7140_meso;100;nieuw meetpunt (reserve);;213885,59;196750,11
2178817_1;560895_v2018;2178817;1;6230;6230_hmo;60;nieuw meetpunt (reserve);;61245,59;204526,11
2205854_1;644442_v2020;2205854;0;6230;6230_hmo;100;nieuw meetpunt (reserve);;175101,59;220302,11
2233013_1;561777_v2018;2233013;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;63197,59;219790,11
2298502_1;424652_v2020;2298502;1;7140;7140_meso;100;nieuw meetpunt (reserve);;169981,59;169614,11
2330037_1;456026_v2016;2330037;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;62781,59;220398,11
2370997_1;438953_v2018;2370997;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;62973,59;221870,11
2428469_1;589297_v2014;2428469;1;1330;1330_da;80;nieuw meetpunt (reserve);;80349,59;228462,11
2436726_1;552248_v2016;2436726;1;7140;7140_meso;100;nieuw meetpunt (reserve);;210845,59;206926,11
2438961_1;517574_v2020;2438961;1;1330;1330_da;100;nieuw meetpunt (reserve);;35837,59;205326,11
2440885_1;448628_v2016;2440885;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;69597,59;221422,11
2448949_1;507101_v2018;2448949;1;1330;1330_da;95;nieuw meetpunt (reserve);;80253,59;228846,11
2471214_1;527919_v2018;2471214;1;6230;6230;;nieuw meetpunt (reserve);;188189,60;229582,10
2471357_1;553429_v2018;2471357;1;1330;1330_da;100;nieuw meetpunt (reserve);;144189,59;222446,11
2494005_1;589729_v2014;2494005;1;1330;1330_da;80;nieuw meetpunt (reserve);;79453,59;228622,11
2495157_1;509115_v2018;2495157;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;63261,59;219694,11
2505729_1;438293_v2018;2505729;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;57437,60;212526,10
2559285_1;589717_v2014;2559285;1;1330;1330_da;60;nieuw meetpunt (reserve);;79357,59;228846,11
2559541_1;589296_v2014;2559541;1;1330;1330_da;100;nieuw meetpunt (reserve);;80125,59;228174,11
2592181_1;456026_v2016;2592181;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;62749,59;220366,11
2592309_1;589298_v2014;2592309;1;1330;1330_da;90;nieuw meetpunt (reserve);;80445,59;228334,11
2643702_1;629015_v2020;2643702;1;6230;6230;80;nieuw meetpunt (reserve);;188861,59;209774,11
2676946_1;485276_v2018;2676946;1;6230;6230_hmo;70;nieuw meetpunt (reserve);;222045,59;199630,11
2680897_1;517668_v2020;2680897;1;6230;6230_hmo;100;nieuw meetpunt (reserve);;74749,59;200334,11
2690485_1;479301_v2018;2690485;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;61757,60;219566,10
2695470_1;559666_v2018;2695470;1;6230;6230_hmo;30;nieuw meetpunt (reserve);;190685,59;228334,11
2706185_1;512996_v2020;2706185;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;106621,59;215694,11
2740161_1;618588_v2014;2740161;0;6230;6230;80;nieuw meetpunt (reserve);;79197,59;202926,11
2744765_1;625915_v2020;2744765;1;1330;1330_da;100;nieuw meetpunt (reserve);;141597,59;225230,11
2774709_1;505777_v2020;2774709;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;70493,59;224910,11
2805173_1;513660_v2020;2805173;1;1330;1330_hpr;100;nieuw meetpunt (reserve);;61885,59;220494,11
2842165_1;589719_v2014;2842165;1;1330;1330_da;50;nieuw meetpunt (reserve);;79517,59;228846,11
2889397_1;537669_v2018;2889397;1;1330;1330_da;100;nieuw meetpunt (reserve);;70461,59;226446,11
2952757_1;507101_v2018;2952757;1;1330;1330_da;95;nieuw meetpunt (reserve);;80093,59;228814,11
2965173_1;589754_v2016;2965173;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69565,59;221358,11
2967745_1;499314_v2020;2967745;0;6230;6230;100;nieuw meetpunt (reserve);;79581,59;202830,11
2975442_1;328476_v2016;2975442;1;7140;7140_oli;50;nieuw meetpunt (reserve);;223421,59;188302,11
3033206_1;474012_v2018;3033206;1;7140;7140_oli;100;nieuw meetpunt (reserve);;206045,59;217806,11
3051061_1;589480_v2014;3051061;1;1330;1330_da;80;nieuw meetpunt (reserve);;80477,59;228238,11
3076789_1;509125_v2018;3076789;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;63517,59;220846,11
3081405_1;562859_v2018;3081405;1;1330;1330_da;100;nieuw meetpunt (reserve);;141373,59;228782,11
3137205_1;473972_v2016;3137205;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69757,59;220526,11
3149365_1;589478_v2014;3149365;1;1330;1330_da;100;nieuw meetpunt (reserve);;79773,59;228078,11
3151541_1;554630_v2018;3151541;1;1330;1330_da;50;nieuw meetpunt (reserve);;70493,59;226542,11
3173846_1;642771_v2014;3173846;0;7140;7140_meso;100;nieuw meetpunt (reserve);;182141,59;216942,11
3195318_1;422247_v2020;3195318;0;7140;7140_meso;20;nieuw meetpunt (reserve);;203773,59;187214,11
3203517_1;625915_v2020;3203517;1;1330;1330_da;100;nieuw meetpunt (reserve);;141661,59;225326,11
3280437_1;589520_v2014;3280437;1;1330;1330_da;100;nieuw meetpunt (reserve);;79869,59;228718,11
3303122_1;455999_v2018;3303122;1;7140;7140_oli;90;nieuw meetpunt (reserve);;223421,59;188558,11
3308853_1;589866_v2014;3308853;1;1330;1330_da;100;nieuw meetpunt (reserve);;79229,59;228622,11
3361582_1;544116_v2016;3361582;1;7140;7140_oli;80;nieuw meetpunt (reserve);;197213,59;229518,11
3378741_1;589576_v2014;3378741;1;1330;1330_da;90;nieuw meetpunt (reserve);;80413,59;228718,11
3391926_1;422235_v2020;3391926;0;7140;7140_meso;20;nieuw meetpunt (reserve);;204029,59;187374,11
3411509_1;589731_v2014;3411509;1;1330;1330_da;90;nieuw meetpunt (reserve);;79453,59;228142,11
3542581_1;618403_v2014;3542581;1;1330;1330_da;90;nieuw meetpunt (reserve);;79517,59;228686,11
3586258_1;639024_v2020;3586258;1;7140;7140_oli;30;nieuw meetpunt (reserve);;219069,59;198830,11
3608117_1;589297_v2014;3608117;1;1330;1330_da;80;nieuw meetpunt (reserve);;80125,59;228270,11
3620533_1;589192_v2016;3620533;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69469,59;220814,11
3661493_1;445152_v2016;3661493;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69981,59;220366,11
3684145_1;517453_v2020;3684145;1;1330;1330_da;100;nieuw meetpunt (reserve);;36029,59;205358,11
3716913_1;517461_v2020;3716913;1;1330;1330_da;100;nieuw meetpunt (reserve);;36157,59;205166,11
3749309_1;553925_v2018;3749309;0;1330;1330_da;100;nieuw meetpunt (reserve);;142973,59;222158,11
3782642_1;425003_v2020;3782642;1;7140;7140_oli;40;nieuw meetpunt (reserve);;238173,59;181166,11
3838098_1;550255_v2018;3838098;1;6230;6230;100;nieuw meetpunt (reserve);;242173,59;208142,11
4010130_1;550304_v2018;4010130;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;240349,59;208654,11
4024018_1;328476_v2016;4024018;1;7140;7140_oli;50;nieuw meetpunt (reserve);;223421,59;188238,11
4163858_1;629780_v2020;4163858;1;7140;7140_mrd;60;nieuw meetpunt (reserve);;223325,59;217230,11
4316853_1;455713_v2016;4316853;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69629,59;220302,11
4353158_1;603739_v2014;4353158;0;6230;6230;100;nieuw meetpunt (reserve);;182461,59;182766,11
4447925_1;443621_v2016;4447925;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69693,59;220206,11
4470066_1;642641_v2014;4470066;0;7140;7140_meso;100;nieuw meetpunt (reserve);;221629,59;180174,11
4507218_1;647731_v2014;4507218;0;7140;7140_meso;40;nieuw meetpunt (reserve);;239357,59;189390,11
4537673_1;511528_v2020;4537673;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;93181,59;217870,11
4599942_1;419968_v2020;4599942;1;6230;6230;20;nieuw meetpunt (reserve);;179069,59;184846,11
4644533_1;449731_v2016;4644533;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;70013,59;219790,11
4676022_1;644593_v2014;4676022;0;7140;7140_meso;70;nieuw meetpunt (reserve);;209533,59;190926,11
4713206_1;628866_v2020;4713206;1;6230;6230;100;nieuw meetpunt (reserve);;190173,59;209614,11
4761298_1;315629_v2016;4761298;1;7140;7140_oli;100;nieuw meetpunt (reserve);;224509,59;188622,11
4763782_1;358804_v2020;4763782;1;6230;6230;30;nieuw meetpunt (reserve);;179133,59;184654,11
4799817_1;511528_v2020;4799817;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;92893,59;217710,11
5112885_1;589172_v2016;5112885;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;72157,59;220750,11
5164477_1;686298_v2014;5164477;0;1330;1330_hpr;80;nieuw meetpunt (reserve);;139645,59;220046,11
5246913_1;565550_v2014;5246913;0;6230;6230;20;nieuw meetpunt (reserve);;78333,59;202542,11
5320850_1;550302_v2018;5320850;1;7140;7140_mrd;90;nieuw meetpunt (reserve);;240605,59;208718,11
5361830_1;644080_v2014;5361830;0;7140;7140_meso;50;nieuw meetpunt (reserve);;196349,59;183310,11
5365429_1;560305_v2018;5365429;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69437,59;220334,11
5365697_1;494150_v2020;5365697;0;6230;6230;80;nieuw meetpunt (reserve);;76861,59;203886,11
5426621_1;686221_v2014;5426621;0;1330;1330_hpr;80;nieuw meetpunt (reserve);;139517,59;219918,11
5455541_1;561105_v2018;5455541;0;1330;1330_hpr;50;nieuw meetpunt (reserve);;69181,59;221134,11
5459637_1;591300_v2018;5459637;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;68925,59;222222,11
5535570_1;554042_v2018;5535570;1;6230;6230;40;nieuw meetpunt (reserve);;242429,59;195726,11
5625270_1;644455_v2014;5625270;0;7140;7140_meso;100;nieuw meetpunt (reserve);;206973,59;188974,11
5717685_1;560830_v2018;5717685;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69533,59;220686,11
5741622_1;422347_v2020;5741622;0;7140;7140_meso;100;nieuw meetpunt (reserve);;202045,59;186158,11
5783221_1;477825_v2018;5783221;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69789,59;220718,11
5883574_1;378568_v2018;5883574;0;7140;7140_meso;100;nieuw meetpunt (reserve);;213245,59;193166,11
5944897_1;565868_v2014;5944897;0;6230;6230;30;nieuw meetpunt (reserve);;81405,59;201454,11
6020789_1;445152_v2016;6020789;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69949,59;220430,11
6045365_1;451497_v2016;6045365;0;1330;1330_hpr;100;nieuw meetpunt (reserve);;69917,59;220686,11
6094722_1;583758_v2018;6094722;1;6230;6230_hnk;40;nieuw meetpunt (reserve);;258365,60;158958,10
6152129_1;494150_v2020;6152129;0;6230;6230;80;nieuw meetpunt (reserve);;77149,59;203758,11
6222894_1;611644_v2014;6222894;0;6410;6410_mo;30;nieuw meetpunt (reserve);;188477,59;220846,11
6381622_1;572392_v2014;6381622;0;6230;6230;30;nieuw meetpunt (reserve);;195453,59;189934,11
6669505_1;590794_v2018;6669505;1;6230;6230;50;nieuw meetpunt (reserve);;86781,59;205390,11
6691254_1;644593_v2014;6691254;0;7140;7140_meso;70;nieuw meetpunt (reserve);;209533,59;190990,11
6743890_1;554105_v2018;6743890;1;6230;6230;20;nieuw meetpunt (reserve);;242877,59;196174,11
6850998_1;456380_v2018;6850998;0;7140;7140_meso;100;nieuw meetpunt (reserve);;209725,59;192142,11
6916697_1;554852_v2018;6916697;0;6410;6410_mo;60;nieuw meetpunt (reserve);;111229,59;178478,11
7205814_1;646399_v2020;7205814;1;6410;6410_mo;40;nieuw meetpunt (reserve);;218397,59;198638,11
7237974_1;413006_v2020;7237974;1;6410;6410_mo;100;nieuw meetpunt (reserve);;184989,59;190574,11
7401398_1;644723_v2014;7401398;0;7140;7140_meso;70;nieuw meetpunt (reserve);;215581,59;194446,11
7405442_1;583758_v2018;7405442;1;6230;6230_hnk;40;nieuw meetpunt (reserve);;258397,59;158894,11
7425286_1;411401_v2020;7425286;1;6410;6410_mo;60;nieuw meetpunt (reserve);;167453,59;162510,11
7448854_1;644370_v2014;7448854;0;7140;7140_meso;100;nieuw meetpunt (reserve);;165213,59;188718,11
7513537_1;106680_v2014;7513537;0;7140;7140_mrd;20;nieuw meetpunt (reserve);;73629,59;216302,11
7633718_1;629929_v2020;7633718;0;7140;7140_meso;100;nieuw meetpunt (reserve);;193789,59;201870,11
7717302_1;422246_v2020;7717302;0;7140;7140_meso;30;nieuw meetpunt (reserve);;203805,59;187278,11
7741910_1;640591_v2020;7741910;1;6410;6410_mo;100;nieuw meetpunt (reserve);;180317,59;216046,11
7762642_1;528555_v2018;7762642;0;7140;7140_meso;30;nieuw meetpunt (reserve);;219133,59;190510,11
7839878_1;420234_v2020;7839878;1;6410;6410_mo;80;nieuw meetpunt (reserve);;179965,59;184974,11
7853106_1;669780_v2014;7853106;1;6410;6410_mo;100;nieuw meetpunt (reserve);;222589,59;175534,11
7858934_1;628866_v2020;7858934;1;6410;6410_mo;100;nieuw meetpunt (reserve);;190077,59;209550,11
7936134_1;562545_v2018;7936134;1;6410;6410_mo;95;nieuw meetpunt (reserve);;182813,59;180622,11
7965273_1;554852_v2018;7965273;0;6410;6410_mo;60;nieuw meetpunt (reserve);;111229,59;178574,11
8057906_1;662873_v2014;8057906;1;6410;6410_mo;60;nieuw meetpunt (reserve);;220637,59;175214,11
8204434_1;550304_v2018;8204434;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;240349,59;208686,11
8466578_1;550302_v2018;8466578;1;7140;7140_mrd;90;nieuw meetpunt (reserve);;240573,59;208782,11
8509174_1;644396_v2020;8509174;1;6410;6410_mo;100;nieuw meetpunt (reserve);;189885,59;209806,11
8623542_1;624810_v2014;8623542;0;7140;7140_meso;30;nieuw meetpunt (reserve);;207549,59;189102,11
8761798_1;590207_v2018;8761798;1;6410;6410_mo;60;nieuw meetpunt (reserve);;167069,59;177134,11
8814310_1;507748_v2018;8814310;0;7140;7140_meso;30;nieuw meetpunt (reserve);;215101,59;185678,11
8827222_1;413194_v2020;8827222;1;6410;6410_ve;70;nieuw meetpunt (reserve);;184637,59;191150,11
8901682_1;669780_v2014;8901682;1;6410;6410_mo;100;nieuw meetpunt (reserve);;222621,59;175502,11
8944438_1;629929_v2020;8944438;0;7140;7140_meso;100;nieuw meetpunt (reserve);;193821,59;201902,11
8984710_1;562545_v2018;8984710;1;6410;6410_mo;95;nieuw meetpunt (reserve);;182813,59;180558,11
9401042_1;528555_v2018;9401042;0;7140;7140_meso;30;nieuw meetpunt (reserve);;219101,59;190350,11
9431346_1;370474_v2020;9431346;1;7140;7140_mrd;80;nieuw meetpunt (reserve);;226333,59;182830,11
9669209_1;554801_v2018;9669209;0;6410;6410_mo;60;nieuw meetpunt (reserve);;111293,59;178126,11
9749750_1;558789_v2014;9749750;0;7140;7140_oli;60;nieuw meetpunt (reserve);;196061,59;216142,11
9918902_1;644577_v2014;9918902;0;7140;7140_meso;60;nieuw meetpunt (reserve);;209501,59;190702,11
10135990_1;624640_v2014;10135990;0;7140;7140_meso;30;nieuw meetpunt (reserve);;207549,59;189966,11
10280897_1;508067_v2020;10280897;0;6410;6410_mo;75;nieuw meetpunt (reserve);;76637,59;204014,11
10304841_1;511528_v2020;10304841;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;93117,59;217806,11
10517702_1;361155_v2020;10517702;1;7140;7140_base;60;nieuw meetpunt (reserve);;162557,59;179726,11
10854337_1;508067_v2020;10854337;0;6410;6410_mo;75;nieuw meetpunt (reserve);;76157,59;204014,11
11098134_1;572187_v2014;11098134;0;6410;6410_mo;100;nieuw meetpunt (reserve);;162109,59;195630,11
11649202_1;680686_v2014;11649202;1;6230;6230_hnk;70;nieuw meetpunt (reserve);;241693,59;167150,11
12042418_1;674718_v2014;12042418;1;6230;6230_hnk;100;nieuw meetpunt (reserve);;241533,59;167342,11
12073554_1;546085_v2018;12073554;0;6410;6410_mo;90;nieuw meetpunt (reserve);;237053,59;193006,11
12552466_1;629780_v2020;12552466;1;7140;7140_mrd;60;nieuw meetpunt (reserve);;223261,59;217262,11
12854694_1;343302_v2016;12854694;0;6410;6410_mo;60;nieuw meetpunt (reserve);;190365,59;171438,11
12959622_1;611770_v2014;12959622;0;6410;6410_mo;30;nieuw meetpunt (reserve);;177277,59;181326,11
13191945_1;470747_v2018;13191945;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;106653,59;215566,11
13285158_1;570203_v2018;13285158;0;6230;6230_hnk;60;nieuw meetpunt (reserve);;207261,59;163790,11
13313238_1;610941_v2020;13313238;0;6410;6410_mo;100;nieuw meetpunt (reserve);;175677,59;212078,11
13353138_1;614673_v2014;13353138;1;6230;6230_hnk;30;nieuw meetpunt (reserve);;241405,59;167374,11
13822258_1;370474_v2020;13822258;1;7140;7140_mrd;80;nieuw meetpunt (reserve);;226301,59;182830,11
13917526_1;559225_v2014;13917526;0;6410;6410_mo;60;nieuw meetpunt (reserve);;178397,59;188814,11
14139570_1;680444_v2014;14139570;1;6230;6230_hnk;100;nieuw meetpunt (reserve);;241565,59;167278,11
14243862_1;572187_v2014;14243862;0;6410;6410_mo;100;nieuw meetpunt (reserve);;162141,59;195726,11
14387474_1;629792_v2020;14387474;1;7140;7140_mrd;70;nieuw meetpunt (reserve);;223421,59;217422,11
14430070_1;631122_v2020;14430070;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;203581,59;204366,11
14641014_1;560237_v2018;14641014;1;7140;7140_mrd;75;nieuw meetpunt (reserve);;207229,59;204718,11
14695753_1;511528_v2020;14695753;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;93213,59;217966,11
14712006_1;361155_v2020;14712006;1;7140;7140_base;60;nieuw meetpunt (reserve);;162493,59;179726,11
15526194_1;370475_v2020;15526194;1;7140;7140_mrd;30;nieuw meetpunt (reserve);;226685,59;183310,11
15829593_1;554801_v2018;15829593;0;6410;6410_mo;60;nieuw meetpunt (reserve);;111261,59;178222,11
15952150_1;611705_v2014;15952150;0;6410;6410_mo;100;nieuw meetpunt (reserve);;164157,59;189134,11
16593042_1;550304_v2018;16593042;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;240317,59;208686,11
16855186_1;550302_v2018;16855186;1;7140;7140_mrd;90;nieuw meetpunt (reserve);;240637,59;208750,11
17120584_1;511528_v2020;17120584;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;93181,59;217902,11
18333874_1;674718_v2014;18333874;1;6230;6230_hnk;100;nieuw meetpunt (reserve);;241565,59;167374,11
20006080_1;507372_v2018;20006080;1;6410;6410_ve;50;nieuw meetpunt (reserve);;85949,59;204334,11
20625190_1;118623_v2014;20625190;0;6230;6230_hnk;20;nieuw meetpunt (reserve);;207197,59;163790,11
21167406_1;509729_v2018;21167406;1;6410;6410_ve;100;nieuw meetpunt (reserve);;187357,59;232462,11
21314888_1;511528_v2020;21314888;1;7140;7140_mrd;100;nieuw meetpunt (reserve);;93181,59;217838,11
22098066_1;550302_v2018;22098066;1;7140;7140_mrd;90;nieuw meetpunt (reserve);;240637,59;208718,11
23700242_1;582114_v2018;23700242;1;6410;6410_ve;50;nieuw meetpunt (reserve);;223901,59;205742,11
24535826_1;463151_v2018;24535826;1;6410;6410_ve;100;nieuw meetpunt (reserve);;223741,59;205678,11
24845038_1;532613_v2018;24845038;1;7140;7140_base;100;nieuw meetpunt (reserve);;202333,59;224110,11
25542834_1;439613_v2018;25542834;1;6230;6230_hnk;40;nieuw meetpunt (reserve);;241693,59;166958,11
25671462_1;570203_v2018;25671462;0;6230;6230_hnk;60;nieuw meetpunt (reserve);;207229,59;163822,11
26297536_1;507372_v2018;26297536;1;6410;6410_ve;50;nieuw meetpunt (reserve);;85885,59;204494,11
28987570_1;674992_v2014;28987570;1;6230;6230_hnk;70;nieuw meetpunt (reserve);;241501,59;167406,11
29039342_1;532613_v2018;29039342;1;7140;7140_base;100;nieuw meetpunt (reserve);;202301,59;224110,11
30908550_1;420039_v2020;30908550;1;7140;7140_base;95;nieuw meetpunt (reserve);;179869,59;184846,11
30916786_1;680444_v2014;30916786;0;6230;6230_hnk;100;nieuw meetpunt (reserve);;241597,59;167310,11
31260546_1;115793_v2014;31260546;1;6230;6230_hnk;30;nieuw meetpunt (reserve);;258397,59;159054,11
31875858_1;463216_v2018;31875858;1;6410;6410_ve;100;nieuw meetpunt (reserve);;223677,59;205550,11
31957126_1;420039_v2020;31957126;1;7140;7140_base;95;nieuw meetpunt (reserve);;179837,59;184814,11
32403330_1;673746_v2014;32403330;1;6230;6230_hnk;20;nieuw meetpunt (reserve);;258269,59;159278,11
33181874_1;450630_v2018;33181874;1;6230;6230_hnk;60;nieuw meetpunt (reserve);;241533,59;167470,11
35454848_1;115793_v2014;35454848;1;6230;6230_hnk;30;nieuw meetpunt (reserve);;258429,59;158990,11
36783296_1;507372_v2018;36783296;1;6410;6410_ve;50;nieuw meetpunt (reserve);;85949,59;204366,11
37376176_1;674992_v2014;37376176;1;6230;6230_hnk;70;nieuw meetpunt (reserve);;241469,59;167438,11
37944624_1;509729_v2018;37944624;1;6410;6410_ve;100;nieuw meetpunt (reserve);;187357,59;232430,11
38187352_1;413194_v2020;38187352;1;6410;6410_ve;70;nieuw meetpunt (reserve);;184605,59;191118,11
38338432_1;583758_v2018;38338432;1;6230;6230_hnk;40;nieuw meetpunt (reserve);;258269,59;159118,11
39428880_1;463151_v2018;39428880;1;6410;6410_ve;100;nieuw meetpunt (reserve);;223773,59;205678,11
40083592_1;420090_v2020;40083592;1;7140;7140_base;100;nieuw meetpunt (reserve);;180029,59;184910,11
40434992_1;509729_v2018;40434992;1;6410;6410_ve;100;nieuw meetpunt (reserve);;187421,59;232462,11
40791936_1;115793_v2014;40791936;1;6230;6230_hnk;30;nieuw meetpunt (reserve);;258301,59;159214,11
41271472_1;439613_v2018;41271472;1;6230;6230_hnk;40;nieuw meetpunt (reserve);;241693,59;167054,11
41622256_1;532613_v2018;41622256;1;7140;7140_base;100;nieuw meetpunt (reserve);;202365,59;224142,11
47685768_1;420039_v2020;47685768;1;7140;7140_base;95;nieuw meetpunt (reserve);;179869,59;184814,11
48501952_1;507372_v2018;48501952;1;6410;6410_ve;50;nieuw meetpunt (reserve);;85949,59;204014,11
48734344_1;420039_v2020;48734344;1;7140;7140_base;95;nieuw meetpunt (reserve);;179837,59;184846,11
54721840_1;509729_v2018;54721840;1;6410;6410_ve;100;nieuw meetpunt (reserve);;187389,59;232462,11
56206096_1;463151_v2018;56206096;1;6410;6410_ve;100;nieuw meetpunt (reserve);;223805,59;205710,11
58399472_1;532613_v2018;58399472;1;7140;7140_base;100;nieuw meetpunt (reserve);;202365,59;224110,11
59158872_1;413194_v2020;59158872;1;6410;6410_ve;70;nieuw meetpunt (reserve);;184605,59;191150,11
60268680_1;420039_v2020;60268680;1;7140;7140_base;95;nieuw meetpunt (reserve);;179869,59;184878,11
64462984_1;420039_v2020;64462984;1;7140;7140_base;95;nieuw meetpunt (reserve);;179901,59;184814,11
